"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.012891005E1,-2.212500095E0,1.935000038E1,-2.156250000E1,2.905613666E1
1.013891005E1,-2.262500048E0,1.936250114E1,-2.151250076E1,2.903124259E1
1.014891005E1,-2.287500143E0,1.936250114E1,-2.156250000E1,2.907026855E1
1.015891005E1,-2.325000048E0,1.936250114E1,-2.163750076E1,2.912891201E1
1.016891005E1,-2.424999952E0,1.938750076E1,-2.167500114E1,2.918152644E1
1.017891005E1,-2.487499952E0,1.936250114E1,-2.167500114E1,2.917018651E1
1.018891005E1,-2.487499952E0,1.938750076E1,-2.168750000E1,2.919606991E1
1.019891005E1,-2.512500048E0,1.941250038E1,-2.167500114E1,2.920553890E1
1.020891005E1,-2.537500143E0,1.945000076E1,-2.166250038E1,2.922337009E1
1.021891005E1,-2.549999952E0,1.948750114E1,-2.161250114E1,2.921241870E1
1.022891005E1,-2.562500000E0,1.950000000E1,-2.156250000E1,2.918489014E1
1.023891005E1,-2.575000048E0,1.953750038E1,-2.151250076E1,2.917417069E1
1.024891005E1,-2.512500048E0,1.956250000E1,-2.156250000E1,2.922234537E1
1.025891005E1,-2.475000143E0,1.960000038E1,-2.163750076E1,2.929960887E1
1.026891005E1,-2.462500095E0,1.962500000E1,-2.161250114E1,2.929683835E1
1.027891005E1,-2.387500048E0,1.961250114E1,-2.162500000E1,2.929148311E1
1.028891005E1,-2.299999952E0,1.957500076E1,-2.177499962E1,2.937041476E1
1.029891005E1,-2.299999952E0,1.953750038E1,-2.192500114E1,2.945691084E1
1.030891005E1,-2.299999952E0,1.951250076E1,-2.198750114E1,2.948691053E1
1.031891005E1,-2.287500143E0,1.947500038E1,-2.210000038E1,2.954519104E1
1.032891005E1,-2.299999952E0,1.946249962E1,-2.212500000E1,2.955663236E1
1.033891005E1,-2.287500143E0,1.945000076E1,-2.207500076E1,2.951001263E1
1.034891005E1,-2.250000000E0,1.942500114E1,-2.210000038E1,2.950937455E1
1.035891005E1,-2.287500143E0,1.939999962E1,-2.221249962E1,2.958019238E1
1.036891005E1,-2.350000143E0,1.939999962E1,-2.212500000E1,2.951945309E1
1.037891005E1,-2.337500095E0,1.939999962E1,-2.206250000E1,2.947164397E1
1.038891005E1,-2.350000143E0,1.943750000E1,-2.208749962E1,2.951603880E1
1.039891005E1,-2.375000000E0,1.946249962E1,-2.208749962E1,2.953450788E1
1.040891005E1,-2.424999952E0,1.945000076E1,-2.207500076E1,2.952098937E1
1.041891005E1,-2.500000000E0,1.946249962E1,-2.206250000E1,2.952613753E1
1.042891005E1,-2.537500143E0,1.951250076E1,-2.201250076E1,2.952501961E1
1.043891005E1,-2.562500000E0,1.953750038E1,-2.196249962E1,2.950646907E1
1.044891005E1,-2.612499952E0,1.953750038E1,-2.192500114E1,2.948295698E1
1.045891005E1,-2.662500143E0,1.955000114E1,-2.183749962E1,2.943072954E1
1.046891005E1,-2.712500095E0,1.952499962E1,-2.178750038E1,2.938160036E1
1.047891005E1,-2.787500143E0,1.950000000E1,-2.162500000E1,2.925167999E1
1.048891005E1,-2.900000095E0,1.951250076E1,-2.147500038E1,2.916030398E1
1.049891005E1,-3.087500095E0,1.951250076E1,-2.143750000E1,2.915195961E1
1.050891005E1,-3.350000143E0,1.946249962E1,-2.148750114E1,2.918431253E1
1.051891005E1,-3.612499952E0,1.946249962E1,-2.146249962E1,2.919722482E1
1.052891005E1,-3.875000000E0,1.946249962E1,-2.145000076E1,2.922168799E1
1.053891005E1,-4.162499905E0,1.945000076E1,-2.152499962E1,2.930792629E1
1.054891005E1,-4.437500000E0,1.946249962E1,-2.152499962E1,2.935653090E1
1.055891005E1,-4.712500095E0,1.947500038E1,-2.157500076E1,2.944425164E1
1.056891005E1,-4.987500191E0,1.945000076E1,-2.161250114E1,2.950047277E1
1.057891005E1,-5.275000095E0,1.939999962E1,-2.161250114E1,2.951755100E1
1.058891005E1,-5.562500000E0,1.937500000E1,-2.153750038E1,2.949908395E1
1.059891005E1,-5.900000095E0,1.933749962E1,-2.153750038E1,2.954002057E1
1.060891005E1,-6.212500095E0,1.928750038E1,-2.150000000E1,2.954408280E1
1.061891005E1,-6.525000095E0,1.926250076E1,-2.136250114E1,2.949535586E1
1.062891005E1,-6.825000286E0,1.918750000E1,-2.128750038E1,2.946011639E1
1.063891005E1,-7.150000095E0,1.908749962E1,-2.125000000E1,2.944516332E1
1.064891005E1,-7.412499905E0,1.902499962E1,-2.118750000E1,2.942458023E1
1.065891005E1,-7.625000000E0,1.898750114E1,-2.106250000E1,2.936485537E1
1.066891005E1,-7.837500095E0,1.896249962E1,-2.092500114E1,2.930628725E1
1.067891005E1,-8.025000572E0,1.892500114E1,-2.073750114E1,2.919931945E1
1.068891005E1,-8.225000381E0,1.887500000E1,-2.056250000E1,2.909867115E1
1.069891005E1,-8.425000191E0,1.877499962E1,-2.042500114E1,2.899417029E1
1.070891005E1,-8.650000572E0,1.868750000E1,-2.031250000E1,2.892477869E1
1.071891005E1,-8.862500191E0,1.868750000E1,-2.017500114E1,2.889285789E1
1.072891005E1,-9.062500000E0,1.867500114E1,-2.001250076E1,2.883374344E1
1.073891005E1,-9.300000191E0,1.866250038E1,-1.991250038E1,2.883204113E1
1.074891005E1,-9.525000572E0,1.860000038E1,-1.981250000E1,2.879619430E1
1.075891005E1,-9.699999809E0,1.851250076E1,-1.960000038E1,2.865244659E1
1.076891005E1,-9.875000000E0,1.848750114E1,-1.948750114E1,2.861932956E1
1.077891005E1,-1.010000038E1,1.847500038E1,-1.948750114E1,2.868969062E1
1.078891005E1,-1.028750038E1,1.848750114E1,-1.939999962E1,2.870505788E1
1.079891005E1,-1.047500038E1,1.845000076E1,-1.935000038E1,2.871499044E1
1.080891005E1,-1.071250057E1,1.837500000E1,-1.935000038E1,2.875449197E1
1.081891005E1,-1.088749981E1,1.827499962E1,-1.935000038E1,2.875649106E1
1.082891005E1,-1.110000038E1,1.821249962E1,-1.939999962E1,2.883166898E1
1.083891005E1,-1.136250019E1,1.817500114E1,-1.961250114E1,2.905318018E1
1.084891005E1,-1.161250019E1,1.811250114E1,-1.975000000E1,2.920574187E1
1.085891005E1,-1.185000038E1,1.805000114E1,-1.978750038E1,2.928771452E1
1.086891005E1,-1.216250038E1,1.795000076E1,-1.988750076E1,2.942178835E1
1.087891005E1,-1.250000000E1,1.783749962E1,-2.006250000E1,2.961300895E1
1.088891005E1,-1.283750057E1,1.773750114E1,-2.018750000E1,2.978179854E1
1.089891005E1,-1.325000000E1,1.761250114E1,-2.038750076E1,3.002353883E1
1.090891005E1,-1.366250038E1,1.750000000E1,-2.063750076E1,3.031204966E1
1.091891005E1,-1.410000038E1,1.736250114E1,-2.088750076E1,3.060317214E1
1.092891005E1,-1.455000019E1,1.721249962E1,-2.110000038E1,3.087365649E1
1.093891005E1,-1.498750019E1,1.703750038E1,-2.133749962E1,3.114788069E1
1.094891005E1,-1.542500019E1,1.682500076E1,-2.160000038E1,3.142564714E1
1.095891005E1,-1.588749981E1,1.660000038E1,-2.186250114E1,3.171658272E1
1.096891005E1,-1.635000038E1,1.633749962E1,-2.216250038E1,3.202206785E1
1.097891005E1,-1.677499962E1,1.602499962E1,-2.238750076E1,3.223974900E1
1.098891005E1,-1.721249962E1,1.568750000E1,-2.251250076E1,3.239105571E1
1.099891005E1,-1.764999962E1,1.536250019E1,-2.256250000E1,3.250531195E1
1.100891005E1,-1.811250114E1,1.498750019E1,-2.268750000E1,3.267124907E1
1.101891005E1,-1.861250114E1,1.462500000E1,-2.278750038E1,3.285705400E1
1.102891005E1,-1.907500076E1,1.425000000E1,-2.280000114E1,3.296601593E1
1.103891005E1,-1.948750114E1,1.388749981E1,-2.270000076E1,3.298356237E1
1.104891005E1,-1.991250038E1,1.352500057E1,-2.268750000E1,3.307802848E1
1.105891005E1,-2.036250114E1,1.317500019E1,-2.278750038E1,3.327885600E1
1.106891005E1,-2.078750038E1,1.280000019E1,-2.293750000E1,3.349759817E1
1.107891005E1,-2.113750076E1,1.244999981E1,-2.310000038E1,3.369579278E1
1.108891005E1,-2.146249962E1,1.208750057E1,-2.313750076E1,3.379482951E1
1.109891005E1,-2.173750114E1,1.167500019E1,-2.331250000E1,3.394550400E1
1.110891005E1,-2.203750038E1,1.128750038E1,-2.346249962E1,3.411081905E1
1.111891005E1,-2.233749962E1,1.087500000E1,-2.351250076E1,3.420624514E1
1.112891005E1,-2.257500076E1,1.048750019E1,-2.355000114E1,3.426690639E1
1.113891005E1,-2.276250076E1,1.012500000E1,-2.347500038E1,3.423043542E1
1.114891005E1,-2.295000076E1,9.737500191E0,-2.339999962E1,3.419183275E1
1.115891005E1,-2.312500000E1,9.312500000E0,-2.338750076E1,3.418279499E1
1.116891005E1,-2.330000114E1,8.937500000E0,-2.348750114E1,3.426998205E1
1.117891005E1,-2.346249962E1,8.562500000E0,-2.343750000E1,3.425086424E1
1.118891005E1,-2.361250114E1,8.175000191E0,-2.339999962E1,3.423362120E1
1.119891005E1,-2.371249962E1,7.762500286E0,-2.351250076E1,3.428376789E1
1.120891005E1,-2.382500076E1,7.325000286E0,-2.352499962E1,3.427407034E1
1.121891005E1,-2.396249962E1,6.925000191E0,-2.351250076E1,3.427819581E1
1.122891005E1,-2.405000114E1,6.599999905E0,-2.348750114E1,3.425821454E1
1.123891005E1,-2.416250038E1,6.312500000E0,-2.342500114E1,3.424039660E1
1.124891005E1,-2.426250076E1,6.000000000E0,-2.335000038E1,3.420367613E1
1.125891005E1,-2.435000038E1,5.700000286E0,-2.333749962E1,3.420601424E1
1.126891005E1,-2.445000076E1,5.512500286E0,-2.337500000E1,3.427215811E1
1.127891005E1,-2.453750038E1,5.450000286E0,-2.332500076E1,3.429062683E1
1.128891005E1,-2.461250114E1,5.425000191E0,-2.325000000E1,3.428947856E1
1.129891005E1,-2.462500000E1,5.375000000E0,-2.323750114E1,3.428210480E1
1.130891005E1,-2.467500114E1,5.300000191E0,-2.328750038E1,3.434025855E1
1.131891005E1,-2.470000076E1,5.250000000E0,-2.338750076E1,3.441842137E1
1.132891005E1,-2.468750000E1,5.300000191E0,-2.352499962E1,3.451069784E1
1.133891005E1,-2.467500114E1,5.412499905E0,-2.360000038E1,3.457037539E1
1.134891005E1,-2.466250038E1,5.562500000E0,-2.352499962E1,3.453412716E1
1.135891005E1,-2.464999962E1,5.637500286E0,-2.342500114E1,3.446932795E1
1.136891005E1,-2.466250038E1,5.724999905E0,-2.338750076E1,3.446722706E1
1.137891005E1,-2.464999962E1,5.862500191E0,-2.338750076E1,3.448139472E1
1.138891005E1,-2.462500000E1,6.025000095E0,-2.337500000E1,3.448306651E1
1.139891005E1,-2.458749962E1,6.224999905E0,-2.322500038E1,3.439035336E1
1.140891005E1,-2.453750038E1,6.387500286E0,-2.303750038E1,3.425807217E1
1.141891005E1,-2.446249962E1,6.487500191E0,-2.292500114E1,3.414758006E1
1.142891005E1,-2.436250114E1,6.537499905E0,-2.296249962E1,3.411080116E1
1.143891005E1,-2.428750038E1,6.599999905E0,-2.311250114E1,3.417060700E1
1.144891005E1,-2.423750114E1,6.650000095E0,-2.325000000E1,3.423801196E1
1.145891005E1,-2.421249962E1,6.724999905E0,-2.326250076E1,3.424346220E1
1.146891005E1,-2.420000076E1,6.775000095E0,-2.326250076E1,3.424448284E1
1.147891005E1,-2.420000076E1,6.800000191E0,-2.330000114E1,3.427491930E1
1.148891005E1,-2.423750114E1,6.849999905E0,-2.339999962E1,3.437933889E1
1.149891005E1,-2.426250076E1,6.925000191E0,-2.351250076E1,3.448858163E1
1.150891005E1,-2.427499962E1,6.987500191E0,-2.351250076E1,3.450997620E1
1.151891005E1,-2.431250000E1,7.025000095E0,-2.350000000E1,3.453546413E1
1.152891005E1,-2.432500076E1,7.075000286E0,-2.337500000E1,3.446957958E1
1.153891005E1,-2.432500076E1,7.162499905E0,-2.326250076E1,3.441149530E1
1.154891005E1,-2.431250000E1,7.200000286E0,-2.325000000E1,3.440203715E1
1.155891005E1,-2.427499962E1,7.175000191E0,-2.322500038E1,3.435341143E1
1.156891005E1,-2.421249962E1,7.175000191E0,-2.307500076E1,3.420791466E1
1.157891005E1,-2.420000076E1,7.212500095E0,-2.293750000E1,3.411435330E1
1.158891005E1,-2.417500114E1,7.237500191E0,-2.285000038E1,3.404312863E1
1.159891005E1,-2.407500076E1,7.262500286E0,-2.272500038E1,3.389358663E1
1.160891005E1,-2.401250076E1,7.250000000E0,-2.272500038E1,3.384654096E1
1.161891005E1,-2.396249962E1,7.237500191E0,-2.273750114E1,3.381681173E1
1.162891005E1,-2.389999962E1,7.237500191E0,-2.266250038E1,3.372210424E1
1.163891005E1,-2.389999962E1,7.275000095E0,-2.271249962E1,3.376378603E1
1.164891005E1,-2.389999962E1,7.300000191E0,-2.282500076E1,3.384495006E1
1.165891005E1,-2.389999962E1,7.275000095E0,-2.283749962E1,3.384799842E1
1.166891005E1,-2.393750000E1,7.250000000E0,-2.292500114E1,3.392819010E1
1.167891005E1,-2.400000000E1,7.237500191E0,-2.301250076E1,3.402876137E1
1.168891005E1,-2.401250076E1,7.275000095E0,-2.306250000E1,3.407938857E1
1.169891005E1,-2.403750038E1,7.275000095E0,-2.312500000E1,3.413931276E1
1.170891005E1,-2.411250114E1,7.275000095E0,-2.327499962E1,3.429378872E1
1.171891005E1,-2.408749962E1,7.275000095E0,-2.327499962E1,3.427621437E1
1.172891005E1,-2.407500076E1,7.287499905E0,-2.320000076E1,3.421919567E1
1.173891005E1,-2.411250114E1,7.300000191E0,-2.325000000E1,3.428214133E1
1.174891005E1,-2.407500076E1,7.349999905E0,-2.322500038E1,3.424950807E1
1.175891005E1,-2.401250076E1,7.425000191E0,-2.320000076E1,3.420483674E1
1.176891005E1,-2.400000000E1,7.474999905E0,-2.328750038E1,3.426635810E1
1.177891005E1,-2.393750000E1,7.500000000E0,-2.337500000E1,3.428767317E1
1.178891005E1,-2.387500000E1,7.599999905E0,-2.333749962E1,3.424053901E1
1.179891005E1,-2.386250114E1,7.687500000E0,-2.327499962E1,3.420880332E1
1.180891005E1,-2.386250114E1,7.762500286E0,-2.330000114E1,3.424274266E1
1.181891005E1,-2.383749962E1,7.812500000E0,-2.331250000E1,3.424520697E1
1.182891005E1,-2.381250000E1,7.837500095E0,-2.341250038E1,3.430170168E1
1.183891005E1,-2.380000114E1,7.862500191E0,-2.348750114E1,3.434998797E1
1.184891005E1,-2.377499962E1,7.887500286E0,-2.341250038E1,3.428714689E1
1.185891005E1,-2.376250076E1,7.912499905E0,-2.332500076E1,3.422454905E1
1.186891005E1,-2.375000000E1,7.925000191E0,-2.328750038E1,3.419321281E1
1.187891005E1,-2.381250000E1,7.937500000E0,-2.337500000E1,3.429912080E1
1.188891005E1,-2.381250000E1,7.962500095E0,-2.346249962E1,3.436459591E1
1.189891005E1,-2.378750038E1,8.012499809E0,-2.338750076E1,3.430773265E1
1.190891005E1,-2.377499962E1,8.062500000E0,-2.328750038E1,3.424269538E1
1.191891005E1,-2.378750038E1,8.112500191E0,-2.320000076E1,3.420376981E1
1.192891005E1,-2.382500076E1,8.150000572E0,-2.316250038E1,3.421336865E1
1.193891005E1,-2.387500000E1,8.212500572E0,-2.311250114E1,3.422935144E1
1.194891005E1,-2.389999962E1,8.237500191E0,-2.305000114E1,3.421065541E1
1.195891005E1,-2.383749962E1,8.250000000E0,-2.297500038E1,3.411948901E1
1.196891005E1,-2.378750038E1,8.275000572E0,-2.292500114E1,3.405695944E1
1.197891005E1,-2.377499962E1,8.275000572E0,-2.291250038E1,3.403981368E1
1.198891005E1,-2.381250000E1,8.275000572E0,-2.292500114E1,3.407442543E1
1.199891005E1,-2.381250000E1,8.212500572E0,-2.300000000E1,3.410982735E1
1.200891005E1,-2.375000000E1,8.175000191E0,-2.302499962E1,3.407409185E1
1.201891005E1,-2.371249962E1,8.137499809E0,-2.305000114E1,3.405589661E1
1.202891005E1,-2.371249962E1,8.112500191E0,-2.312500000E1,3.410074666E1
1.203891005E1,-2.372500038E1,8.112500191E0,-2.311250114E1,3.410096790E1
1.204891005E1,-2.377499962E1,8.112500191E0,-2.308749962E1,3.411884970E1
1.205891005E1,-2.381250000E1,8.137499809E0,-2.311250114E1,3.416784700E1
1.206891005E1,-2.380000114E1,8.137499809E0,-2.307500076E1,3.413377532E1
1.207891005E1,-2.385000038E1,8.150000572E0,-2.297500038E1,3.410418845E1
1.208891005E1,-2.388750076E1,8.150000572E0,-2.301250076E1,3.415567879E1
1.209891005E1,-2.387500000E1,8.175000191E0,-2.307500076E1,3.419505686E1
1.210891005E1,-2.386250114E1,8.212500572E0,-2.307500076E1,3.419531820E1
1.211891005E1,-2.383749962E1,8.187500000E0,-2.308749962E1,3.418031865E1
1.212891005E1,-2.378750038E1,8.162500381E0,-2.312500000E1,3.416485346E1
1.213891005E1,-2.373750114E1,8.125000000E0,-2.321249962E1,3.418047285E1
1.214891005E1,-2.372500038E1,8.100000381E0,-2.332500076E1,3.424239054E1
1.215891005E1,-2.367500114E1,8.125000000E0,-2.338750076E1,3.425633512E1
1.216891005E1,-2.363750076E1,8.137499809E0,-2.337500000E1,3.422485895E1
1.217891005E1,-2.367500114E1,8.125000000E0,-2.336250114E1,3.423927225E1
1.218891005E1,-2.368750000E1,8.137499809E0,-2.335000038E1,3.424235794E1
1.219891005E1,-2.370000076E1,8.162500381E0,-2.341250038E1,3.429958634E1
1.220891005E1,-2.370000076E1,8.237500191E0,-2.346249962E1,3.435164238E1
1.221891005E1,-2.371249962E1,8.275000572E0,-2.339999962E1,3.432664060E1
1.222891005E1,-2.370000076E1,8.275000572E0,-2.326250076E1,3.422440083E1
1.223891005E1,-2.370000076E1,8.287500381E0,-2.320000076E1,3.418497819E1
1.224891005E1,-2.373750114E1,8.312500000E0,-2.323750114E1,3.424248934E1
1.225891005E1,-2.372500038E1,8.350000381E0,-2.323750114E1,3.424294977E1
1.226891005E1,-2.372500038E1,8.362500191E0,-2.321249962E1,3.422904017E1
1.227891005E1,-2.375000000E1,8.350000381E0,-2.308749962E1,3.415871258E1
1.228891005E1,-2.376250076E1,8.312500000E0,-2.296249962E1,3.407389745E1
1.229891005E1,-2.373750114E1,8.300000191E0,-2.298750114E1,3.407028284E1
1.230891005E1,-2.373750114E1,8.337500572E0,-2.308749962E1,3.414696934E1
1.231891005E1,-2.373750114E1,8.350000381E0,-2.320000076E1,3.422618153E1
1.232891005E1,-2.370000076E1,8.362500191E0,-2.313750076E1,3.416087509E1
1.233891005E1,-2.368750000E1,8.337500572E0,-2.311250114E1,3.412915588E1
1.234891005E1,-2.364999962E1,8.324999809E0,-2.320000076E1,3.415945168E1
1.235891005E1,-2.357500076E1,8.324999809E0,-2.326250076E1,3.415011310E1
1.236891005E1,-2.352499962E1,8.337500572E0,-2.330000114E1,3.414424660E1
1.237891005E1,-2.350000000E1,8.400000572E0,-2.322500038E1,3.409121078E1
1.238891005E1,-2.348750114E1,8.449999809E0,-2.316250038E1,3.405241006E1
1.239891005E1,-2.350000000E1,8.462500572E0,-2.316250038E1,3.406413568E1
1.240891005E1,-2.347500038E1,8.462500572E0,-2.320000076E1,3.407241691E1
1.241891005E1,-2.346249962E1,8.512499809E0,-2.327499962E1,3.412736656E1
1.242891005E1,-2.351250076E1,8.562500000E0,-2.338750076E1,3.425097503E1
1.243891005E1,-2.356250000E1,8.612500191E0,-2.345000076E1,3.434048779E1
1.244891005E1,-2.362500000E1,8.675000191E0,-2.348750114E1,3.442468538E1
1.245891005E1,-2.368750000E1,8.675000191E0,-2.355000114E1,3.451022803E1
1.246891005E1,-2.376250076E1,8.675000191E0,-2.358749962E1,3.458731283E1
1.247891005E1,-2.380000114E1,8.712500572E0,-2.353750038E1,3.458846115E1
1.248891005E1,-2.386250114E1,8.737500191E0,-2.355000114E1,3.464629020E1
1.249891005E1,-2.391250038E1,8.712500572E0,-2.348750114E1,3.463203792E1
1.250891005E1,-2.387500000E1,8.687500000E0,-2.339999962E1,3.454053073E1
1.251891005E1,-2.388750076E1,8.675000191E0,-2.333749962E1,3.450372747E1
1.252891005E1,-2.395000076E1,8.612500191E0,-2.335000038E1,3.453983517E1
1.253891005E1,-2.396249962E1,8.562500000E0,-2.341250038E1,3.457835983E1
1.254891005E1,-2.391250038E1,8.562500000E0,-2.348750114E1,3.459460638E1
1.255891005E1,-2.388750076E1,8.537500381E0,-2.358749962E1,3.463916488E1
1.256891005E1,-2.388750076E1,8.487500191E0,-2.370000076E1,3.470360771E1
1.257891005E1,-2.386250114E1,8.475000381E0,-2.372500038E1,3.470043567E1
1.258891005E1,-2.386250114E1,8.475000381E0,-2.366250038E1,3.465773386E1
1.259891005E1,-2.385000038E1,8.437500000E0,-2.364999962E1,3.463143668E1
1.260891005E1,-2.380000114E1,8.449999809E0,-2.360000038E1,3.456591629E1
1.261891005E1,-2.378750038E1,8.475000381E0,-2.357500076E1,3.454636691E1
1.262891005E1,-2.378750038E1,8.475000381E0,-2.361250114E1,3.457196865E1
1.263891005E1,-2.372500038E1,8.475000381E0,-2.357500076E1,3.450336122E1
1.264891005E1,-2.363750076E1,8.537500381E0,-2.342500114E1,3.435623719E1
1.265891005E1,-2.357500076E1,8.562500000E0,-2.335000038E1,3.426834669E1
1.266891005E1,-2.355000114E1,8.574999809E0,-2.338750076E1,3.427985367E1
1.267891005E1,-2.355000114E1,8.574999809E0,-2.341250038E1,3.429691458E1
1.268891005E1,-2.353750038E1,8.574999809E0,-2.343750000E1,3.430540704E1
1.269891005E1,-2.351250076E1,8.612500191E0,-2.331250000E1,3.421235899E1
1.270891005E1,-2.350000000E1,8.612500191E0,-2.314999962E1,3.409321988E1
1.271891005E1,-2.356250000E1,8.574999809E0,-2.308749962E1,3.408452239E1
1.272891005E1,-2.364999962E1,8.587500572E0,-2.306250000E1,3.413131340E1
1.273891005E1,-2.370000076E1,8.562500000E0,-2.303750038E1,3.414283038E1
1.274891005E1,-2.370000076E1,8.525000572E0,-2.292500114E1,3.405761807E1
1.275891005E1,-2.371249962E1,8.537500381E0,-2.286250114E1,3.402742290E1
1.276891005E1,-2.371249962E1,8.500000000E0,-2.291250038E1,3.405165652E1
1.277891005E1,-2.373750114E1,8.449999809E0,-2.302499962E1,3.413241956E1
1.278891005E1,-2.376250076E1,8.449999809E0,-2.307500076E1,3.418354282E1
1.279891005E1,-2.375000000E1,8.462500572E0,-2.308749962E1,3.418638698E1
1.280891005E1,-2.373750114E1,8.425000191E0,-2.318750000E1,3.423608834E1
1.281891005E1,-2.377499962E1,8.400000572E0,-2.326250076E1,3.430677132E1
1.282891005E1,-2.380000114E1,8.425000191E0,-2.337500000E1,3.440655908E1
1.283891005E1,-2.378750038E1,8.449999809E0,-2.350000000E1,3.448909496E1
1.284891005E1,-2.373750114E1,8.462500572E0,-2.346249962E1,3.443213274E1
1.285891005E1,-2.367500114E1,8.487500191E0,-2.335000038E1,3.431859345E1
1.286891005E1,-2.362500000E1,8.487500191E0,-2.331250000E1,3.425858930E1
1.287891005E1,-2.361250114E1,8.462500572E0,-2.330000114E1,3.423527683E1
1.288891005E1,-2.360000038E1,8.487500191E0,-2.318750000E1,3.415637325E1
1.289891005E1,-2.356250000E1,8.525000572E0,-2.317500114E1,3.413133046E1
1.290891005E1,-2.355000114E1,8.512499809E0,-2.320000076E1,3.413656752E1
1.291891005E1,-2.355000114E1,8.512499809E0,-2.321249962E1,3.414506327E1
1.292891005E1,-2.358749962E1,8.525000572E0,-2.326250076E1,3.420803582E1
1.293891005E1,-2.364999962E1,8.525000572E0,-2.328750038E1,3.426814542E1
1.294891005E1,-2.371249962E1,8.537500381E0,-2.328750038E1,3.431441716E1
1.295891005E1,-2.373750114E1,8.574999809E0,-2.330000114E1,3.434952162E1
1.296891005E1,-2.372500038E1,8.600000381E0,-2.331250000E1,3.435561535E1
1.297891005E1,-2.372500038E1,8.625000000E0,-2.317500114E1,3.426874591E1
1.298891005E1,-2.375000000E1,8.637499809E0,-2.297500038E1,3.415434885E1
1.299891005E1,-2.371249962E1,8.587500572E0,-2.288750076E1,3.405679808E1
1.300891005E1,-2.367500114E1,8.550000191E0,-2.287500000E1,3.401284768E1
1.301891005E1,-2.362500000E1,8.512499809E0,-2.297500038E1,3.403606794E1
1.302891005E1,-2.358749962E1,8.487500191E0,-2.301250076E1,3.402914911E1
1.303891005E1,-2.357500076E1,8.512499809E0,-2.303750038E1,3.404364460E1
1.304891005E1,-2.360000038E1,8.487500191E0,-2.310000038E1,3.409703352E1
1.305891005E1,-2.364999962E1,8.462500572E0,-2.330000114E1,3.426115076E1
1.306891005E1,-2.363750076E1,8.449999809E0,-2.346249962E1,3.436019248E1
1.307891005E1,-2.364999962E1,8.487500191E0,-2.347500038E1,3.438656401E1
1.308891005E1,-2.371249962E1,8.525000572E0,-2.347500038E1,3.443884313E1
1.309891005E1,-2.375000000E1,8.525000572E0,-2.335000038E1,3.437965463E1
1.310891005E1,-2.376250076E1,8.550000191E0,-2.326250076E1,3.433515527E1
1.311891005E1,-2.380000114E1,8.525000572E0,-2.335000038E1,3.441421519E1
1.312891005E1,-2.380000114E1,8.512499809E0,-2.343750000E1,3.447055430E1
1.313891005E1,-2.377499962E1,8.500000000E0,-2.338750076E1,3.441621418E1
1.314891005E1,-2.376250076E1,8.487500191E0,-2.335000038E1,3.437901424E1
1.315891005E1,-2.380000114E1,8.487500191E0,-2.328750038E1,3.436255794E1
1.316891005E1,-2.377499962E1,8.500000000E0,-2.317500114E1,3.427216487E1
1.317891005E1,-2.375000000E1,8.537500381E0,-2.317500114E1,3.426415169E1
1.318891005E1,-2.376250076E1,8.525000572E0,-2.318750000E1,3.427815972E1
1.319891005E1,-2.377499962E1,8.487500191E0,-2.308749962E1,3.420995330E1
1.320891005E1,-2.380000114E1,8.500000000E0,-2.298750114E1,3.416306870E1
1.321891005E1,-2.381250000E1,8.475000381E0,-2.295000076E1,3.414034743E1
1.322891005E1,-2.381250000E1,8.462500572E0,-2.300000000E1,3.417088047E1
1.323891005E1,-2.376250076E1,8.462500572E0,-2.310000038E1,3.420351409E1
1.324891005E1,-2.373750114E1,8.462500572E0,-2.311250114E1,3.419459878E1
1.325891005E1,-2.373750114E1,8.462500572E0,-2.314999962E1,3.421995556E1
1.326891005E1,-2.371249962E1,8.487500191E0,-2.318750000E1,3.423420006E1
1.327891005E1,-2.364999962E1,8.512499809E0,-2.321249962E1,3.421410928E1
1.328891005E1,-2.361250114E1,8.525000572E0,-2.316250038E1,3.415738967E1
1.329891005E1,-2.362500000E1,8.550000191E0,-2.311250114E1,3.413840707E1
1.330891005E1,-2.366250038E1,8.574999809E0,-2.314999962E1,3.419600895E1
1.331891005E1,-2.367500114E1,8.550000191E0,-2.321249962E1,3.424074066E1
1.332891005E1,-2.368750000E1,8.512499809E0,-2.338750076E1,3.435892171E1
1.333891005E1,-2.368750000E1,8.449999809E0,-2.351250076E1,3.442873575E1
1.334891005E1,-2.368750000E1,8.412500381E0,-2.351250076E1,3.441955129E1
1.335891005E1,-2.370000076E1,8.412500381E0,-2.345000076E1,3.438550181E1
1.336891005E1,-2.372500038E1,8.437500000E0,-2.347500038E1,3.442590147E1
1.337891005E1,-2.372500038E1,8.449999809E0,-2.360000038E1,3.451431816E1
1.338891005E1,-2.368750000E1,8.449999809E0,-2.362500000E1,3.450566298E1
1.339891005E1,-2.370000076E1,8.487500191E0,-2.356250000E1,3.448070623E1
1.340891005E1,-2.373750114E1,8.487500191E0,-2.346249962E1,3.443828550E1
1.341891005E1,-2.373750114E1,8.537500381E0,-2.338750076E1,3.439960850E1
1.342891005E1,-2.375000000E1,8.587500572E0,-2.343750000E1,3.445466692E1
