"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.424891005E1,1.751250076E1,-4.550000191E0,-2.703750038E1,3.253331541E1
3.425891005E1,1.755000114E1,-4.537499905E0,-2.700000000E1,3.252063108E1
3.426891005E1,1.755000114E1,-4.525000095E0,-2.701250076E1,3.252926934E1
3.427891005E1,1.753750038E1,-4.487500191E0,-2.716250038E1,3.264204351E1
3.428891005E1,1.752499962E1,-4.487500191E0,-2.727499962E1,3.272902189E1
3.429891005E1,1.747500038E1,-4.500000000E0,-2.736250114E1,3.277700577E1
3.430891005E1,1.751250076E1,-4.512500286E0,-2.735000038E1,3.278830375E1
3.431891005E1,1.755000114E1,-4.525000095E0,-2.726250076E1,3.273716716E1
3.432891005E1,1.755000114E1,-4.537499905E0,-2.725000000E1,3.272848829E1
3.433891005E1,1.755000114E1,-4.537499905E0,-2.727499962E1,3.274930610E1
3.434891005E1,1.756250000E1,-4.562500000E0,-2.722500038E1,3.271786146E1
3.435891005E1,1.758749962E1,-4.612500191E0,-2.712500000E1,3.265518222E1
3.436891005E1,1.762500000E1,-4.650000095E0,-2.700000000E1,3.257703372E1
3.437891005E1,1.768750000E1,-4.687500000E0,-2.695000076E1,3.257488072E1
3.438891005E1,1.766250038E1,-4.700000286E0,-2.698750114E1,3.259415807E1
3.439891005E1,1.762500000E1,-4.662499905E0,-2.703750038E1,3.260990581E1
3.440891005E1,1.762500000E1,-4.662499905E0,-2.714999962E1,3.270324158E1
3.441891005E1,1.764999962E1,-4.687500000E0,-2.718750000E1,3.275141675E1
3.442891005E1,1.764999962E1,-4.662499905E0,-2.716250038E1,3.272709610E1
3.443891005E1,1.761250114E1,-4.625000000E0,-2.718750000E1,3.272233148E1
3.444891005E1,1.758749962E1,-4.587500095E0,-2.726250076E1,3.276597699E1
3.445891005E1,1.756250000E1,-4.537499905E0,-2.726250076E1,3.274559909E1
3.446891005E1,1.755000114E1,-4.525000095E0,-2.727499962E1,3.274757655E1
3.447891005E1,1.756250000E1,-4.537499905E0,-2.725000000E1,3.273519225E1
3.448891005E1,1.756250000E1,-4.537499905E0,-2.713750076E1,3.264160320E1
3.449891005E1,1.755000114E1,-4.525000095E0,-2.716250038E1,3.265393687E1
3.450891005E1,1.755000114E1,-4.537499905E0,-2.728750038E1,3.275971799E1
3.451891005E1,1.755000114E1,-4.562500000E0,-2.731250000E1,3.278401444E1
3.452891005E1,1.755000114E1,-4.575000286E0,-2.735000038E1,3.281700304E1
3.453891005E1,1.755000114E1,-4.612500191E0,-2.741250038E1,3.287434981E1
3.454891005E1,1.757500076E1,-4.625000000E0,-2.735000038E1,3.283738415E1
3.455891005E1,1.756250000E1,-4.637500286E0,-2.745000076E1,3.291580710E1
3.456891005E1,1.752499962E1,-4.637500286E0,-2.747500038E1,3.291667763E1
3.457891005E1,1.747500038E1,-4.625000000E0,-2.736250114E1,3.279440093E1
3.458891005E1,1.745000076E1,-4.612500191E0,-2.731250000E1,3.273759828E1
3.459891005E1,1.746249962E1,-4.587500095E0,-2.738750076E1,3.280334203E1
3.460891005E1,1.747500038E1,-4.587500095E0,-2.743750000E1,3.285174579E1
3.461891005E1,1.746249962E1,-4.575000286E0,-2.732500076E1,3.274943033E1
3.462891005E1,1.742500114E1,-4.562500000E0,-2.726250076E1,3.267554160E1
3.463891005E1,1.741250038E1,-4.525000095E0,-2.713750076E1,3.255940330E1
3.464891005E1,1.743750000E1,-4.512500286E0,-2.707500076E1,3.251899032E1
3.465891005E1,1.747500038E1,-4.512500286E0,-2.714999962E1,3.260154561E1
3.466891005E1,1.750000000E1,-4.525000095E0,-2.718750000E1,3.264790624E1
3.467891005E1,1.746249962E1,-4.537499905E0,-2.713750076E1,3.258790797E1
3.468891005E1,1.741250038E1,-4.500000000E0,-2.710000038E1,3.252468586E1
3.469891005E1,1.741250038E1,-4.437500000E0,-2.721249962E1,3.260991738E1
3.470891005E1,1.742500114E1,-4.450000286E0,-2.736250114E1,3.274354343E1
3.471891005E1,1.745000076E1,-4.462500095E0,-2.743750000E1,3.282122545E1
3.472891005E1,1.745000076E1,-4.412499905E0,-2.751250076E1,3.287720153E1
3.473891005E1,1.746249962E1,-4.400000095E0,-2.745000076E1,3.282988632E1
3.474891005E1,1.748750114E1,-4.425000191E0,-2.736250114E1,3.277346170E1
3.475891005E1,1.753750038E1,-4.425000191E0,-2.733749962E1,3.277931408E1
3.476891005E1,1.758749962E1,-4.462500095E0,-2.735000038E1,3.282158696E1
3.477891005E1,1.762500000E1,-4.512500286E0,-2.735000038E1,3.284852820E1
3.478891005E1,1.762500000E1,-4.512500286E0,-2.725000000E1,3.276531373E1
3.479891005E1,1.764999962E1,-4.537499905E0,-2.722500038E1,3.276144132E1
3.480891005E1,1.768750000E1,-4.599999905E0,-2.727499962E1,3.283189394E1
3.481891005E1,1.768750000E1,-4.625000000E0,-2.735000038E1,3.289773248E1
3.482891005E1,1.768750000E1,-4.599999905E0,-2.739999962E1,3.293581082E1
3.483891005E1,1.771249962E1,-4.599999905E0,-2.737500000E1,3.292845679E1
3.484891005E1,1.771249962E1,-4.587500095E0,-2.737500000E1,3.292671294E1
3.485891005E1,1.767500114E1,-4.587500095E0,-2.743750000E1,3.295856837E1
3.486891005E1,1.766250038E1,-4.625000000E0,-2.756250000E1,3.306124545E1
3.487891005E1,1.767500114E1,-4.637500286E0,-2.757500076E1,3.308009585E1
3.488891005E1,1.766250038E1,-4.625000000E0,-2.755000114E1,3.305082613E1
3.489891005E1,1.764999962E1,-4.637500286E0,-2.748750114E1,3.299381176E1
3.490891005E1,1.763750076E1,-4.650000095E0,-2.745000076E1,3.295764670E1
3.491891005E1,1.762500000E1,-4.687500000E0,-2.745000076E1,3.295627138E1
3.492891005E1,1.764999962E1,-4.700000286E0,-2.737500000E1,3.290901266E1
3.493891005E1,1.770000076E1,-4.700000286E0,-2.728750038E1,3.286316641E1
3.494891005E1,1.772500038E1,-4.675000191E0,-2.725000000E1,3.284195130E1
3.495891005E1,1.771249962E1,-4.650000095E0,-2.723750114E1,3.282128292E1
3.496891005E1,1.768750000E1,-4.650000095E0,-2.718750000E1,3.276629844E1
3.497891005E1,1.770000076E1,-4.650000095E0,-2.725000000E1,3.282491474E1
3.498891005E1,1.770000076E1,-4.662499905E0,-2.733749962E1,3.289935893E1
3.499891005E1,1.772500038E1,-4.650000095E0,-2.746249962E1,3.301495153E1
3.500891005E1,1.770000076E1,-4.637500286E0,-2.762500000E1,3.313513333E1
3.501891005E1,1.767500114E1,-4.587500095E0,-2.757500076E1,3.307312337E1
3.502891005E1,1.766250038E1,-4.550000191E0,-2.750000000E1,3.299873363E1
3.503891005E1,1.763750076E1,-4.537499905E0,-2.748750114E1,3.297321728E1
3.504891005E1,1.764999962E1,-4.550000191E0,-2.757500076E1,3.305458600E1
3.505891005E1,1.762500000E1,-4.550000191E0,-2.760000038E1,3.306211046E1
3.506891005E1,1.758749962E1,-4.525000095E0,-2.756250000E1,3.300738061E1
3.507891005E1,1.755000114E1,-4.512500286E0,-2.755000114E1,3.297525985E1
3.508891005E1,1.753750038E1,-4.525000095E0,-2.751250076E1,3.293899276E1
3.509891005E1,1.753750038E1,-4.575000286E0,-2.766250038E1,3.307126358E1
3.510891005E1,1.752499962E1,-4.612500191E0,-2.773750114E1,3.313260840E1
3.511891005E1,1.751250076E1,-4.612500191E0,-2.764999962E1,3.305276569E1
3.512891005E1,1.751250076E1,-4.612500191E0,-2.755000114E1,3.296915838E1
3.513891005E1,1.753750038E1,-4.650000095E0,-2.748750114E1,3.293553005E1
3.514891005E1,1.756250000E1,-4.662499905E0,-2.750000000E1,3.296104233E1
3.515891005E1,1.758749962E1,-4.637500286E0,-2.755000114E1,3.301255996E1
3.516891005E1,1.758749962E1,-4.612500191E0,-2.756250000E1,3.301948981E1
3.517891005E1,1.761250114E1,-4.575000286E0,-2.745000076E1,3.293377242E1
3.518891005E1,1.764999962E1,-4.575000286E0,-2.743750000E1,3.294342909E1
3.519891005E1,1.767500114E1,-4.612500191E0,-2.758749962E1,3.308702100E1
3.520891005E1,1.768750000E1,-4.575000286E0,-2.762500000E1,3.311976614E1
3.521891005E1,1.770000076E1,-4.525000095E0,-2.762500000E1,3.311957545E1
3.522891005E1,1.775000000E1,-4.537499905E0,-2.760000038E1,3.312720070E1
3.523891005E1,1.776250076E1,-4.562500000E0,-2.738750076E1,3.296055275E1
3.524891005E1,1.776250076E1,-4.587500095E0,-2.722500038E1,3.282913700E1
3.525891005E1,1.773750114E1,-4.587500095E0,-2.716250038E1,3.276378383E1
3.526891005E1,1.770000076E1,-4.575000286E0,-2.706250000E1,3.265883588E1
3.527891005E1,1.764999962E1,-4.599999905E0,-2.702499962E1,3.260418823E1
3.528891005E1,1.758749962E1,-4.637500286E0,-2.710000038E1,3.263796214E1
3.529891005E1,1.755000114E1,-4.637500286E0,-2.720000076E1,3.270090198E1
3.530891005E1,1.750000000E1,-4.587500095E0,-2.726250076E1,3.271909389E1
3.531891005E1,1.745000076E1,-4.562500000E0,-2.748750114E1,3.287676462E1
3.532891005E1,1.741250038E1,-4.537499905E0,-2.766250038E1,3.299996973E1
3.533891005E1,1.741250038E1,-4.562500000E0,-2.771249962E1,3.304533569E1
3.534891005E1,1.741250038E1,-4.575000286E0,-2.768750000E1,3.302610261E1
3.535891005E1,1.742500114E1,-4.525000095E0,-2.755000114E1,3.291061916E1
3.536891005E1,1.746249962E1,-4.512500286E0,-2.743750000E1,3.283470661E1
3.537891005E1,1.747500038E1,-4.537499905E0,-2.732500076E1,3.275088106E1
3.538891005E1,1.746249962E1,-4.562500000E0,-2.723750114E1,3.267471144E1
3.539891005E1,1.748750114E1,-4.537499905E0,-2.705000114E1,3.252851309E1
3.540891005E1,1.752499962E1,-4.550000191E0,-2.691250038E1,3.243625734E1
3.541891005E1,1.752499962E1,-4.550000191E0,-2.689999962E1,3.242588615E1
3.542891005E1,1.752499962E1,-4.550000191E0,-2.697500038E1,3.248813259E1
3.543891005E1,1.755000114E1,-4.562500000E0,-2.703750038E1,3.255526644E1
3.544891005E1,1.755000114E1,-4.562500000E0,-2.701250076E1,3.253450697E1
3.545891005E1,1.761250114E1,-4.550000191E0,-2.700000000E1,3.255614686E1
3.546891005E1,1.764999962E1,-4.537499905E0,-2.710000038E1,3.265763942E1
3.547891005E1,1.762500000E1,-4.562500000E0,-2.718750000E1,3.272028709E1
3.548891005E1,1.766250038E1,-4.575000286E0,-2.726250076E1,3.280454992E1
3.549891005E1,1.772500038E1,-4.587500095E0,-2.728750038E1,3.286074364E1
3.550891005E1,1.776250076E1,-4.587500095E0,-2.722500038E1,3.282913700E1
3.551891005E1,1.776250076E1,-4.575000286E0,-2.728750038E1,3.287924479E1
3.552891005E1,1.775000000E1,-4.575000286E0,-2.741250038E1,3.297632946E1
3.553891005E1,1.767500114E1,-4.599999905E0,-2.752499962E1,3.303318435E1
3.554891005E1,1.761250114E1,-4.612500191E0,-2.746249962E1,3.294941942E1
3.555891005E1,1.755000114E1,-4.587500095E0,-2.741250038E1,3.287085144E1
3.556891005E1,1.747500038E1,-4.587500095E0,-2.738750076E1,3.280999838E1
3.557891005E1,1.741250038E1,-4.599999905E0,-2.736250114E1,3.275761953E1
3.558891005E1,1.736250114E1,-4.650000095E0,-2.743750000E1,3.280084379E1
3.559891005E1,1.735000038E1,-4.675000191E0,-2.736250114E1,3.273506696E1
3.560891005E1,1.732500076E1,-4.662499905E0,-2.721249962E1,3.259470344E1
3.561891005E1,1.735000038E1,-4.662499905E0,-2.710000038E1,3.251417290E1
3.562891005E1,1.743750000E1,-4.650000095E0,-2.705000114E1,3.251755632E1
3.563891005E1,1.750000000E1,-4.662499905E0,-2.708749962E1,3.258406882E1
3.564891005E1,1.756250000E1,-4.637500286E0,-2.717500114E1,3.268682460E1
3.565891005E1,1.757500076E1,-4.599999905E0,-2.714999962E1,3.266746287E1
3.566891005E1,1.757500076E1,-4.587500095E0,-2.707500076E1,3.260339668E1
3.567891005E1,1.757500076E1,-4.537499905E0,-2.713750076E1,3.264833081E1
3.568891005E1,1.756250000E1,-4.512500286E0,-2.714999962E1,3.264853051E1
3.569891005E1,1.757500076E1,-4.500000000E0,-2.713750076E1,3.264314016E1
3.570891005E1,1.760000038E1,-4.525000095E0,-2.720000076E1,3.271201126E1
3.571891005E1,1.758749962E1,-4.537499905E0,-2.716250038E1,3.267583932E1
3.572891005E1,1.755000114E1,-4.575000286E0,-2.712500000E1,3.262972254E1
3.573891005E1,1.753750038E1,-4.599999905E0,-2.721249962E1,3.269929746E1
3.574891005E1,1.756250000E1,-4.562500000E0,-2.728750038E1,3.276988693E1
3.575891005E1,1.756250000E1,-4.537499905E0,-2.727499962E1,3.275600580E1
3.576891005E1,1.757500076E1,-4.512500286E0,-2.723750114E1,3.272804270E1
3.577891005E1,1.755000114E1,-4.474999905E0,-2.723750114E1,3.270947314E1
3.578891005E1,1.751250076E1,-4.450000286E0,-2.718750000E1,3.264430030E1
3.579891005E1,1.752499962E1,-4.425000191E0,-2.712500000E1,3.259558043E1
3.580891005E1,1.756250000E1,-4.387500286E0,-2.702499962E1,3.252756015E1
3.581891005E1,1.758749962E1,-4.349999905E0,-2.695000076E1,3.247376146E1
3.582891005E1,1.757500076E1,-4.337500095E0,-2.689999962E1,3.242382671E1
3.583891005E1,1.761250114E1,-4.362500191E0,-2.695000076E1,3.248898499E1
3.584891005E1,1.766250038E1,-4.400000095E0,-2.700000000E1,3.256261538E1
3.585891005E1,1.768750000E1,-4.412499905E0,-2.692500114E1,3.251574231E1
3.586891005E1,1.766250038E1,-4.400000095E0,-2.691250038E1,3.249009999E1
3.587891005E1,1.766250038E1,-4.437500000E0,-2.701250076E1,3.257806814E1
3.588891005E1,1.767500114E1,-4.474999905E0,-2.708749962E1,3.265216570E1
3.589891005E1,1.767500114E1,-4.487500191E0,-2.707500076E1,3.264351375E1
3.590891005E1,1.766250038E1,-4.512500286E0,-2.711250114E1,3.267130694E1
3.591891005E1,1.766250038E1,-4.537499905E0,-2.714999962E1,3.270589097E1
3.592891005E1,1.764999962E1,-4.525000095E0,-2.730000114E1,3.282206841E1
3.593891005E1,1.761250114E1,-4.525000095E0,-2.742500114E1,3.290602544E1
3.594891005E1,1.761250114E1,-4.525000095E0,-2.748750114E1,3.295813316E1
3.595891005E1,1.757500076E1,-4.500000000E0,-2.745000076E1,3.290339183E1
3.596891005E1,1.755000114E1,-4.487500191E0,-2.737500000E1,3.282576462E1
3.597891005E1,1.756250000E1,-4.474999905E0,-2.741250038E1,3.286201770E1
3.598891005E1,1.758749962E1,-4.474999905E0,-2.745000076E1,3.290666055E1
3.599891005E1,1.755000114E1,-4.474999905E0,-2.737500000E1,3.282405809E1
3.600891005E1,1.750000000E1,-4.487500191E0,-2.722500038E1,3.267396982E1
3.601891005E1,1.751250076E1,-4.512500286E0,-2.718750000E1,3.265287886E1
3.602891005E1,1.751250076E1,-4.537499905E0,-2.717500114E1,3.264593812E1
3.603891005E1,1.752499962E1,-4.575000286E0,-2.727499962E1,3.274113381E1
3.604891005E1,1.751250076E1,-4.612500191E0,-2.737500000E1,3.282306302E1
3.605891005E1,1.745000076E1,-4.637500286E0,-2.735000038E1,3.277241914E1
3.606891005E1,1.742500114E1,-4.650000095E0,-2.727499962E1,3.269829919E1
3.607891005E1,1.742500114E1,-4.650000095E0,-2.721249962E1,3.264618356E1
3.608891005E1,1.746249962E1,-4.675000191E0,-2.731250000E1,3.275312467E1
3.609891005E1,1.747500038E1,-4.687500000E0,-2.733749962E1,3.278242181E1
3.610891005E1,1.747500038E1,-4.687500000E0,-2.722500038E1,3.268866685E1
3.611891005E1,1.748750114E1,-4.662499905E0,-2.714999962E1,3.262934386E1
3.612891005E1,1.750000000E1,-4.650000095E0,-2.716250038E1,3.264466155E1
3.613891005E1,1.755000114E1,-4.650000095E0,-2.718750000E1,3.269228039E1
3.614891005E1,1.758749962E1,-4.625000000E0,-2.718750000E1,3.270888143E1
3.615891005E1,1.761250114E1,-4.599999905E0,-2.722500038E1,3.274997468E1
3.616891005E1,1.757500076E1,-4.562500000E0,-2.713750076E1,3.265181474E1
3.617891005E1,1.748750114E1,-4.500000000E0,-2.714999962E1,3.260652045E1
3.618891005E1,1.748750114E1,-4.474999905E0,-2.726250076E1,3.269682352E1
3.619891005E1,1.751250076E1,-4.474999905E0,-2.721249962E1,3.266853903E1
3.620891005E1,1.757500076E1,-4.474999905E0,-2.706250000E1,3.257737224E1
3.621891005E1,1.761250114E1,-4.474999905E0,-2.697500038E1,3.252501293E1
3.622891005E1,1.757500076E1,-4.474999905E0,-2.697500038E1,3.250472153E1
3.623891005E1,1.752499962E1,-4.500000000E0,-2.701250076E1,3.251231781E1
3.624891005E1,1.752499962E1,-4.562500000E0,-2.706250000E1,3.256256937E1
3.625891005E1,1.757500076E1,-4.587500095E0,-2.695000076E1,3.249966692E1
3.626891005E1,1.761250114E1,-4.575000286E0,-2.687500000E1,3.245606953E1
3.627891005E1,1.760000038E1,-4.575000286E0,-2.692500114E1,3.249071141E1
3.628891005E1,1.756250000E1,-4.587500095E0,-2.706250000E1,3.258627732E1
3.629891005E1,1.753750038E1,-4.599999905E0,-2.721249962E1,3.269929746E1
3.630891005E1,1.755000114E1,-4.612500191E0,-2.726250076E1,3.274937627E1
3.631891005E1,1.761250114E1,-4.587500095E0,-2.718750000E1,3.271705228E1
3.632891005E1,1.764999962E1,-4.550000191E0,-2.714999962E1,3.270087870E1
3.633891005E1,1.764999962E1,-4.587500095E0,-2.736250114E1,3.288273274E1
3.634891005E1,1.755000114E1,-4.650000095E0,-2.755000114E1,3.299435716E1
3.635891005E1,1.751250076E1,-4.712500095E0,-2.756250000E1,3.299373799E1
3.636891005E1,1.748750114E1,-4.775000095E0,-2.751250076E1,3.294770129E1
3.637891005E1,1.748750114E1,-4.787499905E0,-2.748750114E1,3.292864362E1
3.638891005E1,1.746249962E1,-4.775000095E0,-2.748750114E1,3.291355705E1
3.639891005E1,1.743750000E1,-4.775000095E0,-2.751250076E1,3.292118969E1
3.640891005E1,1.739999962E1,-4.775000095E0,-2.753750038E1,3.292224992E1
3.641891005E1,1.741250038E1,-4.724999905E0,-2.743750000E1,3.283804501E1
3.642891005E1,1.746249962E1,-4.687500000E0,-2.741250038E1,3.283834232E1
3.643891005E1,1.746249962E1,-4.637500286E0,-2.750000000E1,3.290433561E1
3.644891005E1,1.742500114E1,-4.575000286E0,-2.753750038E1,3.290706945E1
3.645891005E1,1.745000076E1,-4.537499905E0,-2.745000076E1,3.284195448E1
3.646891005E1,1.745000076E1,-4.525000095E0,-2.738750076E1,3.278800620E1
3.647891005E1,1.743750000E1,-4.525000095E0,-2.738750076E1,3.278135492E1
3.648891005E1,1.746249962E1,-4.512500286E0,-2.731250000E1,3.273032551E1
3.649891005E1,1.747500038E1,-4.512500286E0,-2.720000076E1,3.264319743E1
3.650891005E1,1.751250076E1,-4.500000000E0,-2.707500076E1,3.255753905E1
3.651891005E1,1.755000114E1,-4.462500095E0,-2.688750076E1,3.241688055E1
3.652891005E1,1.757500076E1,-4.437500000E0,-2.681250000E1,3.236482990E1
3.653891005E1,1.756250000E1,-4.462500095E0,-2.696249962E1,3.248586922E1
3.654891005E1,1.757500076E1,-4.500000000E0,-2.718750000E1,3.268471827E1
3.655891005E1,1.761250114E1,-4.525000095E0,-2.736250114E1,3.285395397E1
3.656891005E1,1.758749962E1,-4.550000191E0,-2.747500038E1,3.293779426E1
3.657891005E1,1.758749962E1,-4.575000286E0,-2.752499962E1,3.298297098E1
3.658891005E1,1.761250114E1,-4.599999905E0,-2.755000114E1,3.302064140E1
3.659891005E1,1.767500114E1,-4.637500286E0,-2.764999962E1,3.314263950E1
3.660891005E1,1.772500038E1,-4.650000095E0,-2.772500038E1,3.323362432E1
3.661891005E1,1.772500038E1,-4.612500191E0,-2.768750000E1,3.319711513E1
3.662891005E1,1.771249962E1,-4.562500000E0,-2.752499962E1,3.304806580E1
3.663891005E1,1.770000076E1,-4.512500286E0,-2.739999962E1,3.293042157E1
3.664891005E1,1.772500038E1,-4.462500095E0,-2.739999962E1,3.293705398E1
3.665891005E1,1.771249962E1,-4.425000191E0,-2.746249962E1,3.297729757E1
3.666891005E1,1.762500000E1,-4.412499905E0,-2.760000038E1,3.304346836E1
3.667891005E1,1.755000114E1,-4.412499905E0,-2.761250114E1,3.301398060E1
3.668891005E1,1.750000000E1,-4.412499905E0,-2.757500076E1,3.295604379E1
3.669891005E1,1.751250076E1,-4.425000191E0,-2.753750038E1,3.293299617E1
3.670891005E1,1.755000114E1,-4.450000286E0,-2.748750114E1,3.291455243E1
3.671891005E1,1.753750038E1,-4.462500095E0,-2.750000000E1,3.292002167E1
3.672891005E1,1.751250076E1,-4.512500286E0,-2.753750038E1,3.294486711E1
3.673891005E1,1.752499962E1,-4.575000286E0,-2.753750038E1,3.296012995E1
3.674891005E1,1.758749962E1,-4.575000286E0,-2.735000038E1,3.283707191E1
3.675891005E1,1.762500000E1,-4.550000191E0,-2.723750114E1,3.276010677E1
3.676891005E1,1.763750076E1,-4.550000191E0,-2.725000000E1,3.277722433E1
3.677891005E1,1.763750076E1,-4.550000191E0,-2.721249962E1,3.274605427E1
3.678891005E1,1.763750076E1,-4.537499905E0,-2.714999962E1,3.269239694E1
3.679891005E1,1.772500038E1,-4.575000286E0,-2.712500000E1,3.272417900E1
3.680891005E1,1.777499962E1,-4.550000191E0,-2.713750076E1,3.275816022E1
3.681891005E1,1.776250076E1,-4.487500191E0,-2.714999962E1,3.275311543E1
3.682891005E1,1.775000000E1,-4.450000286E0,-2.725000000E1,3.282419081E1
3.683891005E1,1.772500038E1,-4.437500000E0,-2.738750076E1,3.292327813E1
3.684891005E1,1.771249962E1,-4.474999905E0,-2.737500000E1,3.291122744E1
3.685891005E1,1.770000076E1,-4.500000000E0,-2.732500076E1,3.286633070E1
3.686891005E1,1.770000076E1,-4.500000000E0,-2.736250114E1,3.289751504E1
3.687891005E1,1.770000076E1,-4.487500191E0,-2.731250000E1,3.285422867E1
3.688891005E1,1.766250038E1,-4.512500286E0,-2.713750076E1,3.269205601E1
3.689891005E1,1.766250038E1,-4.562500000E0,-2.703750038E1,3.261605054E1
3.690891005E1,1.763750076E1,-4.612500191E0,-2.700000000E1,3.257846821E1
3.691891005E1,1.761250114E1,-4.612500191E0,-2.700000000E1,3.256494057E1
3.692891005E1,1.763750076E1,-4.599999905E0,-2.703750038E1,3.260778832E1
3.693891005E1,1.771249962E1,-4.587500095E0,-2.711250114E1,3.270879879E1
3.694891005E1,1.771249962E1,-4.599999905E0,-2.718750000E1,3.277274474E1
3.695891005E1,1.766250038E1,-4.637500286E0,-2.732500076E1,3.286527035E1
3.696891005E1,1.763750076E1,-4.637500286E0,-2.745000076E1,3.295588542E1
3.697891005E1,1.761250114E1,-4.625000000E0,-2.745000076E1,3.294075536E1
3.698891005E1,1.760000038E1,-4.650000095E0,-2.742500114E1,3.291676172E1
3.699891005E1,1.763750076E1,-4.675000191E0,-2.745000076E1,3.296118326E1
3.700891005E1,1.764999962E1,-4.687500000E0,-2.751250076E1,3.302170258E1
3.701891005E1,1.758749962E1,-4.650000095E0,-2.755000114E1,3.301431821E1
3.702891005E1,1.756250000E1,-4.637500286E0,-2.752499962E1,3.297837806E1
3.703891005E1,1.758749962E1,-4.637500286E0,-2.743750000E1,3.291873263E1
3.704891005E1,1.764999962E1,-4.675000191E0,-2.746249962E1,3.297828071E1
3.705891005E1,1.772500038E1,-4.675000191E0,-2.753750038E1,3.308088863E1
3.706891005E1,1.772500038E1,-4.625000000E0,-2.756250000E1,3.309467736E1
3.707891005E1,1.764999962E1,-4.612500191E0,-2.752499962E1,3.302155733E1
3.708891005E1,1.761250114E1,-4.587500095E0,-2.741250038E1,3.290426311E1
3.709891005E1,1.760000038E1,-4.587500095E0,-2.732500076E1,3.282469859E1
3.710891005E1,1.760000038E1,-4.599999905E0,-2.728750038E1,3.279523883E1
3.711891005E1,1.756250000E1,-4.550000191E0,-2.730000114E1,3.277855962E1
3.712891005E1,1.750000000E1,-4.474999905E0,-2.718750000E1,3.264101378E1
3.713891005E1,1.743750000E1,-4.487500191E0,-2.711250114E1,3.254676301E1
3.714891005E1,1.743750000E1,-4.500000000E0,-2.711250114E1,3.254848882E1
3.715891005E1,1.746249962E1,-4.487500191E0,-2.706250000E1,3.251854021E1
3.716891005E1,1.746249962E1,-4.487500191E0,-2.708749962E1,3.253934828E1
3.717891005E1,1.742500114E1,-4.500000000E0,-2.714999962E1,3.257304321E1
3.718891005E1,1.741250038E1,-4.500000000E0,-2.717500114E1,3.258720388E1
3.719891005E1,1.738750076E1,-4.525000095E0,-2.721249962E1,3.260860230E1
3.720891005E1,1.742500114E1,-4.550000191E0,-2.726250076E1,3.267379859E1
3.721891005E1,1.748750114E1,-4.525000095E0,-2.730000114E1,3.273497189E1
3.722891005E1,1.751250076E1,-4.500000000E0,-2.726250076E1,3.271363066E1
3.723891005E1,1.753750038E1,-4.487500191E0,-2.722500038E1,3.269407016E1
3.724891005E1,1.755000114E1,-4.487500191E0,-2.720000076E1,3.267996695E1
3.725891005E1,1.751250076E1,-4.487500191E0,-2.713750076E1,3.260781024E1
3.726891005E1,1.748750114E1,-4.462500095E0,-2.708749962E1,3.254933546E1
3.727891005E1,1.753750038E1,-4.462500095E0,-2.702499962E1,3.252427449E1
3.728891005E1,1.752499962E1,-4.450000286E0,-2.700000000E1,3.249504753E1
3.729891005E1,1.748750114E1,-4.425000191E0,-2.700000000E1,3.247142317E1
3.730891005E1,1.750000000E1,-4.437500000E0,-2.712500000E1,3.258384617E1
3.731891005E1,1.748750114E1,-4.437500000E0,-2.721249962E1,3.265002662E1
3.732891005E1,1.746249962E1,-4.400000095E0,-2.720000076E1,3.262114246E1
3.733891005E1,1.752499962E1,-4.387500286E0,-2.718750000E1,3.264254780E1
3.734891005E1,1.756250000E1,-4.425000191E0,-2.726250076E1,3.273019983E1
3.735891005E1,1.755000114E1,-4.412499905E0,-2.735000038E1,3.279474373E1
3.736891005E1,1.755000114E1,-4.412499905E0,-2.737500000E1,3.281559569E1
3.737891005E1,1.755000114E1,-4.425000191E0,-2.732500076E1,3.277558289E1
3.738891005E1,1.751250076E1,-4.437500000E0,-2.725000000E1,3.269467218E1
3.739891005E1,1.748750114E1,-4.462500095E0,-2.720000076E1,3.264301832E1
3.740891005E1,1.751250076E1,-4.550000191E0,-2.718750000E1,3.265808232E1
3.741891005E1,1.755000114E1,-4.587500095E0,-2.727499962E1,3.275627118E1
3.742891005E1,1.756250000E1,-4.587500095E0,-2.730000114E1,3.278378602E1
3.743891005E1,1.757500076E1,-4.612500191E0,-2.725000000E1,3.275237869E1
3.744891005E1,1.761250114E1,-4.625000000E0,-2.721249962E1,3.274310549E1
3.745891005E1,1.764999962E1,-4.612500191E0,-2.723750114E1,3.278229878E1
3.746891005E1,1.770000076E1,-4.612500191E0,-2.718750000E1,3.276774849E1
3.747891005E1,1.772500038E1,-4.612500191E0,-2.728750038E1,3.286424309E1
3.748891005E1,1.772500038E1,-4.550000191E0,-2.737500000E1,3.292823660E1
3.749891005E1,1.767500114E1,-4.537499905E0,-2.733749962E1,3.286842643E1
3.750891005E1,1.767500114E1,-4.537499905E0,-2.735000038E1,3.287882437E1
3.751891005E1,1.763750076E1,-4.525000095E0,-2.745000076E1,3.294024288E1
3.752891005E1,1.758749962E1,-4.512500286E0,-2.748750114E1,3.294306484E1
3.753891005E1,1.751250076E1,-4.500000000E0,-2.743750000E1,3.285961182E1
3.754891005E1,1.753750038E1,-4.474999905E0,-2.739999962E1,3.283823264E1
