"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
7.846785340E0,-1.739999962E1,-5.239999390E1,-4.650000000E1
7.856791763E0,-1.739999962E1,-5.239999390E1,-4.640000153E1
7.866842763E0,-1.750000000E1,-5.239999390E1,-4.640000153E1
7.876779071E0,-1.750000000E1,-5.250000000E1,-4.650000000E1
7.886741417E0,-1.739999962E1,-5.239999390E1,-4.640000153E1
7.896864110E0,-1.739999962E1,-5.250000000E1,-4.650000000E1
7.906753494E0,-1.739999962E1,-5.250000000E1,-4.650000000E1
7.916785802E0,-1.739999962E1,-5.260000610E1,-4.659999847E1
7.927113033E0,-1.739999962E1,-5.260000610E1,-4.659999847E1
7.936797186E0,-1.750000000E1,-5.260000610E1,-4.659999847E1
7.946756917E0,-1.750000000E1,-5.260000610E1,-4.659999847E1
7.957053475E0,-1.739999962E1,-5.260000610E1,-4.659999847E1
7.967350033E0,-1.739999962E1,-5.260000610E1,-4.650000000E1
7.976914186E0,-1.739999962E1,-5.260000610E1,-4.650000000E1
7.986765494E0,-1.739999962E1,-5.260000610E1,-4.659999847E1
7.996962205E0,-1.750000000E1,-5.260000610E1,-4.659999847E1
8.007158917E0,-1.739999962E1,-5.250000000E1,-4.650000000E1
8.016848071E0,-1.739999962E1,-5.250000000E1,-4.659999847E1
8.026761417E0,-1.739999962E1,-5.250000000E1,-4.659999847E1
8.026761417E0,-3.139999962E1,-5.619999695E1,-4.770000076E1
8.040192610E0,-3.129999924E1,-5.630000305E1,-4.729999924E1
8.050158994E0,-3.129999924E1,-5.630000305E1,-4.750000000E1
8.060078340E0,-3.129999924E1,-5.639999390E1,-4.729999924E1
8.070120379E0,-3.129999924E1,-5.639999390E1,-4.729999924E1
8.080086571E0,-3.129999924E1,-5.639999390E1,-4.729999924E1
8.090130610E0,-3.129999924E1,-5.650000000E1,-4.720000076E1
8.101105340E0,-3.129999924E1,-5.639999390E1,-4.720000076E1
8.110214648E0,-3.139999962E1,-5.650000000E1,-4.740000153E1
8.120078956E0,-3.160000038E1,-5.669999695E1,-4.729999924E1
8.130066494E0,-3.160000038E1,-5.669999695E1,-4.720000076E1
8.140214071E0,-3.160000038E1,-5.669999695E1,-4.729999924E1
8.150091148E0,-3.160000038E1,-5.669999695E1,-4.729999924E1
8.160847263E0,-3.150000000E1,-5.669999695E1,-4.729999924E1
8.170063456E0,-3.150000000E1,-5.680000305E1,-4.729999924E1
8.180179263E0,-3.150000000E1,-5.680000305E1,-4.729999924E1
8.190189687E0,-3.150000000E1,-5.680000305E1,-4.729999924E1
8.204679417E0,-3.150000000E1,-5.689999390E1,-4.729999924E1
8.220079802E0,-3.150000000E1,-5.689999390E1,-4.729999924E1
8.230237110E0,-3.150000000E1,-5.689999390E1,-4.729999924E1
8.240092456E0,-3.160000038E1,-5.700000000E1,-4.729999924E1
8.250173302E0,-3.160000038E1,-5.700000000E1,-4.729999924E1
8.260153417E0,-3.170000076E1,-5.710000610E1,-4.729999924E1
8.270085725E0,-3.170000076E1,-5.710000610E1,-4.729999924E1
8.280030610E0,-3.170000076E1,-5.710000610E1,-4.729999924E1
8.290194533E0,-3.179999924E1,-5.719999695E1,-4.740000153E1
8.300039494E0,-3.179999924E1,-5.719999695E1,-4.740000153E1
8.310416456E0,-3.189999962E1,-5.730000305E1,-4.750000000E1
8.320145340E0,-3.189999962E1,-5.730000305E1,-4.750000000E1
8.330090033E0,-3.200000000E1,-5.739999390E1,-4.750000000E1
8.340098379E0,-3.200000000E1,-5.750000000E1,-4.750000000E1
8.350156725E0,-3.209999847E1,-5.760000610E1,-4.759999847E1
8.360043263E0,-3.229999924E1,-5.769999695E1,-4.779999924E1
8.370061456E0,-3.229999924E1,-5.769999695E1,-4.779999924E1
8.380341994E0,-3.240000153E1,-5.780000305E1,-4.770000076E1
8.390108725E0,-3.240000153E1,-5.780000305E1,-4.770000076E1
8.400040340E0,-3.250000000E1,-5.789999390E1,-4.779999924E1
8.410609917E0,-3.250000000E1,-5.789999390E1,-4.770000076E1
8.420064071E0,-3.250000000E1,-5.800000000E1,-4.779999924E1
8.430062879E0,-3.259999847E1,-5.800000000E1,-4.779999924E1
8.440167494E0,-3.259999847E1,-5.810000610E1,-4.779999924E1
8.450068725E0,-3.270000076E1,-5.810000610E1,-4.779999924E1
8.460037917E0,-3.279999924E1,-5.819999695E1,-4.779999924E1
8.471597994E0,-3.279999924E1,-5.819999695E1,-4.779999924E1
8.480028802E0,-3.279999924E1,-5.819999695E1,-4.779999924E1
8.490262225E0,-3.279999924E1,-5.819999695E1,-4.779999924E1
8.500310532E0,-3.290000153E1,-5.819999695E1,-4.790000153E1
8.510134071E0,-3.290000153E1,-5.819999695E1,-4.790000153E1
8.520312417E0,-3.290000153E1,-5.830000305E1,-4.790000153E1
8.530401879E0,-3.300000000E1,-5.830000305E1,-4.790000153E1
8.540150571E0,-3.300000000E1,-5.830000305E1,-4.790000153E1
8.550197802E0,-3.300000000E1,-5.830000305E1,-4.790000153E1
8.560141340E0,-3.300000000E1,-5.830000305E1,-4.790000153E1
8.570058917E0,-3.300000000E1,-5.830000305E1,-4.790000153E1
8.584778609E0,-3.309999847E1,-5.830000305E1,-4.800000000E1
8.600052955E0,-3.309999847E1,-5.839999390E1,-4.800000000E1
8.610106032E0,-3.309999847E1,-5.830000305E1,-4.800000000E1
8.620151725E0,-3.309999847E1,-5.830000305E1,-4.800000000E1
8.630092378E0,-3.309999847E1,-5.839999390E1,-4.800000000E1
8.640075878E0,-3.320000076E1,-5.839999390E1,-4.800000000E1
8.650584109E0,-3.300000000E1,-5.830000305E1,-4.800000000E1
8.660049302E0,-3.279999924E1,-5.810000610E1,-4.779999924E1
8.670072917E0,-3.290000153E1,-5.819999695E1,-4.790000153E1
8.680125225E0,-3.290000153E1,-5.819999695E1,-4.800000000E1
8.690081109E0,-3.290000153E1,-5.819999695E1,-4.800000000E1
8.700041148E0,-3.290000153E1,-5.819999695E1,-4.800000000E1
8.710137686E0,-3.290000153E1,-5.819999695E1,-4.809999847E1
8.720052225E0,-3.290000153E1,-5.819999695E1,-4.800000000E1
8.730114225E0,-3.290000153E1,-5.819999695E1,-4.809999847E1
8.740160725E0,-3.290000153E1,-5.819999695E1,-4.820000076E1
8.750068301E0,-3.290000153E1,-5.819999695E1,-4.820000076E1
8.760042494E0,-3.290000153E1,-5.819999695E1,-4.820000076E1
8.770843109E0,-3.290000153E1,-5.819999695E1,-4.829999924E1
8.780098301E0,-3.300000000E1,-5.819999695E1,-4.820000076E1
8.790146955E0,-3.300000000E1,-5.830000305E1,-4.829999924E1
8.800149878E0,-3.300000000E1,-5.830000305E1,-4.829999924E1
8.810095301E0,-3.300000000E1,-5.830000305E1,-4.829999924E1
8.824806609E0,-3.300000000E1,-5.830000305E1,-4.829999924E1
8.840041378E0,-3.300000000E1,-5.839999390E1,-4.829999924E1
8.850043571E0,-3.300000000E1,-5.839999390E1,-4.840000153E1
8.860604340E0,-3.300000000E1,-5.839999390E1,-4.840000153E1
8.870074609E0,-3.300000000E1,-5.839999390E1,-4.840000153E1
8.880050417E0,-3.300000000E1,-5.839999390E1,-4.840000153E1
8.890328648E0,-3.300000000E1,-5.839999390E1,-4.840000153E1
8.900122148E0,-3.290000153E1,-5.839999390E1,-4.829999924E1
8.910169378E0,-3.290000153E1,-5.839999390E1,-4.820000076E1
8.920148224E0,-3.290000153E1,-5.830000305E1,-4.809999847E1
8.930095724E0,-3.290000153E1,-5.830000305E1,-4.820000076E1
8.940067224E0,-3.290000153E1,-5.830000305E1,-4.820000076E1
8.950275109E0,-3.290000153E1,-5.839999390E1,-4.829999924E1
8.960156071E0,-3.300000000E1,-5.850000000E1,-4.829999924E1
8.970543147E0,-3.300000000E1,-5.850000000E1,-4.820000076E1
8.981310147E0,-3.290000153E1,-5.850000000E1,-4.820000076E1
8.990070801E0,-3.300000000E1,-5.850000000E1,-4.820000076E1
9.000101494E0,-3.300000000E1,-5.839999390E1,-4.820000076E1
9.010714647E0,-3.290000153E1,-5.839999390E1,-4.820000076E1
9.020079532E0,-3.290000153E1,-5.839999390E1,-4.820000076E1
9.030641186E0,-3.290000153E1,-5.839999390E1,-4.809999847E1
9.040368955E0,-3.290000153E1,-5.839999390E1,-4.809999847E1
9.050085455E0,-3.279999924E1,-5.830000305E1,-4.800000000E1
9.060045070E0,-3.279999924E1,-5.830000305E1,-4.800000000E1
9.071404186E0,-3.279999924E1,-5.830000305E1,-4.800000000E1
9.080117263E0,-3.279999924E1,-5.830000305E1,-4.800000000E1
9.090058686E0,-3.290000153E1,-5.830000305E1,-4.800000000E1
9.100095878E0,-3.279999924E1,-5.819999695E1,-4.800000000E1
9.110057917E0,-3.279999924E1,-5.830000305E1,-4.800000000E1
9.120051263E0,-3.279999924E1,-5.819999695E1,-4.800000000E1
9.130617994E0,-3.279999924E1,-5.819999695E1,-4.800000000E1
9.140056609E0,-3.290000153E1,-5.819999695E1,-4.800000000E1
9.150068994E0,-3.279999924E1,-5.819999695E1,-4.800000000E1
9.160301609E0,-3.279999924E1,-5.819999695E1,-4.800000000E1
9.170180378E0,-3.290000153E1,-5.819999695E1,-4.800000000E1
9.180027686E0,-3.279999924E1,-5.810000610E1,-4.800000000E1
9.190939455E0,-3.279999924E1,-5.810000610E1,-4.800000000E1
9.203651032E0,-3.279999924E1,-5.810000610E1,-4.800000000E1
9.220131493E0,-3.279999924E1,-5.819999695E1,-4.809999847E1
9.230171417E0,-3.279999924E1,-5.810000610E1,-4.809999847E1
9.240059647E0,-3.279999924E1,-5.810000610E1,-4.809999847E1
9.250605455E0,-3.279999924E1,-5.810000610E1,-4.809999847E1
9.260033378E0,-3.270000076E1,-5.800000000E1,-4.809999847E1
9.270078224E0,-3.270000076E1,-5.800000000E1,-4.809999847E1
9.280120647E0,-3.270000076E1,-5.810000610E1,-4.809999847E1
9.290076724E0,-3.270000076E1,-5.810000610E1,-4.809999847E1
9.300041532E0,-3.270000076E1,-5.810000610E1,-4.809999847E1
9.310304378E0,-3.270000076E1,-5.810000610E1,-4.809999847E1
9.320063032E0,-3.270000076E1,-5.810000610E1,-4.809999847E1
9.330098609E0,-3.270000076E1,-5.800000000E1,-4.809999847E1
9.340341147E0,-3.270000076E1,-5.800000000E1,-4.809999847E1
9.350176109E0,-3.270000076E1,-5.800000000E1,-4.820000076E1
9.360064455E0,-3.270000076E1,-5.800000000E1,-4.809999847E1
9.371097147E0,-3.270000076E1,-5.800000000E1,-4.820000076E1
9.380036263E0,-3.270000076E1,-5.810000610E1,-4.820000076E1
9.390066609E0,-3.270000076E1,-5.810000610E1,-4.820000076E1
9.400123186E0,-3.270000076E1,-5.810000610E1,-4.820000076E1
9.410073186E0,-3.279999924E1,-5.810000610E1,-4.829999924E1
9.420257301E0,-3.279999924E1,-5.819999695E1,-4.829999924E1
9.430654993E0,-3.279999924E1,-5.819999695E1,-4.829999924E1
9.440077224E0,-3.279999924E1,-5.810000610E1,-4.820000076E1
9.450080801E0,-3.270000076E1,-5.810000610E1,-4.820000076E1
9.460139455E0,-3.270000076E1,-5.810000610E1,-4.820000076E1
9.470597224E0,-3.270000076E1,-5.810000610E1,-4.820000076E1
9.480056378E0,-3.279999924E1,-5.819999695E1,-4.829999924E1
9.490659224E0,-3.279999924E1,-5.819999695E1,-4.829999924E1
9.500036109E0,-3.279999924E1,-5.819999695E1,-4.829999924E1
9.510095186E0,-3.279999924E1,-5.819999695E1,-4.829999924E1
9.520203493E0,-3.279999924E1,-5.819999695E1,-4.829999924E1
9.530073878E0,-3.279999924E1,-5.830000305E1,-4.820000076E1
9.540074993E0,-3.290000153E1,-5.830000305E1,-4.829999924E1
9.550749416E0,-3.279999924E1,-5.830000305E1,-4.820000076E1
9.560316339E0,-3.290000153E1,-5.830000305E1,-4.820000076E1
9.570118186E0,-3.290000153E1,-5.830000305E1,-4.820000076E1
9.580139301E0,-3.290000153E1,-5.830000305E1,-4.829999924E1
9.591188339E0,-3.290000153E1,-5.830000305E1,-4.829999924E1
9.600073839E0,-3.290000153E1,-5.830000305E1,-4.820000076E1
9.610138262E0,-3.290000153E1,-5.830000305E1,-4.820000076E1
9.620052955E0,-3.290000153E1,-5.830000305E1,-4.829999924E1
9.630435070E0,-3.300000000E1,-5.839999390E1,-4.829999924E1
9.640625570E0,-3.290000153E1,-5.839999390E1,-4.829999924E1
9.650071032E0,-3.300000000E1,-5.839999390E1,-4.829999924E1
9.660056724E0,-3.300000000E1,-5.839999390E1,-4.829999924E1
9.670649185E0,-3.300000000E1,-5.839999390E1,-4.829999924E1
9.680028647E0,-3.300000000E1,-5.839999390E1,-4.829999924E1
9.690080685E0,-3.300000000E1,-5.830000305E1,-4.829999924E1
9.700149262E0,-3.300000000E1,-5.830000305E1,-4.820000076E1
9.710060378E0,-3.300000000E1,-5.830000305E1,-4.820000076E1
9.720063608E0,-3.300000000E1,-5.830000305E1,-4.820000076E1
9.730158070E0,-3.309999847E1,-5.830000305E1,-4.829999924E1
9.740071378E0,-3.300000000E1,-5.830000305E1,-4.820000076E1
9.750120608E0,-3.309999847E1,-5.839999390E1,-4.829999924E1
9.760365185E0,-3.309999847E1,-5.830000305E1,-4.820000076E1
9.770136685E0,-3.309999847E1,-5.839999390E1,-4.820000076E1
9.780042608E0,-3.309999847E1,-5.830000305E1,-4.820000076E1
9.790204032E0,-3.309999847E1,-5.830000305E1,-4.809999847E1
9.800061955E0,-3.309999847E1,-5.830000305E1,-4.809999847E1
9.810066839E0,-3.309999847E1,-5.830000305E1,-4.809999847E1
9.820134031E0,-3.309999847E1,-5.830000305E1,-4.809999847E1
9.830106878E0,-3.309999847E1,-5.819999695E1,-4.800000000E1
9.840142108E0,-3.300000000E1,-5.819999695E1,-4.800000000E1
9.850358416E0,-3.309999847E1,-5.830000305E1,-4.800000000E1
9.860026724E0,-3.309999847E1,-5.830000305E1,-4.800000000E1
9.870113570E0,-3.300000000E1,-5.819999695E1,-4.790000153E1
9.880604339E0,-3.290000153E1,-5.819999695E1,-4.790000153E1
9.890111070E0,-3.300000000E1,-5.819999695E1,-4.790000153E1
9.900124762E0,-3.300000000E1,-5.819999695E1,-4.790000153E1
9.910505108E0,-3.300000000E1,-5.819999695E1,-4.790000153E1
9.920038262E0,-3.300000000E1,-5.830000305E1,-4.790000153E1
9.930142685E0,-3.300000000E1,-5.830000305E1,-4.790000153E1
9.940630647E0,-3.300000000E1,-5.830000305E1,-4.790000153E1
9.950274724E0,-3.300000000E1,-5.830000305E1,-4.779999924E1
9.960082262E0,-3.300000000E1,-5.830000305E1,-4.779999924E1
9.971040916E0,-3.300000000E1,-5.830000305E1,-4.770000076E1
9.980055031E0,-3.300000000E1,-5.830000305E1,-4.779999924E1
9.990086262E0,-3.300000000E1,-5.839999390E1,-4.779999924E1
1.000043419E1,-3.300000000E1,-5.839999390E1,-4.779999924E1
1.001009284E1,-3.300000000E1,-5.839999390E1,-4.779999924E1
1.002003611E1,-3.300000000E1,-5.839999390E1,-4.779999924E1
1.003021218E1,-3.290000153E1,-5.839999390E1,-4.779999924E1
1.004009734E1,-3.300000000E1,-5.839999390E1,-4.779999924E1
1.005008149E1,-3.300000000E1,-5.839999390E1,-4.779999924E1
1.006062453E1,-3.300000000E1,-5.839999390E1,-4.779999924E1
1.007004384E1,-3.300000000E1,-5.839999390E1,-4.779999924E1
1.008042203E1,-3.300000000E1,-5.839999390E1,-4.790000153E1
1.009034965E1,-3.290000153E1,-5.839999390E1,-4.790000153E1
1.010006738E1,-3.300000000E1,-5.839999390E1,-4.790000153E1
1.011093607E1,-3.290000153E1,-5.839999390E1,-4.790000153E1
1.012015061E1,-3.300000000E1,-5.839999390E1,-4.790000153E1
1.013014561E1,-3.300000000E1,-5.850000000E1,-4.800000000E1
1.014006795E1,-3.300000000E1,-5.839999390E1,-4.800000000E1
1.015013888E1,-3.290000153E1,-5.839999390E1,-4.790000153E1
1.016023976E1,-3.290000153E1,-5.839999390E1,-4.790000153E1
1.017007511E1,-3.300000000E1,-5.850000000E1,-4.800000000E1
1.018203303E1,-3.309999847E1,-5.860000610E1,-4.809999847E1
1.019008595E1,-3.320000076E1,-5.860000610E1,-4.820000076E1
1.020005942E1,-3.309999847E1,-5.850000000E1,-4.820000076E1
1.021046026E1,-3.309999847E1,-5.860000610E1,-4.820000076E1
1.022004065E1,-3.309999847E1,-5.850000000E1,-4.809999847E1
1.023010592E1,-3.309999847E1,-5.850000000E1,-4.809999847E1
1.024062538E1,-3.300000000E1,-5.850000000E1,-4.809999847E1
1.025009253E1,-3.309999847E1,-5.850000000E1,-4.809999847E1
1.026033499E1,-3.300000000E1,-5.839999390E1,-4.820000076E1
1.027015969E1,-3.300000000E1,-5.850000000E1,-4.820000076E1
1.028007411E1,-3.300000000E1,-5.850000000E1,-4.820000076E1
1.029022584E1,-3.300000000E1,-5.850000000E1,-4.820000076E1
1.030163269E1,-3.300000000E1,-5.850000000E1,-4.809999847E1
1.031005542E1,-3.300000000E1,-5.839999390E1,-4.809999847E1
1.032004107E1,-3.300000000E1,-5.850000000E1,-4.809999847E1
1.033013215E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.034005072E1,-3.300000000E1,-5.839999390E1,-4.809999847E1
1.035020045E1,-3.290000153E1,-5.839999390E1,-4.800000000E1
1.036012784E1,-3.300000000E1,-5.839999390E1,-4.800000000E1
1.037008534E1,-3.300000000E1,-5.839999390E1,-4.800000000E1
1.038005776E1,-3.300000000E1,-5.850000000E1,-4.800000000E1
1.039028826E1,-3.300000000E1,-5.850000000E1,-4.809999847E1
1.040003680E1,-3.300000000E1,-5.850000000E1,-4.800000000E1
1.041005565E1,-3.290000153E1,-5.839999390E1,-4.800000000E1
1.042036522E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.043016568E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.044013711E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.045210311E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.047062230E1,-3.279999924E1,-5.830000305E1,-4.820000076E1
1.048016134E1,-3.270000076E1,-5.830000305E1,-4.800000000E1
1.049005199E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.050004988E1,-3.259999847E1,-5.830000305E1,-4.790000153E1
1.051092607E1,-3.259999847E1,-5.830000305E1,-4.779999924E1
1.052005730E1,-3.270000076E1,-5.830000305E1,-4.790000153E1
1.053007522E1,-3.270000076E1,-5.830000305E1,-4.790000153E1
1.054014557E1,-3.270000076E1,-5.830000305E1,-4.790000153E1
1.055006357E1,-3.270000076E1,-5.830000305E1,-4.790000153E1
1.056005411E1,-3.270000076E1,-5.839999390E1,-4.790000153E1
1.057061595E1,-3.270000076E1,-5.830000305E1,-4.790000153E1
1.058004234E1,-3.270000076E1,-5.830000305E1,-4.779999924E1
1.059021311E1,-3.270000076E1,-5.830000305E1,-4.779999924E1
1.060013626E1,-3.270000076E1,-5.819999695E1,-4.779999924E1
1.061012568E1,-3.270000076E1,-5.830000305E1,-4.779999924E1
1.062121680E1,-3.270000076E1,-5.819999695E1,-4.779999924E1
1.063024503E1,-3.270000076E1,-5.819999695E1,-4.779999924E1
1.064009615E1,-3.270000076E1,-5.819999695E1,-4.790000153E1
1.065009222E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.066069642E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.067010553E1,-3.270000076E1,-5.819999695E1,-4.809999847E1
1.068010245E1,-3.259999847E1,-5.810000610E1,-4.800000000E1
1.069062611E1,-3.270000076E1,-5.810000610E1,-4.800000000E1
1.070005234E1,-3.259999847E1,-5.810000610E1,-4.800000000E1
1.071011615E1,-3.270000076E1,-5.819999695E1,-4.809999847E1
1.072015572E1,-3.270000076E1,-5.810000610E1,-4.800000000E1
1.073009099E1,-3.270000076E1,-5.810000610E1,-4.800000000E1
1.074006788E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.075031484E1,-3.279999924E1,-5.819999695E1,-4.800000000E1
1.076004576E1,-3.279999924E1,-5.819999695E1,-4.800000000E1
1.077010442E1,-3.279999924E1,-5.819999695E1,-4.790000153E1
1.078066857E1,-3.279999924E1,-5.819999695E1,-4.790000153E1
1.079149565E1,-3.270000076E1,-5.810000610E1,-4.790000153E1
1.080005503E1,-3.279999924E1,-5.810000610E1,-4.790000153E1
1.081018092E1,-3.279999924E1,-5.810000610E1,-4.790000153E1
1.082009988E1,-3.279999924E1,-5.810000610E1,-4.790000153E1
1.083018118E1,-3.279999924E1,-5.819999695E1,-4.800000000E1
1.084018630E1,-3.279999924E1,-5.819999695E1,-4.800000000E1
1.085006184E1,-3.279999924E1,-5.810000610E1,-4.800000000E1
1.086070022E1,-3.279999924E1,-5.819999695E1,-4.800000000E1
1.087040211E1,-3.279999924E1,-5.819999695E1,-4.809999847E1
1.088004026E1,-3.290000153E1,-5.830000305E1,-4.820000076E1
1.089009061E1,-3.279999924E1,-5.819999695E1,-4.820000076E1
1.090065980E1,-3.279999924E1,-5.830000305E1,-4.820000076E1
1.091008826E1,-3.290000153E1,-5.830000305E1,-4.820000076E1
1.092004915E1,-3.290000153E1,-5.839999390E1,-4.829999924E1
1.093019188E1,-3.290000153E1,-5.830000305E1,-4.820000076E1
1.094012068E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.095009657E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.096020622E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.097052395E1,-3.290000153E1,-5.839999390E1,-4.800000000E1
1.098011549E1,-3.290000153E1,-5.839999390E1,-4.800000000E1
1.099015172E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.100003499E1,-3.290000153E1,-5.839999390E1,-4.809999847E1
1.101007584E1,-3.290000153E1,-5.850000000E1,-4.809999847E1
1.102012584E1,-3.290000153E1,-5.850000000E1,-4.820000076E1
1.103007380E1,-3.300000000E1,-5.850000000E1,-4.820000076E1
1.104006322E1,-3.300000000E1,-5.850000000E1,-4.820000076E1
1.105033488E1,-3.300000000E1,-5.850000000E1,-4.820000076E1
1.106008542E1,-3.300000000E1,-5.850000000E1,-4.820000076E1
1.107013672E1,-3.300000000E1,-5.850000000E1,-4.820000076E1
1.108054465E1,-3.309999847E1,-5.860000610E1,-4.820000076E1
1.109008303E1,-3.309999847E1,-5.860000610E1,-4.829999924E1
1.110003672E1,-3.309999847E1,-5.860000610E1,-4.829999924E1
1.111066630E1,-3.309999847E1,-5.860000610E1,-4.829999924E1
1.112005349E1,-3.309999847E1,-5.860000610E1,-4.820000076E1
1.113007576E1,-3.309999847E1,-5.860000610E1,-4.820000076E1
1.114014715E1,-3.309999847E1,-5.860000610E1,-4.820000076E1
1.115007911E1,-3.309999847E1,-5.860000610E1,-4.820000076E1
1.116007468E1,-3.309999847E1,-5.860000610E1,-4.820000076E1
1.117070292E1,-3.309999847E1,-5.850000000E1,-4.809999847E1
1.118004245E1,-3.309999847E1,-5.850000000E1,-4.809999847E1
1.119005107E1,-3.309999847E1,-5.850000000E1,-4.800000000E1
1.120015468E1,-3.309999847E1,-5.850000000E1,-4.800000000E1
1.121017145E1,-3.300000000E1,-5.850000000E1,-4.800000000E1
1.122005845E1,-3.300000000E1,-5.850000000E1,-4.800000000E1
1.123092099E1,-3.290000153E1,-5.839999390E1,-4.790000153E1
1.124009711E1,-3.300000000E1,-5.839999390E1,-4.800000000E1
1.125008234E1,-3.300000000E1,-5.850000000E1,-4.800000000E1
1.126013407E1,-3.300000000E1,-5.839999390E1,-4.790000153E1
1.127013157E1,-3.300000000E1,-5.850000000E1,-4.790000153E1
1.128006484E1,-3.309999847E1,-5.860000610E1,-4.790000153E1
1.129036999E1,-3.309999847E1,-5.860000610E1,-4.800000000E1
1.130003461E1,-3.309999847E1,-5.860000610E1,-4.790000153E1
1.131016242E1,-3.300000000E1,-5.850000000E1,-4.779999924E1
1.132062095E1,-3.300000000E1,-5.850000000E1,-4.770000076E1
1.133009538E1,-3.300000000E1,-5.850000000E1,-4.770000076E1
1.134004961E1,-3.300000000E1,-5.850000000E1,-4.770000076E1
1.135015103E1,-3.300000000E1,-5.860000610E1,-4.770000076E1
1.136566718E1,-3.300000000E1,-5.860000610E1,-4.770000076E1
1.138059780E1,-3.300000000E1,-5.869999695E1,-4.770000076E1
1.139005865E1,-3.309999847E1,-5.860000610E1,-4.759999847E1
1.140014511E1,-3.300000000E1,-5.860000610E1,-4.770000076E1
1.141044299E1,-3.290000153E1,-5.860000610E1,-4.759999847E1
1.142012107E1,-3.290000153E1,-5.860000610E1,-4.759999847E1
1.143008461E1,-3.290000153E1,-5.850000000E1,-4.770000076E1
1.144013611E1,-3.290000153E1,-5.850000000E1,-4.770000076E1
1.145010161E1,-3.290000153E1,-5.860000610E1,-4.770000076E1
1.146003284E1,-3.290000153E1,-5.850000000E1,-4.759999847E1
1.147110842E1,-3.290000153E1,-5.850000000E1,-4.759999847E1
1.148028907E1,-3.279999924E1,-5.850000000E1,-4.770000076E1
1.149005657E1,-3.290000153E1,-5.850000000E1,-4.770000076E1
1.150011534E1,-3.290000153E1,-5.850000000E1,-4.770000076E1
1.151012949E1,-3.290000153E1,-5.850000000E1,-4.770000076E1
1.152003768E1,-3.290000153E1,-5.850000000E1,-4.770000076E1
1.153160142E1,-3.290000153E1,-5.850000000E1,-4.770000076E1
1.154006665E1,-3.290000153E1,-5.850000000E1,-4.770000076E1
1.155011030E1,-3.290000153E1,-5.839999390E1,-4.770000076E1
1.156011611E1,-3.290000153E1,-5.850000000E1,-4.770000076E1
1.157065176E1,-3.279999924E1,-5.839999390E1,-4.770000076E1
1.158003672E1,-3.279999924E1,-5.839999390E1,-4.779999924E1
1.159015422E1,-3.279999924E1,-5.830000305E1,-4.770000076E1
1.160004907E1,-3.279999924E1,-5.839999390E1,-4.779999924E1
1.161007088E1,-3.279999924E1,-5.839999390E1,-4.790000153E1
1.162013672E1,-3.290000153E1,-5.839999390E1,-4.800000000E1
1.163024145E1,-3.279999924E1,-5.830000305E1,-4.790000153E1
1.164006111E1,-3.279999924E1,-5.830000305E1,-4.790000153E1
1.165117865E1,-3.270000076E1,-5.830000305E1,-4.790000153E1
1.166006365E1,-3.259999847E1,-5.819999695E1,-4.790000153E1
1.167024084E1,-3.259999847E1,-5.819999695E1,-4.790000153E1
1.168018257E1,-3.259999847E1,-5.819999695E1,-4.800000000E1
1.169012557E1,-3.259999847E1,-5.810000610E1,-4.800000000E1
1.170008868E1,-3.270000076E1,-5.819999695E1,-4.809999847E1
1.171038122E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.172004645E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.173006103E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.174014499E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.175008672E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.176004295E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.177020999E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.178037518E1,-3.270000076E1,-5.819999695E1,-4.800000000E1
1.179007349E1,-3.279999924E1,-5.830000305E1,-4.809999847E1
1.180017703E1,-3.279999924E1,-5.830000305E1,-4.809999847E1
1.181013322E1,-3.279999924E1,-5.830000305E1,-4.809999847E1
1.182011838E1,-3.270000076E1,-5.819999695E1,-4.809999847E1
1.183035753E1,-3.279999924E1,-5.830000305E1,-4.820000076E1
1.184005407E1,-3.279999924E1,-5.830000305E1,-4.820000076E1
1.185008503E1,-3.270000076E1,-5.830000305E1,-4.820000076E1
1.186013222E1,-3.270000076E1,-5.819999695E1,-4.820000076E1
1.187008161E1,-3.270000076E1,-5.830000305E1,-4.820000076E1
