"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.875544502E1,-3.740000153E1,-8.650000000E1,-2.689999962E1
1.876544630E1,-3.750000000E1,-8.659999847E1,-2.689999962E1
1.877546845E1,-3.750000000E1,-8.659999847E1,-2.700000191E1
1.878544453E1,-3.750000000E1,-8.650000000E1,-2.700000191E1
1.879546814E1,-3.750000000E1,-8.650000000E1,-2.700000191E1
1.880545383E1,-3.750000000E1,-8.650000000E1,-2.700000191E1
1.881548256E1,-3.740000153E1,-8.640000153E1,-2.700000191E1
1.882544553E1,-3.740000153E1,-8.640000153E1,-2.689999962E1
1.883548310E1,-3.740000153E1,-8.640000153E1,-2.689999962E1
1.884646502E1,-3.740000153E1,-8.640000153E1,-2.700000191E1
1.885595543E1,-3.740000153E1,-8.640000153E1,-2.689999962E1
1.886544583E1,-3.750000000E1,-8.650000000E1,-2.700000191E1
1.887552845E1,-3.750000000E1,-8.650000000E1,-2.710000038E1
1.888543868E1,-3.750000000E1,-8.650000000E1,-2.710000038E1
1.889543974E1,-3.750000000E1,-8.640000153E1,-2.710000038E1
1.890544079E1,-3.750000000E1,-8.650000000E1,-2.710000038E1
1.891547445E1,-3.750000000E1,-8.640000153E1,-2.710000038E1
1.892547318E1,-3.750000000E1,-8.650000000E1,-2.710000038E1
1.893549768E1,-3.740000153E1,-8.640000153E1,-2.720000267E1
1.894685606E1,-3.750000000E1,-8.640000153E1,-2.720000267E1
1.895551326E1,-3.740000153E1,-8.640000153E1,-2.720000267E1
1.896551214E1,-3.740000153E1,-8.640000153E1,-2.720000267E1
1.897551029E1,-3.740000153E1,-8.640000153E1,-2.720000267E1
1.898546091E1,-3.740000153E1,-8.640000153E1,-2.730000114E1
1.899553503E1,-3.750000000E1,-8.650000000E1,-2.739999962E1
1.900544626E1,-3.770000076E1,-8.659999847E1,-2.739999962E1
1.901548664E1,-3.770000076E1,-8.659999847E1,-2.739999962E1
1.902546547E1,-3.770000076E1,-8.659999847E1,-2.750000191E1
1.903544429E1,-3.779999924E1,-8.669999695E1,-2.760000038E1
1.904543849E1,-3.779999924E1,-8.669999695E1,-2.760000038E1
1.905545733E1,-3.790000153E1,-8.669999695E1,-2.760000038E1
1.906555395E1,-3.790000153E1,-8.680000305E1,-2.760000038E1
1.907549264E1,-3.779999924E1,-8.669999695E1,-2.760000038E1
1.908543133E1,-3.790000153E1,-8.669999695E1,-2.760000038E1
1.909545302E1,-3.790000153E1,-8.680000305E1,-2.770000267E1
1.910546314E1,-3.790000153E1,-8.680000305E1,-2.760000038E1
1.911543287E1,-3.800000000E1,-8.690000153E1,-2.770000267E1
1.912543122E1,-3.800000000E1,-8.700000000E1,-2.770000267E1
1.913542876E1,-3.809999847E1,-8.709999847E1,-2.770000267E1
1.914555822E1,-3.809999847E1,-8.700000000E1,-2.770000267E1
1.915544829E1,-3.809999847E1,-8.700000000E1,-2.780000114E1
1.916547679E1,-3.809999847E1,-8.700000000E1,-2.780000114E1
1.917547533E1,-3.820000076E1,-8.709999847E1,-2.780000114E1
1.918600472E1,-3.820000076E1,-8.719999695E1,-2.780000114E1
1.919545129E1,-3.829999924E1,-8.730000305E1,-2.789999962E1
1.920545541E1,-3.829999924E1,-8.730000305E1,-2.780000114E1
1.921546018E1,-3.840000153E1,-8.740000153E1,-2.789999962E1
1.922551279E1,-3.829999924E1,-8.730000305E1,-2.789999962E1
1.923927441E1,-3.840000153E1,-8.740000153E1,-2.800000191E1
1.925542906E1,-3.859999847E1,-8.750000000E1,-2.810000038E1
1.926615099E1,-3.859999847E1,-8.750000000E1,-2.810000038E1
1.927542722E1,-3.859999847E1,-8.750000000E1,-2.810000038E1
1.928550052E1,-3.850000000E1,-8.750000000E1,-2.800000191E1
1.929543452E1,-3.840000153E1,-8.750000000E1,-2.800000191E1
1.930618056E1,-3.840000153E1,-8.740000153E1,-2.789999962E1
1.931564602E1,-3.840000153E1,-8.740000153E1,-2.789999962E1
1.932544564E1,-3.840000153E1,-8.750000000E1,-2.789999962E1
1.933542149E1,-3.840000153E1,-8.740000153E1,-2.789999962E1
1.934549095E1,-3.840000153E1,-8.740000153E1,-2.789999962E1
1.935600195E1,-3.840000153E1,-8.740000153E1,-2.780000114E1
1.936547891E1,-3.840000153E1,-8.740000153E1,-2.789999962E1
1.937543626E1,-3.840000153E1,-8.750000000E1,-2.789999962E1
1.938546141E1,-3.840000153E1,-8.750000000E1,-2.789999962E1
1.939549787E1,-3.840000153E1,-8.740000153E1,-2.789999962E1
1.940552414E1,-3.829999924E1,-8.740000153E1,-2.789999962E1
1.941552045E1,-3.829999924E1,-8.730000305E1,-2.780000114E1
1.942548510E1,-3.820000076E1,-8.730000305E1,-2.780000114E1
1.943634960E1,-3.809999847E1,-8.719999695E1,-2.770000267E1
1.944544960E1,-3.820000076E1,-8.719999695E1,-2.770000267E1
1.945543045E1,-3.820000076E1,-8.719999695E1,-2.770000267E1
1.946551826E1,-3.820000076E1,-8.719999695E1,-2.770000267E1
1.947593437E1,-3.820000076E1,-8.730000305E1,-2.780000114E1
1.948547133E1,-3.820000076E1,-8.719999695E1,-2.780000114E1
1.949549022E1,-3.820000076E1,-8.709999847E1,-2.780000114E1
1.950551164E1,-3.809999847E1,-8.709999847E1,-2.780000114E1
1.951543053E1,-3.809999847E1,-8.709999847E1,-2.780000114E1
1.952548306E1,-3.809999847E1,-8.709999847E1,-2.780000114E1
1.953545118E1,-3.800000000E1,-8.709999847E1,-2.770000267E1
1.954550533E1,-3.790000153E1,-8.690000153E1,-2.760000038E1
1.955622106E1,-3.790000153E1,-8.690000153E1,-2.750000191E1
1.956543864E1,-3.779999924E1,-8.690000153E1,-2.750000191E1
1.957550929E1,-3.779999924E1,-8.690000153E1,-2.750000191E1
1.958872979E1,-3.770000076E1,-8.680000305E1,-2.739999962E1
1.960548129E1,-3.770000076E1,-8.680000305E1,-2.739999962E1
1.961603406E1,-3.770000076E1,-8.680000305E1,-2.739999962E1
1.962548879E1,-3.770000076E1,-8.680000305E1,-2.739999962E1
1.963541633E1,-3.759999847E1,-8.680000305E1,-2.739999962E1
1.964546253E1,-3.770000076E1,-8.680000305E1,-2.739999962E1
1.965545429E1,-3.770000076E1,-8.680000305E1,-2.750000191E1
1.966551445E1,-3.759999847E1,-8.669999695E1,-2.739999962E1
1.967545941E1,-3.759999847E1,-8.669999695E1,-2.739999962E1
1.968649399E1,-3.759999847E1,-8.669999695E1,-2.739999962E1
1.969545518E1,-3.759999847E1,-8.669999695E1,-2.739999962E1
1.970546022E1,-3.759999847E1,-8.669999695E1,-2.750000191E1
1.971546260E1,-3.770000076E1,-8.669999695E1,-2.750000191E1
1.972547164E1,-3.770000076E1,-8.669999695E1,-2.760000038E1
1.973549837E1,-3.770000076E1,-8.680000305E1,-2.760000038E1
1.974547556E1,-3.759999847E1,-8.669999695E1,-2.760000038E1
1.975547876E1,-3.750000000E1,-8.659999847E1,-2.750000191E1
1.976546522E1,-3.750000000E1,-8.659999847E1,-2.750000191E1
1.977545202E1,-3.750000000E1,-8.650000000E1,-2.739999962E1
1.978545683E1,-3.740000153E1,-8.650000000E1,-2.739999962E1
1.979545337E1,-3.750000000E1,-8.650000000E1,-2.739999962E1
1.980547818E1,-3.750000000E1,-8.650000000E1,-2.739999962E1
1.981545641E1,-3.750000000E1,-8.650000000E1,-2.730000114E1
1.982547983E1,-3.750000000E1,-8.650000000E1,-2.730000114E1
1.983549676E1,-3.740000153E1,-8.640000153E1,-2.730000114E1
1.984581452E1,-3.750000000E1,-8.650000000E1,-2.730000114E1
1.985545410E1,-3.750000000E1,-8.640000153E1,-2.720000267E1
1.986550910E1,-3.750000000E1,-8.650000000E1,-2.720000267E1
1.987545502E1,-3.750000000E1,-8.650000000E1,-2.720000267E1
1.988545979E1,-3.750000000E1,-8.650000000E1,-2.720000267E1
1.989545310E1,-3.750000000E1,-8.650000000E1,-2.720000267E1
1.990547391E1,-3.750000000E1,-8.650000000E1,-2.720000267E1
1.991545837E1,-3.740000153E1,-8.640000153E1,-2.710000038E1
1.992587864E1,-3.729999924E1,-8.630000305E1,-2.710000038E1
1.993547956E1,-3.740000153E1,-8.640000153E1,-2.710000038E1
1.994544933E1,-3.740000153E1,-8.630000305E1,-2.710000038E1
1.995545452E1,-3.740000153E1,-8.640000153E1,-2.710000038E1
1.996552487E1,-3.750000000E1,-8.650000000E1,-2.710000038E1
1.997703149E1,-3.750000000E1,-8.650000000E1,-2.710000038E1
1.998553910E1,-3.750000000E1,-8.650000000E1,-2.710000038E1
1.999615418E1,-3.759999847E1,-8.650000000E1,-2.710000038E1
2.000543502E1,-3.759999847E1,-8.650000000E1,-2.710000038E1
2.001544676E1,-3.770000076E1,-8.650000000E1,-2.720000267E1
2.002548737E1,-3.759999847E1,-8.650000000E1,-2.710000038E1
2.003551172E1,-3.770000076E1,-8.659999847E1,-2.720000267E1
2.004555252E1,-3.779999924E1,-8.669999695E1,-2.730000114E1
2.005549183E1,-3.790000153E1,-8.680000305E1,-2.730000114E1
2.005549183E1,-2.379999924E1,-8.990000153E1,-1.689999962E1
2.006851026E1,-2.429999924E1,-9.009999847E1,-1.750000000E1
2.008338891E1,-2.429999924E1,-9.009999847E1,-1.729999924E1
2.009854360E1,-2.410000038E1,-9.009999847E1,-1.729999924E1
2.010855329E1,-2.420000076E1,-9.019999695E1,-1.760000038E1
2.011945764E1,-2.429999924E1,-9.050000000E1,-1.779999924E1
2.012865191E1,-2.439999962E1,-9.050000000E1,-1.779999924E1
2.013850391E1,-2.439999962E1,-9.050000000E1,-1.789999962E1
2.014859479E1,-2.450000000E1,-9.059999847E1,-1.789999962E1
2.015848049E1,-2.439999962E1,-9.050000000E1,-1.789999962E1
2.016857664E1,-2.439999962E1,-9.050000000E1,-1.789999962E1
2.017868129E1,-2.450000000E1,-9.050000000E1,-1.779999924E1
2.018851945E1,-2.460000038E1,-9.059999847E1,-1.800000000E1
2.019965856E1,-2.470000076E1,-9.069999695E1,-1.800000000E1
2.020900579E1,-2.470000076E1,-9.080000305E1,-1.810000038E1
2.021858549E1,-2.479999924E1,-9.080000305E1,-1.810000038E1
2.022843106E1,-2.489999962E1,-9.090000153E1,-1.820000076E1
2.023902126E1,-2.500000000E1,-9.100000000E1,-1.839999962E1
2.024845841E1,-2.510000038E1,-9.100000000E1,-1.839999962E1
2.025847114E1,-2.510000038E1,-9.109999847E1,-1.850000000E1
2.026863591E1,-2.510000038E1,-9.109999847E1,-1.839999962E1
2.027852618E1,-2.510000038E1,-9.109999847E1,-1.839999962E1
2.028845429E1,-2.520000076E1,-9.119999695E1,-1.850000000E1
2.029875283E1,-2.520000076E1,-9.119999695E1,-1.850000000E1
2.030858599E1,-2.520000076E1,-9.119999695E1,-1.850000000E1
2.031852972E1,-2.520000076E1,-9.130000305E1,-1.850000000E1
2.032859814E1,-2.520000076E1,-9.130000305E1,-1.850000000E1
2.033853129E1,-2.520000076E1,-9.130000305E1,-1.860000038E1
2.034844249E1,-2.529999924E1,-9.130000305E1,-1.860000038E1
2.035900302E1,-2.529999924E1,-9.130000305E1,-1.860000038E1
2.036860626E1,-2.529999924E1,-9.130000305E1,-1.860000038E1
2.037866199E1,-2.529999924E1,-9.140000153E1,-1.870000076E1
2.038887672E1,-2.539999962E1,-9.140000153E1,-1.870000076E1
2.039862102E1,-2.550000000E1,-9.150000000E1,-1.879999924E1
2.040994445E1,-2.560000038E1,-9.159999847E1,-1.889999962E1
2.042240562E1,-2.560000038E1,-9.159999847E1,-1.900000000E1
2.043486679E1,-2.560000038E1,-9.159999847E1,-1.900000000E1
2.045309618E1,-2.570000076E1,-9.169999695E1,-1.910000038E1
2.046969579E1,-2.579999924E1,-9.190000153E1,-1.920000076E1
2.047848664E1,-2.579999924E1,-9.190000153E1,-1.920000076E1
2.048849945E1,-2.579999924E1,-9.190000153E1,-1.920000076E1
2.049847187E1,-2.579999924E1,-9.190000153E1,-1.920000076E1
2.050934226E1,-2.579999924E1,-9.180000305E1,-1.920000076E1
2.051899618E1,-2.579999924E1,-9.190000153E1,-1.920000076E1
2.052875060E1,-2.570000076E1,-9.180000305E1,-1.920000076E1
2.053847326E1,-2.570000076E1,-9.180000305E1,-1.910000038E1
2.054858006E1,-2.560000038E1,-9.180000305E1,-1.900000000E1
2.055854695E1,-2.560000038E1,-9.180000305E1,-1.900000000E1
2.056844691E1,-2.570000076E1,-9.180000305E1,-1.910000038E1
2.057856464E1,-2.560000038E1,-9.180000305E1,-1.910000038E1
2.058843541E1,-2.560000038E1,-9.169999695E1,-1.910000038E1
2.059848579E1,-2.560000038E1,-9.180000305E1,-1.910000038E1
2.060900656E1,-2.560000038E1,-9.169999695E1,-1.910000038E1
2.061895833E1,-2.560000038E1,-9.169999695E1,-1.910000038E1
2.062847279E1,-2.550000000E1,-9.169999695E1,-1.910000038E1
2.063853456E1,-2.560000038E1,-9.169999695E1,-1.910000038E1
2.064847202E1,-2.560000038E1,-9.169999695E1,-1.900000000E1
2.065865549E1,-2.570000076E1,-9.180000305E1,-1.910000038E1
2.066851764E1,-2.570000076E1,-9.190000153E1,-1.920000076E1
2.067853114E1,-2.570000076E1,-9.180000305E1,-1.910000038E1
2.068847126E1,-2.570000076E1,-9.180000305E1,-1.910000038E1
2.069875345E1,-2.570000076E1,-9.180000305E1,-1.910000038E1
2.070846129E1,-2.570000076E1,-9.180000305E1,-1.900000000E1
2.071847795E1,-2.570000076E1,-9.190000153E1,-1.900000000E1
2.072869345E1,-2.570000076E1,-9.190000153E1,-1.900000000E1
2.073845929E1,-2.579999924E1,-9.190000153E1,-1.900000000E1
2.074848122E1,-2.570000076E1,-9.190000153E1,-1.889999962E1
2.075874183E1,-2.570000076E1,-9.180000305E1,-1.889999962E1
2.076847391E1,-2.570000076E1,-9.180000305E1,-1.900000000E1
2.077851279E1,-2.570000076E1,-9.180000305E1,-1.889999962E1
2.078897472E1,-2.570000076E1,-9.180000305E1,-1.889999962E1
2.079848172E1,-2.560000038E1,-9.180000305E1,-1.889999962E1
2.080846568E1,-2.570000076E1,-9.190000153E1,-1.900000000E1
2.081855852E1,-2.579999924E1,-9.190000153E1,-1.900000000E1
2.082845126E1,-2.589999962E1,-9.200000000E1,-1.900000000E1
2.083846656E1,-2.589999962E1,-9.200000000E1,-1.910000038E1
2.084855002E1,-2.600000000E1,-9.209999847E1,-1.910000038E1
2.085861468E1,-2.600000000E1,-9.209999847E1,-1.920000076E1
2.086846826E1,-2.610000038E1,-9.219999695E1,-1.920000076E1
2.087900976E1,-2.620000076E1,-9.219999695E1,-1.929999924E1
2.088845026E1,-2.629999924E1,-9.230000305E1,-1.929999924E1
2.089847341E1,-2.629999924E1,-9.240000153E1,-1.929999924E1
2.090855764E1,-2.639999962E1,-9.250000000E1,-1.939999962E1
2.091847872E1,-2.650000000E1,-9.250000000E1,-1.939999962E1
2.092844149E1,-2.660000038E1,-9.259999847E1,-1.950000000E1
2.093872529E1,-2.650000000E1,-9.259999847E1,-1.950000000E1
2.094845660E1,-2.660000038E1,-9.269999695E1,-1.960000038E1
2.095866349E1,-2.660000038E1,-9.280000305E1,-1.960000038E1
2.096901956E1,-2.660000038E1,-9.280000305E1,-1.960000038E1
2.097862687E1,-2.679999924E1,-9.290000153E1,-1.970000076E1
2.098841849E1,-2.679999924E1,-9.290000153E1,-1.970000076E1
2.099901122E1,-2.689999962E1,-9.300000000E1,-1.970000076E1
2.100844506E1,-2.689999962E1,-9.300000000E1,-1.970000076E1
2.101847056E1,-2.689999962E1,-9.300000000E1,-1.970000076E1
2.102853941E1,-2.689999962E1,-9.300000000E1,-1.970000076E1
2.103848679E1,-2.700000000E1,-9.309999847E1,-1.970000076E1
2.104845991E1,-2.700000000E1,-9.319999695E1,-1.979999924E1
2.105853387E1,-2.710000038E1,-9.319999695E1,-1.979999924E1
2.106844495E1,-2.710000038E1,-9.319999695E1,-1.979999924E1
2.107844756E1,-2.710000038E1,-9.330000305E1,-1.989999962E1
2.108898552E1,-2.729999924E1,-9.340000153E1,-1.989999962E1
2.109851356E1,-2.729999924E1,-9.350000000E1,-2.000000000E1
2.110845795E1,-2.739999962E1,-9.350000000E1,-2.000000000E1
2.111901364E1,-2.739999962E1,-9.350000000E1,-2.000000000E1
2.112845460E1,-2.739999962E1,-9.350000000E1,-2.010000038E1
2.113850910E1,-2.750000000E1,-9.359999847E1,-2.010000038E1
2.114873822E1,-2.739999962E1,-9.359999847E1,-2.010000038E1
2.115979499E1,-2.739999962E1,-9.359999847E1,-2.010000038E1
2.116844199E1,-2.739999962E1,-9.350000000E1,-2.010000038E1
2.117876091E1,-2.729999924E1,-9.350000000E1,-2.000000000E1
2.118898641E1,-2.729999924E1,-9.340000153E1,-1.989999962E1
2.119866464E1,-2.720000076E1,-9.340000153E1,-1.989999962E1
2.120905891E1,-2.720000076E1,-9.340000153E1,-1.989999962E1
2.121856468E1,-2.720000076E1,-9.330000305E1,-1.989999962E1
2.122844222E1,-2.720000076E1,-9.330000305E1,-1.989999962E1
2.123852860E1,-2.720000076E1,-9.330000305E1,-1.989999962E1
2.124844595E1,-2.720000076E1,-9.330000305E1,-1.989999962E1
2.125849199E1,-2.720000076E1,-9.330000305E1,-1.989999962E1
2.126898729E1,-2.720000076E1,-9.330000305E1,-1.979999924E1
2.127862518E1,-2.710000038E1,-9.319999695E1,-1.979999924E1
2.128857033E1,-2.710000038E1,-9.319999695E1,-1.979999924E1
2.129858114E1,-2.710000038E1,-9.319999695E1,-1.979999924E1
2.130858772E1,-2.710000038E1,-9.319999695E1,-1.979999924E1
2.131863510E1,-2.710000038E1,-9.319999695E1,-1.989999962E1
2.132859276E1,-2.710000038E1,-9.319999695E1,-1.979999924E1
2.133853214E1,-2.710000038E1,-9.319999695E1,-1.979999924E1
2.134845660E1,-2.720000076E1,-9.319999695E1,-1.989999962E1
2.135883010E1,-2.710000038E1,-9.319999695E1,-1.979999924E1
2.136920360E1,-2.710000038E1,-9.309999847E1,-1.970000076E1
2.137850729E1,-2.710000038E1,-9.309999847E1,-1.970000076E1
2.138848148E1,-2.700000000E1,-9.300000000E1,-1.970000076E1
2.139862989E1,-2.700000000E1,-9.309999847E1,-1.960000038E1
2.140877829E1,-2.700000000E1,-9.309999847E1,-1.960000038E1
2.141858064E1,-2.700000000E1,-9.309999847E1,-1.950000000E1
2.142859358E1,-2.700000000E1,-9.300000000E1,-1.939999962E1
2.143860652E1,-2.689999962E1,-9.300000000E1,-1.939999962E1
2.144850179E1,-2.689999962E1,-9.290000153E1,-1.939999962E1
2.145861879E1,-2.700000000E1,-9.300000000E1,-1.939999962E1
2.146925491E1,-2.700000000E1,-9.300000000E1,-1.950000000E1
2.147850849E1,-2.700000000E1,-9.300000000E1,-1.960000038E1
2.148845426E1,-2.710000038E1,-9.309999847E1,-1.960000038E1
2.150005872E1,-2.710000038E1,-9.300000000E1,-1.960000038E1
2.150849545E1,-2.710000038E1,-9.309999847E1,-1.970000076E1
2.151848822E1,-2.720000076E1,-9.309999847E1,-1.979999924E1
2.152848098E1,-2.720000076E1,-9.309999847E1,-1.979999924E1
2.153850537E1,-2.710000038E1,-9.300000000E1,-1.979999924E1
2.154845918E1,-2.710000038E1,-9.300000000E1,-1.989999962E1
2.155852379E1,-2.710000038E1,-9.290000153E1,-1.989999962E1
2.156850745E1,-2.700000000E1,-9.290000153E1,-2.000000000E1
2.157849110E1,-2.700000000E1,-9.280000305E1,-2.000000000E1
2.158875575E1,-2.710000038E1,-9.290000153E1,-2.010000038E1
2.159849952E1,-2.710000038E1,-9.280000305E1,-2.010000038E1
2.160845614E1,-2.700000000E1,-9.280000305E1,-2.010000038E1
2.161925587E1,-2.700000000E1,-9.269999695E1,-2.010000038E1
2.163005560E1,-2.689999962E1,-9.259999847E1,-2.010000038E1
2.163851518E1,-2.679999924E1,-9.250000000E1,-2.010000038E1
2.164863699E1,-2.679999924E1,-9.240000153E1,-2.020000076E1
2.165849991E1,-2.670000076E1,-9.240000153E1,-2.029999924E1
2.166878202E1,-2.670000076E1,-9.240000153E1,-2.029999924E1
2.167844922E1,-2.670000076E1,-9.230000305E1,-2.039999962E1
2.168848291E1,-2.670000076E1,-9.230000305E1,-2.050000000E1
2.169905310E1,-2.660000038E1,-9.219999695E1,-2.050000000E1
2.170849625E1,-2.660000038E1,-9.209999847E1,-2.060000038E1
2.171845295E1,-2.660000038E1,-9.200000000E1,-2.060000038E1
2.172854302E1,-2.660000038E1,-9.200000000E1,-2.070000076E1
2.173849837E1,-2.660000038E1,-9.200000000E1,-2.070000076E1
2.174845372E1,-2.660000038E1,-9.190000153E1,-2.070000076E1
2.175856799E1,-2.660000038E1,-9.190000153E1,-2.070000076E1
2.176865875E1,-2.660000038E1,-9.180000305E1,-2.070000076E1
2.177846691E1,-2.660000038E1,-9.190000153E1,-2.070000076E1
2.178861137E1,-2.660000038E1,-9.180000305E1,-2.070000076E1
2.179875583E1,-2.650000000E1,-9.180000305E1,-2.079999924E1
2.180859687E1,-2.650000000E1,-9.169999695E1,-2.079999924E1
2.181843887E1,-2.639999962E1,-9.169999695E1,-2.070000076E1
2.182858572E1,-2.639999962E1,-9.169999695E1,-2.060000038E1
2.183843698E1,-2.639999962E1,-9.169999695E1,-2.070000076E1
2.184847372E1,-2.639999962E1,-9.169999695E1,-2.070000076E1
2.185851391E1,-2.639999962E1,-9.169999695E1,-2.070000076E1
2.186853472E1,-2.639999962E1,-9.169999695E1,-2.070000076E1
2.187848814E1,-2.650000000E1,-9.169999695E1,-2.070000076E1
2.188877310E1,-2.639999962E1,-9.169999695E1,-2.070000076E1
2.189845522E1,-2.639999962E1,-9.169999695E1,-2.070000076E1
2.190847333E1,-2.639999962E1,-9.159999847E1,-2.070000076E1
2.191969191E1,-2.639999962E1,-9.159999847E1,-2.070000076E1
2.192863679E1,-2.639999962E1,-9.159999847E1,-2.070000076E1
2.193843991E1,-2.639999962E1,-9.169999695E1,-2.070000076E1
2.195186406E1,-2.650000000E1,-9.169999695E1,-2.070000076E1
2.196846802E1,-2.650000000E1,-9.169999695E1,-2.079999924E1
2.197853222E1,-2.650000000E1,-9.169999695E1,-2.079999924E1
2.198868402E1,-2.650000000E1,-9.169999695E1,-2.079999924E1
2.199911345E1,-2.650000000E1,-9.169999695E1,-2.070000076E1
2.200959679E1,-2.650000000E1,-9.169999695E1,-2.070000076E1
2.201853095E1,-2.639999962E1,-9.169999695E1,-2.060000038E1
2.202859410E1,-2.639999962E1,-9.169999695E1,-2.060000038E1
2.203861252E1,-2.639999962E1,-9.169999695E1,-2.060000038E1
2.204848102E1,-2.639999962E1,-9.169999695E1,-2.060000038E1
2.205847181E1,-2.639999962E1,-9.169999695E1,-2.060000038E1
2.206846260E1,-2.639999962E1,-9.169999695E1,-2.060000038E1
2.207879664E1,-2.629999924E1,-9.159999847E1,-2.039999962E1
2.208848625E1,-2.629999924E1,-9.159999847E1,-2.050000000E1
2.209846945E1,-2.639999962E1,-9.169999695E1,-2.050000000E1
2.210860725E1,-2.639999962E1,-9.169999695E1,-2.050000000E1
2.211844925E1,-2.650000000E1,-9.180000305E1,-2.060000038E1
2.212935622E1,-2.650000000E1,-9.180000305E1,-2.060000038E1
2.213858591E1,-2.639999962E1,-9.169999695E1,-2.050000000E1
2.214847872E1,-2.629999924E1,-9.159999847E1,-2.039999962E1
2.215851883E1,-2.639999962E1,-9.159999847E1,-2.039999962E1
2.216912872E1,-2.629999924E1,-9.159999847E1,-2.039999962E1
2.217844072E1,-2.629999924E1,-9.159999847E1,-2.039999962E1
2.218861202E1,-2.629999924E1,-9.150000000E1,-2.039999962E1
2.219906372E1,-2.629999924E1,-9.150000000E1,-2.039999962E1
2.220847414E1,-2.629999924E1,-9.159999847E1,-2.039999962E1
2.221846187E1,-2.629999924E1,-9.159999847E1,-2.029999924E1
2.222848712E1,-2.629999924E1,-9.159999847E1,-2.029999924E1
2.223851237E1,-2.629999924E1,-9.159999847E1,-2.029999924E1
2.224863822E1,-2.620000076E1,-9.159999847E1,-2.020000076E1
2.225846418E1,-2.620000076E1,-9.159999847E1,-2.020000076E1
2.226874818E1,-2.620000076E1,-9.159999847E1,-2.010000038E1
2.227903218E1,-2.610000038E1,-9.150000000E1,-2.010000038E1
2.228860625E1,-2.610000038E1,-9.150000000E1,-2.000000000E1
2.229845875E1,-2.620000076E1,-9.159999847E1,-2.010000038E1
2.230854310E1,-2.620000076E1,-9.150000000E1,-2.010000038E1
2.231844333E1,-2.620000076E1,-9.150000000E1,-2.010000038E1
2.232846124E1,-2.620000076E1,-9.150000000E1,-2.010000038E1
2.233847914E1,-2.610000038E1,-9.140000153E1,-2.010000038E1
2.234859125E1,-2.610000038E1,-9.140000153E1,-2.010000038E1
2.235845229E1,-2.610000038E1,-9.140000153E1,-2.010000038E1
2.236859872E1,-2.600000000E1,-9.140000153E1,-2.010000038E1
2.237868106E1,-2.610000038E1,-9.140000153E1,-2.020000076E1
2.238850275E1,-2.600000000E1,-9.140000153E1,-2.020000076E1
2.239926156E1,-2.589999962E1,-9.130000305E1,-2.010000038E1
2.240848487E1,-2.589999962E1,-9.130000305E1,-2.010000038E1
2.241845556E1,-2.589999962E1,-9.119999695E1,-2.010000038E1
2.242852452E1,-2.589999962E1,-9.119999695E1,-2.000000000E1
2.243843506E1,-2.589999962E1,-9.130000305E1,-2.010000038E1
2.244857975E1,-2.600000000E1,-9.130000305E1,-2.010000038E1
2.245873483E1,-2.589999962E1,-9.130000305E1,-2.010000038E1
2.246849483E1,-2.600000000E1,-9.130000305E1,-2.010000038E1
2.247845349E1,-2.600000000E1,-9.130000305E1,-2.000000000E1
2.248903422E1,-2.600000000E1,-9.130000305E1,-2.000000000E1
2.249842872E1,-2.600000000E1,-9.130000305E1,-2.000000000E1
2.250846429E1,-2.610000038E1,-9.130000305E1,-2.010000038E1
2.251854856E1,-2.610000038E1,-9.130000305E1,-2.010000038E1
2.252855256E1,-2.600000000E1,-9.130000305E1,-2.010000038E1
2.253855656E1,-2.600000000E1,-9.130000305E1,-2.010000038E1
2.254956425E1,-2.600000000E1,-9.130000305E1,-2.000000000E1
2.255849568E1,-2.600000000E1,-9.119999695E1,-2.010000038E1
2.256859564E1,-2.600000000E1,-9.119999695E1,-2.010000038E1
2.257852945E1,-2.600000000E1,-9.119999695E1,-2.010000038E1
2.258855487E1,-2.600000000E1,-9.119999695E1,-2.010000038E1
2.259847183E1,-2.589999962E1,-9.119999695E1,-2.010000038E1
2.260903752E1,-2.589999962E1,-9.109999847E1,-2.000000000E1
2.261857698E1,-2.589999962E1,-9.119999695E1,-2.010000038E1
2.262894102E1,-2.600000000E1,-9.119999695E1,-2.010000038E1
2.263860422E1,-2.600000000E1,-9.130000305E1,-2.010000038E1
2.264847791E1,-2.600000000E1,-9.130000305E1,-2.010000038E1
2.265844272E1,-2.600000000E1,-9.130000305E1,-2.010000038E1
2.266852952E1,-2.600000000E1,-9.130000305E1,-2.010000038E1
2.267845548E1,-2.600000000E1,-9.130000305E1,-2.000000000E1
2.268847118E1,-2.610000038E1,-9.140000153E1,-2.010000038E1
2.269870825E1,-2.610000038E1,-9.130000305E1,-2.000000000E1
2.270859272E1,-2.600000000E1,-9.130000305E1,-2.000000000E1
2.271850472E1,-2.610000038E1,-9.140000153E1,-2.010000038E1
2.272879016E1,-2.600000000E1,-9.130000305E1,-2.000000000E1
2.273907560E1,-2.600000000E1,-9.130000305E1,-2.000000000E1
2.274853591E1,-2.610000038E1,-9.140000153E1,-2.010000038E1
2.275852768E1,-2.610000038E1,-9.140000153E1,-2.010000038E1
2.276853483E1,-2.610000038E1,-9.140000153E1,-2.010000038E1
2.278140968E1,-2.610000038E1,-9.140000153E1,-2.010000038E1
