"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.278105808E1,1.740778536E-1,9.780662537E0,1.479960799E0,9.893530549E0
1.278356042E1,1.645065546E-1,9.775876999E0,1.479960799E0,9.888635774E0
1.278607808E1,1.932204217E-1,9.795019150E0,1.475175142E0,9.907364734E0
1.278858042E1,1.692921966E-1,9.814162254E0,1.432104349E0,9.919544519E0
1.279108276E1,1.549352705E-1,9.751948357E0,1.384247899E0,9.850920969E0
1.279358506E1,1.501496136E-1,9.747162819E0,1.389033556E0,9.846783340E0
1.279608740E1,1.214357466E-1,9.809376717E0,1.369890928E0,9.905312684E0
1.279858974E1,1.357926875E-1,9.771091461E0,1.341177106E0,9.863641520E0
1.280103974E1,1.453639716E-1,9.775876999E0,1.326820135E0,9.866577596E0
1.280348974E1,7.836493850E-2,9.761520386E0,1.288534999E0,9.846509216E0
1.280596454E1,7.836493850E-2,9.747162819E0,1.202393413E0,9.821358053E0
1.280843933E1,8.793623000E-2,9.732806206E0,1.173679471E0,9.803712201E0
1.281091412E1,9.750752151E-2,9.756733894E0,1.154536963E0,9.825289797E0
1.281341266E1,1.453639716E-1,9.756733894E0,1.173679471E0,9.828148883E0
1.281591120E1,1.740778536E-1,9.732806206E0,1.135394335E0,9.800354077E0
1.281840974E1,2.171486616E-1,9.761520386E0,1.121037364E0,9.828080105E0
1.282090829E1,2.267199457E-1,9.775876999E0,1.149751306E0,9.845867209E0
1.282340683E1,2.075773627E-1,9.795019150E0,1.111466169E0,9.860063162E0
1.282590568E1,2.841476798E-1,9.771091461E0,1.101894855E0,9.837130706E0
1.282841766E1,2.458625287E-1,9.799804688E0,1.073180914E0,9.861457173E0
1.283091652E1,1.357926875E-1,9.771091461E0,1.063609719E0,9.829747384E0
1.283341532E1,9.272187948E-2,9.751948357E0,9.248259664E-1,9.796141953E0
1.283591412E1,1.214357466E-1,9.785448074E0,9.200403094E-1,9.829354751E0
1.283841297E1,9.272187948E-2,9.761520386E0,8.673982024E-1,9.800421278E0
1.284091178E1,1.357926875E-1,9.799804688E0,8.147560954E-1,9.834553323E0
1.284341063E1,1.549352705E-1,9.766305923E0,7.956135273E-1,9.799884551E0
1.284590948E1,2.027917206E-1,9.799804688E0,8.003991842E-1,9.834527708E0
1.284840834E1,2.458625287E-1,9.790233612E0,8.147560954E-1,9.827153711E0
1.285090724E1,2.362912297E-1,9.790233612E0,7.764709592E-1,9.823818752E0
1.285341021E1,1.597209126E-1,9.775876999E0,7.381857634E-1,9.805008929E0
1.285590912E1,2.075773627E-1,9.751948357E0,7.334001660E-1,9.781690085E0
1.285840803E1,1.597209126E-1,9.766305923E0,7.286145091E-1,9.794749678E0
1.286090693E1,1.501496136E-1,9.751948357E0,6.903293133E-1,9.777504601E0
1.286340589E1,1.549352705E-1,9.785448074E0,6.759724021E-1,9.809991725E0
1.286590480E1,1.310070455E-1,9.747162819E0,7.142575383E-1,9.774175653E0
1.286840370E1,1.740778536E-1,9.780662537E0,7.238288522E-1,9.808954631E0
1.287090266E1,1.836491376E-1,9.780662537E0,6.759724021E-1,9.805713913E0
1.287345266E1,1.405783296E-1,9.775876999E0,7.142575383E-1,9.802943292E0
1.287600266E1,1.501496136E-1,9.780662537E0,7.094719410E-1,9.807510132E0
1.287855266E1,1.549352705E-1,9.747162819E0,7.286145091E-1,9.775585254E0
1.288105495E1,9.272187948E-2,9.780662537E0,7.477570772E-1,9.809643095E0
1.288355933E1,1.070788130E-1,9.756733894E0,7.334001660E-1,9.784845321E0
1.288606162E1,5.922235921E-2,9.780662537E0,7.094719410E-1,9.806539521E0
1.288856391E1,8.793623000E-2,9.799804688E0,6.711867452E-1,9.823156129E0
1.289106620E1,1.022931710E-1,9.790233612E0,6.759724021E-1,9.814075441E0
1.289356855E1,6.400800496E-2,9.804591179E0,6.376872063E-1,9.825515263E0
1.289607084E1,1.214357466E-1,9.818947792E0,6.424728632E-1,9.840693764E0
1.289852084E1,1.214357466E-1,9.785448074E0,6.616154313E-1,9.808540953E0
1.290097084E1,1.645065546E-1,9.795019150E0,6.281159520E-1,9.816516297E0
1.290343980E1,1.645065546E-1,9.780662537E0,5.946164131E-1,9.800101568E0
1.290590876E1,1.740778536E-1,9.756733894E0,5.611169338E-1,9.774405946E0
1.290837771E1,2.123630047E-1,9.799804688E0,5.706881881E-1,9.818704343E0
1.291087599E1,2.171486616E-1,9.775876999E0,5.563312769E-1,9.794101752E0
1.291337422E1,2.267199457E-1,9.804591179E0,6.089733839E-1,9.826100890E0
1.291587251E1,1.788634956E-1,9.785448074E0,6.376872063E-1,9.807835191E0
1.291837079E1,1.932204217E-1,9.761520386E0,6.137589812E-1,9.782704864E0
1.292086902E1,1.645065546E-1,9.785448074E0,6.424728632E-1,9.807896197E0
1.292336782E1,1.405783296E-1,9.799804688E0,6.233302951E-1,9.820614789E0
1.292589146E1,1.501496136E-1,9.785448074E0,6.424728632E-1,9.807665895E0
1.292839026E1,1.549352705E-1,9.771091461E0,7.094719410E-1,9.798039789E0
1.293088912E1,1.357926875E-1,9.809376717E0,7.094719410E-1,9.835937254E0
1.293338792E1,1.692921966E-1,9.795019150E0,7.046862841E-1,9.821794274E0
1.293588672E1,2.123630047E-1,9.799804688E0,7.908278704E-1,9.833955393E0
1.293838553E1,1.884347796E-1,9.790233612E0,7.908278704E-1,9.823929487E0
1.294088433E1,1.645065546E-1,9.799804688E0,8.291130662E-1,9.836191478E0
1.294338318E1,1.836491376E-1,9.795019150E0,8.721838593E-1,9.835488388E0
1.294588204E1,1.357926875E-1,9.814162254E0,9.056833982E-1,9.856798812E0
1.294838172E1,9.750752151E-2,9.785448074E0,8.865407705E-1,9.826009173E0
1.295088136E1,1.262213886E-1,9.780662537E0,9.343972206E-1,9.826005784E0
1.295338021E1,9.750752151E-2,9.790233612E0,9.200403094E-1,9.833852555E0
1.295587902E1,4.486542568E-2,9.742377281E0,9.200403094E-1,9.785826596E0
1.295837787E1,2.572284266E-2,9.737591743E0,8.769695163E-1,9.777035858E0
1.296087672E1,1.615155302E-2,9.790233612E0,8.626125455E-1,9.828175591E0
1.296337558E1,-2.213360928E-2,9.766305923E0,8.243274093E-1,9.801057951E0
1.296587443E1,-3.170489892E-2,9.780662537E0,8.099704385E-1,9.814194667E0
1.296837329E1,4.007977992E-2,9.761520386E0,7.812566161E-1,9.792816170E0
1.297087235E1,8.793623000E-2,9.804591179E0,7.429714203E-1,9.833094503E0
1.297337943E1,9.750752151E-2,9.761520386E0,7.621139884E-1,9.791711071E0
1.297587849E1,1.310070455E-1,9.761520386E0,7.908278704E-1,9.794378582E0
1.297837751E1,1.645065546E-1,9.799804688E0,8.147560954E-1,9.834991704E0
1.298087646E1,1.692921966E-1,9.804591179E0,7.764709592E-1,9.836746169E0
1.298337553E1,1.836491376E-1,9.766305923E0,8.243274093E-1,9.802753392E0
1.298587459E1,1.836491376E-1,9.790233612E0,8.195417523E-1,9.826192033E0
1.298837365E1,2.027917206E-1,9.785448074E0,8.003991842E-1,9.820221859E0
1.299087266E1,1.980060786E-1,9.756733894E0,7.668996453E-1,9.788830255E0
1.299342146E1,2.267199457E-1,9.838089943E0,7.381857634E-1,9.868350109E0
1.299597026E1,1.836491376E-1,9.799804688E0,7.477570772E-1,9.830007099E0
1.299851907E1,2.745763958E-1,9.790233612E0,7.190431952E-1,9.820442429E0
1.300102141E1,2.458625287E-1,9.818947792E0,7.094719410E-1,9.847615679E0
1.300352376E1,2.362912297E-1,9.814162254E0,7.190431952E-1,9.843304192E0
1.300602610E1,2.841476798E-1,9.785448074E0,6.903293133E-1,9.813882437E0
1.300852849E1,2.602194548E-1,9.790233612E0,6.376872063E-1,9.814429852E0
1.301103084E1,2.889333367E-1,9.823733330E0,6.711867452E-1,9.850873599E0
1.301353323E1,2.650051117E-1,9.804591179E0,6.616154313E-1,9.830461376E0
1.301603558E1,2.410768867E-1,9.804591179E0,6.520441771E-1,9.829205861E0
1.301848558E1,2.219343036E-1,9.809376717E0,6.807580590E-1,9.835474464E0
1.302093558E1,1.645065546E-1,9.804591179E0,6.664010882E-1,9.828588963E0
1.302339219E1,1.597209126E-1,9.795019150E0,7.094719410E-1,9.821978484E0
1.302584881E1,1.118644550E-1,9.775876999E0,6.616154313E-1,9.798878494E0
1.302830542E1,1.262213886E-1,9.756733894E0,7.477570772E-1,9.786160063E0
1.303080292E1,1.549352705E-1,9.790233612E0,7.381857634E-1,9.819246271E0
1.303330047E1,2.075773627E-1,9.809376717E0,7.860422134E-1,9.843008803E0
1.303579797E1,1.740778536E-1,9.799804688E0,8.578268886E-1,9.838818119E0
1.303829547E1,2.075773627E-1,9.785448074E0,8.817551732E-1,9.827287243E0
1.304079297E1,2.123630047E-1,9.795019150E0,9.248259664E-1,9.840874009E0
1.304329157E1,2.027917206E-1,9.785448074E0,9.678967595E-1,9.835290674E0
1.304583688E1,2.315055877E-1,9.771091461E0,1.034895778E0,9.828470504E0
1.304833547E1,2.267199457E-1,9.809376717E0,1.054038405E0,9.868448230E0
1.305083402E1,2.315055877E-1,9.790233612E0,1.101894855E0,9.854767440E0
1.305333261E1,2.123630047E-1,9.780662537E0,1.097109199E0,9.844293083E0
1.305583120E1,1.932204217E-1,9.766305923E0,1.116251707E0,9.831789430E0
1.305832980E1,1.022931710E-1,9.804591179E0,1.125823021E0,9.869546573E0
1.306082839E1,9.272187948E-2,9.780662537E0,1.116251707E0,9.844591148E0
1.306332704E1,3.050848842E-2,9.732806206E0,1.106680512E0,9.795569874E0
1.306582631E1,-6.041877344E-2,9.761520386E0,1.082752228E0,9.821572331E0
1.306835469E1,-6.520441920E-2,9.775876999E0,1.082752228E0,9.835871853E0
1.307085396E1,-1.034895778E-1,9.785448074E0,1.082752228E0,9.845712595E0
1.307335323E1,-1.130608693E-1,9.775876999E0,1.073180914E0,9.835256536E0
1.307585245E1,-7.956135273E-2,9.766305923E0,1.082752228E0,9.826464969E0
1.307835172E1,-3.170489892E-2,9.737591743E0,1.044467092E0,9.793498337E0
1.308085099E1,2.093719877E-2,9.780662537E0,1.049252748E0,9.836804834E0
1.308335026E1,1.022931710E-1,9.804591179E0,1.063609719E0,9.862643546E0
1.308584954E1,1.262213886E-1,9.756733894E0,1.044467092E0,9.813291987E0
1.308834881E1,1.453639716E-1,9.790233612E0,1.044467092E0,9.846863276E0
1.309084787E1,2.027917206E-1,9.761520386E0,9.678967595E-1,9.811484539E0
1.309333667E1,1.836491376E-1,9.795019150E0,9.439685345E-1,9.842113784E0
1.309583573E1,1.836491376E-1,9.795019150E0,9.008977413E-1,9.838076229E0
1.309833474E1,2.123630047E-1,9.775876999E0,9.008977413E-1,9.819597033E0
1.310083381E1,1.549352705E-1,9.766305923E0,8.961120844E-1,9.808555102E0
1.310333282E1,1.549352705E-1,9.785448074E0,8.530412912E-1,9.823781268E0
1.310583183E1,1.549352705E-1,9.775876999E0,8.482556343E-1,9.813832771E0
1.310833089E1,7.357929647E-2,9.766305923E0,8.051848412E-1,9.799717748E0
1.311082990E1,7.836493850E-2,9.790233612E0,8.434699774E-1,9.826813158E0
1.311337990E1,5.922235921E-2,9.790233612E0,8.578268886E-1,9.827921878E0
1.311592990E1,4.965107143E-2,9.775876999E0,8.051848412E-1,9.809105920E0
1.311847990E1,1.615155302E-2,9.756733894E0,8.578268886E-1,9.794385337E0
1.312098240E1,2.093719877E-2,9.799804688E0,8.003991842E-1,9.832458957E0
1.312348980E1,4.007977992E-2,9.728020668E0,8.482556343E-1,9.765015624E0
1.312599230E1,1.136590727E-2,9.761520386E0,8.913264275E-1,9.802136105E0
1.312849480E1,5.443671346E-2,9.814162254E0,8.865407705E-1,9.854273116E0
1.313099730E1,5.443671346E-2,9.766305923E0,9.152546525E-1,9.809250013E0
1.313349980E1,6.400800496E-2,9.809376717E0,9.200403094E-1,9.852636336E0
1.313600224E1,1.118644550E-1,9.785448074E0,9.391828775E-1,9.831051426E0
1.313845224E1,1.166501045E-1,9.790233612E0,8.961120844E-1,9.831851214E0
1.314090224E1,1.070788130E-1,9.785448074E0,9.056833982E-1,9.827854410E0
1.314335224E1,9.272187948E-2,9.785448074E0,9.056833982E-1,9.827708470E0
1.314585099E1,1.262213886E-1,9.780662537E0,8.578268886E-1,9.819020240E0
1.314832688E1,1.357926875E-1,9.761520386E0,8.769695163E-1,9.801775116E0
1.315082563E1,1.214357466E-1,9.809376717E0,8.195417523E-1,9.844301239E0
1.315332443E1,8.793623000E-2,9.780662537E0,8.243274093E-1,9.815732683E0
1.315582318E1,1.405783296E-1,9.809376717E0,8.099704385E-1,9.843763810E0
1.315832193E1,1.310070455E-1,9.766305923E0,8.051848412E-1,9.800317182E0
1.316082068E1,1.549352705E-1,9.771091461E0,7.573283911E-1,9.801621273E0
1.316331922E1,1.022931710E-1,9.785448074E0,6.903293133E-1,9.810301344E0
1.316580808E1,1.214357466E-1,9.785448074E0,6.855437160E-1,9.810184037E0
1.316830662E1,1.357926875E-1,9.771091461E0,6.616154313E-1,9.794406719E0
1.317080516E1,1.645065546E-1,9.756733894E0,6.329016089E-1,9.778623785E0
1.317330370E1,1.453639716E-1,9.823733330E0,5.563312769E-1,9.840547328E0
1.317580224E1,2.027917206E-1,9.795019150E0,5.659025311E-1,9.813448441E0
1.317830079E1,1.549352705E-1,9.804591179E0,5.754738450E-1,9.822687172E0
1.318079933E1,1.980060786E-1,9.814162254E0,5.898307562E-1,9.833864321E0
1.318329787E1,1.932204217E-1,9.761520386E0,5.946164131E-1,9.781522532E0
1.318579719E1,1.645065546E-1,9.809376717E0,5.898307562E-1,9.828470598E0
1.318831303E1,1.405783296E-1,9.818947792E0,5.754738450E-1,9.836801724E0
1.319082881E1,1.453639716E-1,9.766305923E0,6.089733839E-1,9.786353287E0
1.319332813E1,5.443671346E-2,9.775876999E0,5.706881881E-1,9.792671722E0
1.319582740E1,7.836493850E-2,9.785448074E0,6.041877270E-1,9.804395845E0
1.319832672E1,1.214357466E-1,9.761520386E0,6.137589812E-1,9.781550336E0
1.320082605E1,9.272187948E-2,9.818947792E0,6.807580590E-1,9.842955076E0
1.320332537E1,1.405783296E-1,9.761520386E0,6.903293133E-1,9.786909475E0
1.320582469E1,1.070788130E-1,9.785448074E0,6.807580590E-1,9.809683554E0
1.320832402E1,1.549352705E-1,9.780662537E0,7.238288522E-1,9.808633585E0
1.321082292E1,1.357926875E-1,9.756733894E0,7.621139884E-1,9.787395653E0
1.321330490E1,1.453639716E-1,9.775876999E0,7.668996453E-1,9.806989184E0
1.321580381E1,1.645065546E-1,9.804591179E0,7.573283911E-1,9.835172438E0
1.321830276E1,1.405783296E-1,9.756733894E0,7.429714203E-1,9.785991267E0
1.322080167E1,1.118644550E-1,9.785448074E0,7.429714203E-1,9.814250568E0
1.322330058E1,1.214357466E-1,9.790233612E0,7.621139884E-1,9.820602759E0
1.322579954E1,1.022931710E-1,9.775876999E0,7.334001660E-1,9.803882435E0
1.322829844E1,1.262213886E-1,9.785448074E0,7.238288522E-1,9.812994144E0
1.323079740E1,1.357926875E-1,9.795019150E0,7.477570772E-1,9.824458277E0
1.323334740E1,1.597209126E-1,9.795019150E0,7.477570772E-1,9.824818144E0
1.323589740E1,1.405783296E-1,9.785448074E0,7.573283911E-1,9.815717120E0
1.323844740E1,1.405783296E-1,9.818947792E0,8.338986635E-1,9.855297306E0
1.324095021E1,1.214357466E-1,9.804591179E0,8.003991842E-1,9.837956784E0
1.324347428E1,1.405783296E-1,9.780662537E0,8.386843204E-1,9.817561475E0
1.324597709E1,9.272187948E-2,9.775876999E0,8.338986635E-1,9.811817132E0
1.324847990E1,9.750752151E-2,9.785448074E0,8.721838593E-1,9.824724241E0
1.325098271E1,9.272187948E-2,9.795019150E0,9.296116233E-1,9.839470273E0
1.325348552E1,9.750752151E-2,9.766305923E0,9.008977413E-1,9.808254475E0
1.325598834E1,7.836493850E-2,9.751948357E0,8.673982024E-1,9.790761842E0
1.325843834E1,5.443671346E-2,9.766305923E0,9.104689956E-1,9.808804644E0
1.326088834E1,8.315058798E-2,9.790233612E0,8.482556343E-1,9.827264412E0
1.326335073E1,1.118644550E-1,9.780662537E0,8.721838593E-1,9.820110895E0
1.326581313E1,5.922235921E-2,9.761520386E0,8.913264275E-1,9.802308418E0
1.326827552E1,1.166501045E-1,9.756733894E0,9.104689956E-1,9.799817209E0
1.327077381E1,1.262213886E-1,9.766305923E0,8.961120844E-1,9.808143560E0
1.327327209E1,1.214357466E-1,9.761520386E0,8.721838593E-1,9.801159705E0
1.327577037E1,8.315058798E-2,9.766305923E0,9.343972206E-1,9.811255963E0
1.327826865E1,1.166501045E-1,9.756733894E0,9.248259664E-1,9.801161492E0
1.328076693E1,7.357929647E-2,9.766305923E0,9.296116233E-1,9.810724901E0
1.328326558E1,1.262213886E-1,9.799804688E0,9.343972206E-1,9.845059772E0
1.328578058E1,6.879365444E-2,9.785448074E0,9.152546525E-1,9.828398530E0
1.328827922E1,1.262213886E-1,9.790233612E0,9.056833982E-1,9.832846406E0
1.329077787E1,1.262213886E-1,9.780662537E0,9.104689956E-1,9.823759224E0
1.329327652E1,1.118644550E-1,9.780662537E0,9.104689956E-1,9.823585247E0
1.329577516E1,1.692921966E-1,9.790233612E0,9.056833982E-1,9.833493603E0
1.329827381E1,1.214357466E-1,9.809376717E0,9.152546525E-1,9.852731057E0
1.330077245E1,1.166501045E-1,9.828518867E0,8.721838593E-1,9.867831325E0
1.330327110E1,1.310070455E-1,9.771091461E0,9.200403094E-1,9.815185447E0
1.330577047E1,9.272187948E-2,9.742377281E0,8.961120844E-1,9.783942421E0
1.330830011E1,1.405783296E-1,9.761520386E0,9.296116233E-1,9.806692627E0
1.331079948E1,1.405783296E-1,9.780662537E0,9.391828775E-1,9.826656929E0
1.331329881E1,1.453639716E-1,9.756733894E0,9.056833982E-1,9.799757619E0
1.331579813E1,1.357926875E-1,9.790233612E0,8.673982024E-1,9.829521528E0
1.331829750E1,1.118644550E-1,9.766305923E0,9.056833982E-1,9.808848427E0
1.332079688E1,1.262213886E-1,9.790233612E0,8.961120844E-1,9.831969431E0
1.332329626E1,1.501496136E-1,9.799804688E0,8.913264275E-1,9.841401304E0
1.332579563E1,1.262213886E-1,9.766305923E0,8.769695163E-1,9.806413145E0
1.332829495E1,1.262213886E-1,9.766305923E0,8.817551732E-1,9.806842275E0
1.333079370E1,1.405783296E-1,9.799804688E0,8.961120844E-1,9.841694521E0
1.333326516E1,1.501496136E-1,9.790233612E0,9.439685345E-1,9.836782791E0
1.333576391E1,1.645065546E-1,9.790233612E0,9.200403094E-1,9.834745078E0
1.333826266E1,1.262213886E-1,9.771091461E0,9.535398483E-1,9.818319532E0
1.334076141E1,1.501496136E-1,9.799804688E0,9.726824164E-1,9.849102898E0
1.334326016E1,1.692921966E-1,9.795019150E0,1.001396298E0,9.847530378E0
1.334575886E1,1.262213886E-1,9.818947792E0,9.870393276E-1,9.869240813E0
1.334825761E1,6.879365444E-2,9.771091461E0,9.822536707E-1,9.820579575E0
1.335075636E1,7.836493850E-2,9.785448074E0,9.248259664E-1,9.829366111E0
1.335330584E1,7.357929647E-2,9.785448074E0,9.391828775E-1,9.830690332E0
1.335585532E1,3.529413417E-2,9.756733894E0,8.961120844E-1,9.797862973E0
1.335840480E1,9.272187948E-2,9.775876999E0,8.673982024E-1,9.814720989E0
1.336090683E1,1.022931710E-1,9.790233612E0,8.913264275E-1,9.831256322E0
1.336340886E1,9.750752151E-2,9.780662537E0,8.626125455E-1,9.819112372E0
1.336591089E1,1.357926875E-1,9.771091461E0,8.865407705E-1,9.812167066E0
1.336841297E1,1.357926875E-1,9.804591179E0,8.482556343E-1,9.842153497E0
1.337091500E1,1.310070455E-1,9.766305923E0,8.769695163E-1,9.806475910E0
1.337341709E1,1.070788130E-1,9.771091461E0,8.721838593E-1,9.810524904E0
1.337591912E1,1.070788130E-1,9.795019150E0,8.626125455E-1,9.833512415E0
1.337836912E1,1.070788130E-1,9.799804688E0,8.099704385E-1,9.833803430E0
1.338081912E1,1.501496136E-1,9.790233612E0,7.908278704E-1,9.823269711E0
1.338331792E1,1.549352705E-1,9.804591179E0,7.334001660E-1,9.833203391E0
1.338579224E1,1.501496136E-1,9.814162254E0,7.094719410E-1,9.840918458E0
1.338826652E1,1.645065546E-1,9.804591179E0,6.903293133E-1,9.830240341E0
1.339076532E1,1.836491376E-1,9.799804688E0,6.424728632E-1,9.822559254E0
1.339326417E1,1.453639716E-1,9.780662537E0,6.233302951E-1,9.801583086E0
1.339576297E1,1.357926875E-1,9.795019150E0,6.089733839E-1,9.814870778E0
1.339826183E1,1.357926875E-1,9.751948357E0,6.137589812E-1,9.772186884E0
1.340076068E1,1.262213886E-1,9.780662537E0,6.616154313E-1,9.803827134E0
1.340325995E1,1.405783296E-1,9.761520386E0,6.616154313E-1,9.784926034E0
1.340577740E1,9.750752151E-2,9.771091461E0,6.759724021E-1,9.794931074E0
1.340827667E1,9.272187948E-2,9.775876999E0,6.329016089E-1,9.796781762E0
1.341077589E1,9.272187948E-2,9.780662537E0,6.903293133E-1,9.805432758E0
1.341327516E1,9.272187948E-2,9.799804688E0,6.999006271E-1,9.825203822E0
1.341577438E1,1.070788130E-1,9.785448074E0,7.381857634E-1,9.813836055E0
1.341827355E1,1.549352705E-1,9.795019150E0,7.812566161E-1,9.827347912E0
1.342077282E1,1.310070455E-1,9.790233612E0,8.434699774E-1,9.827373944E0
1.342327209E1,1.166501045E-1,9.799804688E0,8.434699774E-1,9.836728153E0
1.342577073E1,1.118644550E-1,9.790233612E0,8.578268886E-1,9.828380070E0
1.342824433E1,1.214357466E-1,9.780662537E0,9.439685345E-1,9.826860276E0
1.343074297E1,6.400800496E-2,9.780662537E0,9.487541914E-1,9.826779289E0
1.343324162E1,4.965107143E-2,9.766305923E0,9.248259664E-1,9.810122307E0
1.343574027E1,8.793623000E-2,9.795019150E0,9.296116233E-1,9.839426340E0
1.343823891E1,7.357929647E-2,9.785448074E0,9.726824164E-1,9.833947275E0
1.344073761E1,5.443671346E-2,9.747162819E0,9.343972206E-1,9.791999006E0
1.344323626E1,7.357929647E-2,9.799804688E0,9.104689956E-1,9.842283252E0
1.344573495E1,1.070788130E-1,9.804591179E0,9.296116233E-1,9.849144726E0
1.344823360E1,8.315058798E-2,9.790233612E0,8.817551732E-1,9.830212632E0
1.345073224E1,1.357926875E-1,9.795019150E0,8.673982024E-1,9.834287948E0
1.345323115E1,1.310070455E-1,9.785448074E0,8.673982024E-1,9.824690148E0
1.345572980E1,1.405783296E-1,9.790233612E0,8.434699774E-1,9.827506197E0
1.345822849E1,1.357926875E-1,9.766305923E0,8.003991842E-1,9.799990301E0
1.346072714E1,1.166501045E-1,9.799804688E0,7.621139884E-1,9.830086311E0
1.346322579E1,8.793623000E-2,9.775876999E0,6.855437160E-1,9.800279285E0
1.346572448E1,1.214357466E-1,9.799804688E0,6.807580590E-1,9.824171725E0
1.346822313E1,1.262213886E-1,9.790233612E0,6.376872063E-1,9.811791426E0
1.347072183E1,1.740778536E-1,9.780662537E0,6.664010882E-1,9.804884148E0
1.347322047E1,1.645065546E-1,9.785448074E0,6.281159520E-1,9.806966201E0
1.347577047E1,1.788634956E-1,9.790233612E0,6.664010882E-1,9.814517652E0
1.347832047E1,1.597209126E-1,9.790233612E0,6.568298340E-1,9.813542193E0
1.348084558E1,1.692921966E-1,9.785448074E0,6.855437160E-1,9.810893132E0
1.348337068E1,1.836491376E-1,9.799804688E0,6.903293133E-1,9.825805488E0
1.348589579E1,1.980060786E-1,9.818947792E0,7.046862841E-1,9.846193422E0
1.348839813E1,1.980060786E-1,9.828518867E0,6.903293133E-1,9.854721919E0
1.349090052E1,1.980060786E-1,9.809376717E0,6.999006271E-1,9.836307176E0
1.349340287E1,1.836491376E-1,9.818947792E0,6.903293133E-1,9.844898034E0
1.349590521E1,1.884347796E-1,9.790233612E0,6.951149702E-1,9.816688172E0
1.349835521E1,1.788634956E-1,9.780662537E0,6.664010882E-1,9.804970281E0
1.350080521E1,1.836491376E-1,9.771091461E0,6.759724021E-1,9.796167314E0
1.350325521E1,1.788634956E-1,9.799804688E0,6.759724021E-1,9.824718966E0
1.350572698E1,1.740778536E-1,9.751948357E0,7.190431952E-1,9.779970499E0
1.350819870E1,1.788634956E-1,9.751948357E0,7.142575383E-1,9.779706168E0
1.351069678E1,1.453639716E-1,9.751948357E0,7.190431952E-1,9.779501549E0
1.351319480E1,1.549352705E-1,9.785448074E0,7.429714203E-1,9.814835989E0
1.351569282E1,1.501496136E-1,9.771091461E0,7.381857634E-1,9.800086299E0
1.351819089E1,1.549352705E-1,9.804591179E0,7.381857634E-1,9.833561478E0
1.352068891E1,1.740778536E-1,9.775876999E0,7.621139884E-1,9.807083763E0
1.352318693E1,1.692921966E-1,9.775876999E0,7.812566161E-1,9.808506148E0
1.352568573E1,1.262213886E-1,9.828518867E0,8.051848412E-1,9.862253170E0
1.352821849E1,1.357926875E-1,9.790233612E0,8.338986635E-1,9.826622045E0
1.353071730E1,1.405783296E-1,9.790233612E0,8.482556343E-1,9.827918094E0
1.353321605E1,1.645065546E-1,9.775876999E0,8.482556343E-1,9.813988543E0
1.353571485E1,1.357926875E-1,9.799804688E0,8.243274093E-1,9.835350896E0
1.353821370E1,1.022931710E-1,9.775876999E0,8.434699774E-1,9.812730333E0
1.354071250E1,1.166501045E-1,9.785448074E0,8.482556343E-1,9.822837619E0
1.354321131E1,9.750752151E-2,9.795019150E0,8.865407705E-1,9.835540778E0
1.354571011E1,1.022931710E-1,9.790233612E0,8.769695163E-1,9.829965087E0
1.354820938E1,8.793623000E-2,9.809376717E0,8.578268886E-1,9.847206270E0
1.355072745E1,5.443671346E-2,9.747162819E0,8.195417523E-1,9.781707165E0
1.355322672E1,8.315058798E-2,9.751948357E0,8.530412912E-1,9.789539837E0
1.355572594E1,8.315058798E-2,9.785448074E0,8.147560954E-1,9.819660663E0
1.355822511E1,8.793623000E-2,9.809376717E0,8.147560954E-1,9.843547727E0
1.356072438E1,7.357929647E-2,9.775876999E0,8.243274093E-1,9.810846074E0
1.356322365E1,4.007977992E-2,9.766305923E0,8.147560954E-1,9.800314550E0
1.356572292E1,9.750752151E-2,9.804591179E0,8.099704385E-1,9.838473866E0
1.356822214E1,9.272187948E-2,9.756733894E0,8.051848412E-1,9.790340968E0
1.357072152E1,6.879365444E-2,9.766305923E0,7.860422134E-1,9.798128715E0
1.357322339E1,7.357929647E-2,9.775876999E0,7.334001660E-1,9.803624881E0
1.357572521E1,1.118644550E-1,9.795019150E0,7.334001660E-1,9.823074346E0
1.357822459E1,1.118644550E-1,9.775876999E0,7.238288522E-1,9.803275624E0
1.358072391E1,1.310070455E-1,9.795019150E0,7.334001660E-1,9.823310989E0
1.358322329E1,1.645065546E-1,9.775876999E0,7.142575383E-1,9.803315630E0
1.358572266E1,1.118644550E-1,9.804591179E0,7.046862841E-1,9.830519040E0
1.358822204E1,1.549352705E-1,9.775876999E0,7.190431952E-1,9.803509532E0
1.359072141E1,1.262213886E-1,9.804591179E0,6.568298340E-1,9.827378361E0
1.359322073E1,1.549352705E-1,9.780662537E0,6.376872063E-1,9.802653190E0
1.359577073E1,1.645065546E-1,9.804591179E0,6.520441771E-1,9.827625970E0
1.359832073E1,1.501496136E-1,9.790233612E0,6.616154313E-1,9.813712553E0
1.360082308E1,1.453639716E-1,9.775876999E0,6.281159520E-1,9.797113423E0
1.360334334E1,1.405783296E-1,9.790233612E0,6.185446382E-1,9.810761128E0
1.360586355E1,1.070788130E-1,9.756733894E0,6.568298340E-1,9.779404255E0
1.360836589E1,1.070788130E-1,9.795019150E0,6.711867452E-1,9.818572079E0
