"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.659314328E0,1.884347796E-1,-1.555334777E-1,9.932008743E0,9.935013639E0
9.661764328E0,1.932204217E-1,-1.459621787E-1,9.917651176E0,9.920607035E0
9.664214328E0,1.884347796E-1,-1.698904037E-1,9.903294563E0,9.906543980E0
9.666712869E0,2.075773627E-1,-1.363908947E-1,9.927223206E0,9.930329874E0
9.669198598E0,2.075773627E-1,-1.363908947E-1,9.917651176E0,9.920760843E0
9.671697140E0,2.027917206E-1,-1.459621787E-1,9.903294563E0,9.906446015E0
9.674195630E0,2.027917206E-1,-1.555334777E-1,9.898509026E0,9.901807717E0
9.676694171E0,1.788634956E-1,-1.363908947E-1,9.903294563E0,9.905848668E0
9.679192661E0,1.980060786E-1,-1.411765367E-1,9.936794281E0,9.939769505E0
9.681691150E0,1.453639716E-1,-1.507478207E-1,9.893723488E0,9.895939574E0
9.684190005E0,2.171486616E-1,-1.603191197E-1,9.903294563E0,9.906972240E0
9.686696619E0,1.405783296E-1,-1.363908947E-1,9.936794281E0,9.938724532E0
9.689203182E0,1.740778536E-1,-1.651047617E-1,9.917651176E0,9.920552784E0
9.691702036E0,2.123630047E-1,-1.172483116E-1,9.912865639E0,9.915833318E0
9.694200838E0,2.315055877E-1,-1.555334777E-1,9.879366875E0,9.883302856E0
9.696699692E0,1.836491376E-1,-1.507478207E-1,9.941579819E0,9.944418596E0
9.699198598E0,2.219343036E-1,-1.507478207E-1,9.908080101E0,9.911711811E0
9.701697453E0,2.075773627E-1,-1.268195957E-1,9.917651176E0,9.920633872E0
9.704196307E0,2.458625287E-1,-1.555334777E-1,9.898509026E0,9.902783446E0
9.706695161E0,1.788634956E-1,-1.316052526E-1,9.932008743E0,9.934490916E0
9.709193546E0,2.362912297E-1,-1.459621787E-1,9.903294563E0,9.907188386E0
9.711671515E0,2.027917206E-1,-1.268195957E-1,9.884152412E0,9.887045899E0
9.714169900E0,2.027917206E-1,-1.555334777E-1,9.912865639E0,9.916159555E0
9.716668286E0,1.980060786E-1,-1.603191197E-1,9.912865639E0,9.916139057E0
9.719166671E0,1.980060786E-1,-1.363908947E-1,9.903294563E0,9.906212803E0
9.721665057E0,2.171486616E-1,-1.363908947E-1,9.922437668E0,9.925750616E0
9.724163390E0,2.123630047E-1,-1.316052526E-1,9.908080101E0,9.911229453E0
9.726661775E0,2.123630047E-1,-1.411765367E-1,9.932008743E0,9.935281905E0
9.729160161E0,1.740778536E-1,-1.603191197E-1,9.955936432E0,9.958748694E0
9.731659432E0,1.836491376E-1,-1.268195957E-1,9.922437668E0,9.924947329E0
9.734177400E0,2.171486616E-1,-1.316052526E-1,9.927223206E0,9.930469982E0
9.736695369E0,1.980060786E-1,-1.698904037E-1,9.908080101E0,9.911514538E0
9.739194640E0,1.836491376E-1,-1.172483116E-1,9.927223206E0,9.929614028E0
9.741693807E0,1.932204217E-1,-1.363908947E-1,9.912865639E0,9.915686652E0
9.744193078E0,2.075773627E-1,-1.268195957E-1,9.922437668E0,9.925418925E0
9.746692348E0,1.692921966E-1,-1.220339537E-1,9.912865639E0,9.915062143E0
9.749191619E0,2.027917206E-1,-1.411765367E-1,9.893723488E0,9.896808564E0
9.751690890E0,1.884347796E-1,-1.459621787E-1,9.898509026E0,9.901378366E0
9.754190109E0,1.645065546E-1,-1.507478207E-1,9.908080101E0,9.910592243E0
9.756740109E0,1.980060786E-1,-1.411765367E-1,9.903294563E0,9.906279848E0
9.759290109E0,1.645065546E-1,-1.316052526E-1,9.912865639E0,9.915104010E0
9.761792348E0,1.884347796E-1,-1.124626622E-1,9.898509026E0,9.900941190E0
9.764311828E0,1.884347796E-1,-1.507478207E-1,9.927223206E0,9.930155746E0
9.766831307E0,1.788634956E-1,-1.316052526E-1,9.946365356E0,9.948843948E0
9.769333546E0,1.740778536E-1,-1.603191197E-1,9.912865639E0,9.915690117E0
9.771835734E0,1.645065546E-1,-1.651047617E-1,9.888937950E0,9.891684173E0
9.774337973E0,1.501496136E-1,-1.411765367E-1,9.941579819E0,9.943715855E0
9.776840213E0,1.884347796E-1,-1.316052526E-1,9.922437668E0,9.925099339E0
9.779342400E0,2.027917206E-1,-1.555334777E-1,9.908080101E0,9.911375607E0
9.781792400E0,2.075773627E-1,-1.363908947E-1,9.893723488E0,9.896840672E0
9.784242400E0,1.740778536E-1,-1.411765367E-1,9.922437668E0,9.924968674E0
9.786701984E0,2.171486616E-1,-1.363908947E-1,9.946365356E0,9.949670337E0
9.789161567E0,1.884347796E-1,-1.316052526E-1,9.941579819E0,9.944236366E0
9.791659848E0,2.075773627E-1,-1.746760458E-1,9.927223206E0,9.930929496E0
9.794158182E0,1.788634956E-1,-1.172483116E-1,9.927223206E0,9.929526670E0
9.796656463E0,1.980060786E-1,-1.459621787E-1,9.912865639E0,9.915917332E0
9.799154744E0,1.788634956E-1,-1.507478207E-1,9.888937950E0,9.891704142E0
9.801653078E0,2.123630047E-1,-1.316052526E-1,9.908080101E0,9.911229453E0
9.804151880E0,1.453639716E-1,-1.651047617E-1,9.912865639E0,9.915306119E0
9.806661463E0,1.932204217E-1,-1.651047617E-1,9.888937950E0,9.892203369E0
9.809171046E0,1.932204217E-1,-1.507478207E-1,9.908080101E0,9.911110449E0
9.811669848E0,1.980060786E-1,-1.411765367E-1,9.955936432E0,9.958905937E0
9.814168598E0,1.932204217E-1,-1.363908947E-1,9.936794281E0,9.939608503E0
9.816667400E0,2.027917206E-1,-1.555334777E-1,9.941579819E0,9.944864224E0
9.819166150E0,1.980060786E-1,-1.363908947E-1,9.884152412E0,9.887076302E0
9.821664953E0,1.692921966E-1,-1.459621787E-1,9.912865639E0,9.915385518E0
9.824163755E0,1.980060786E-1,-1.411765367E-1,9.888937950E0,9.891927568E0
9.826662557E0,2.171486616E-1,-1.459621787E-1,9.932008743E0,9.935454503E0
9.829161567E0,1.932204217E-1,-1.555334777E-1,9.898509026E0,9.901616319E0
9.831669275E0,1.692921966E-1,-1.603191197E-1,9.898509026E0,9.901254617E0
9.834168286E0,1.740778536E-1,-1.507478207E-1,9.936794281E0,9.939462188E0
9.836667244E0,2.027917206E-1,-1.603191197E-1,9.898509026E0,9.901884045E0
9.839166203E0,2.362912297E-1,-1.507478207E-1,9.936794281E0,9.940746402E0
9.841665213E0,1.501496136E-1,-1.363908947E-1,9.927223206E0,9.929295441E0
9.844164171E0,1.932204217E-1,-1.268195957E-1,9.960722923E0,9.963403961E0
9.846663182E0,2.027917206E-1,-1.363908947E-1,9.936794281E0,9.939799170E0
9.849162140E0,1.788634956E-1,-1.411765367E-1,9.927223206E0,9.929838042E0
9.851660734E0,1.692921966E-1,-1.076770201E-1,9.922437668E0,9.924465903E0
9.854150421E0,1.501496136E-1,-1.459621787E-1,9.932008743E0,9.934216000E0
9.856640109E0,1.980060786E-1,-1.076770201E-1,9.908080101E0,9.910643371E0
9.859138703E0,1.740778536E-1,-1.507478207E-1,9.893723488E0,9.896403006E0
9.861637192E0,2.171486616E-1,-1.507478207E-1,9.874580383E0,9.878118049E0
9.864135786E0,2.171486616E-1,-1.603191197E-1,9.922437668E0,9.926108252E0
9.866634328E0,2.219343036E-1,-1.746760458E-1,9.922437668E0,9.926456358E0
9.869132869E0,2.075773627E-1,-1.507478207E-1,9.951150894E0,9.954457162E0
9.871631463E0,1.788634956E-1,-1.172483116E-1,9.917651176E0,9.919956864E0
9.874130057E0,1.980060786E-1,-1.076770201E-1,9.903294563E0,9.905859072E0
9.876680057E0,1.932204217E-1,-1.316052526E-1,9.932008743E0,9.934759773E0
9.879230057E0,1.884347796E-1,-1.794617027E-1,9.903294563E0,9.906712743E0
9.881762296E0,2.219343036E-1,-1.459621787E-1,9.898509026E0,9.902072547E0
9.884294536E0,1.788634956E-1,-1.555334777E-1,9.917651176E0,9.920483238E0
9.886826775E0,1.692921966E-1,-1.316052526E-1,9.912865639E0,9.915184565E0
9.889329484E0,1.740778536E-1,-1.459621787E-1,9.927223206E0,9.929822185E0
9.891832192E0,2.027917206E-1,-1.794617027E-1,9.912865639E0,9.916563727E0
9.894334900E0,1.788634956E-1,-1.220339537E-1,9.888937950E0,9.891308216E0
9.896837661E0,1.597209126E-1,-1.411765367E-1,9.917651176E0,9.919941857E0
9.899340421E0,1.740778536E-1,-1.363908947E-1,9.932008743E0,9.934470457E0
9.901790421E0,1.980060786E-1,-1.316052526E-1,9.912865639E0,9.915716390E0
9.904240421E0,2.027917206E-1,-1.411765367E-1,9.936794281E0,9.939865989E0
9.906709171E0,1.692921966E-1,-1.268195957E-1,9.917651176E0,9.919906649E0
9.909177973E0,2.267199457E-1,-9.810572863E-2,9.874580383E0,9.877669989E0
9.911646723E0,1.692921966E-1,-1.316052526E-1,9.922437668E0,9.924754358E0
9.914145317E0,2.123630047E-1,-1.555334777E-1,9.946365356E0,9.949847864E0
9.916643859E0,1.884347796E-1,-1.459621787E-1,9.936794281E0,9.939652570E0
9.919142453E0,1.932204217E-1,-1.363908947E-1,9.927223206E0,9.930040140E0
9.921641046E0,1.980060786E-1,-1.363908947E-1,9.893723488E0,9.896644549E0
9.924139588E0,1.788634956E-1,-1.507478207E-1,9.951150894E0,9.953899797E0
9.926637869E0,1.980060786E-1,-1.363908947E-1,9.908080101E0,9.910996931E0
9.929123494E0,2.123630047E-1,-1.603191197E-1,9.927223206E0,9.930788531E0
9.931621775E0,1.836491376E-1,-1.794617027E-1,9.936794281E0,9.940111372E0
9.934120005E0,1.836491376E-1,-1.363908947E-1,9.917651176E0,9.920289025E0
9.936618286E0,1.884347796E-1,-1.603191197E-1,9.912865639E0,9.915952554E0
9.939116619E0,1.980060786E-1,-1.411765367E-1,9.912865639E0,9.915848042E0
9.941614900E0,2.410768867E-1,-1.363908947E-1,9.946365356E0,9.950221321E0
9.944113182E0,2.075773627E-1,-1.316052526E-1,9.859625816E0,9.862688758E0
9.946611463E0,1.740778536E-1,-1.651047617E-1,9.908080101E0,9.910984511E0
9.949110161E0,1.740778536E-1,-1.651047617E-1,9.936794281E0,9.939690300E0
9.951625682E0,2.123630047E-1,-1.363908947E-1,9.932008743E0,9.935215055E0
9.954124380E0,1.836491376E-1,-1.172483116E-1,9.917651176E0,9.920044306E0
9.956623025E0,1.692921966E-1,-1.220339537E-1,9.946365356E0,9.948554465E0
9.959121671E0,1.836491376E-1,-1.220339537E-1,9.888937950E0,9.891395911E0
9.961620369E0,2.027917206E-1,-1.842473447E-1,9.917651176E0,9.921435200E0
9.964119015E0,1.932204217E-1,-1.363908947E-1,9.888937950E0,9.891765787E0
9.966617713E0,1.836491376E-1,-1.555334777E-1,9.936794281E0,9.939708157E0
9.969116411E0,1.884347796E-1,-1.746760458E-1,9.927223206E0,9.930547818E0
9.971615213E0,1.836491376E-1,-1.411765367E-1,9.922437668E0,9.925141162E0
9.974116567E0,1.692921966E-1,-1.124626622E-1,9.922437668E0,9.924518979E0
9.976617869E0,1.932204217E-1,-1.555334777E-1,9.893723488E0,9.896832284E0
9.979116671E0,1.884347796E-1,-1.698904037E-1,9.927223206E0,9.930464792E0
9.981615421E0,2.123630047E-1,-1.172483116E-1,9.908080101E0,9.911049213E0
9.984114223E0,2.362912297E-1,-1.555334777E-1,9.908080101E0,9.912117609E0
9.986613025E0,2.075773627E-1,-1.124626622E-1,9.917651176E0,9.920460729E0
9.989111775E0,2.171486616E-1,-1.459621787E-1,9.917651176E0,9.921101923E0
9.991610578E0,2.075773627E-1,-1.363908947E-1,9.917651176E0,9.920760843E0
9.994109380E0,2.075773627E-1,-1.268195957E-1,9.932008743E0,9.934987129E0
9.996659380E0,1.740778536E-1,-1.268195957E-1,9.927223206E0,9.929559249E0
9.999209380E0,2.075773627E-1,-1.507478207E-1,9.912865639E0,9.916184671E0
1.000171146E1,1.740778536E-1,-1.411765367E-1,9.922437668E0,9.924968674E0
1.000423823E1,2.219343036E-1,-1.268195957E-1,9.912865639E0,9.916160709E0
1.000676500E1,1.788634956E-1,-1.316052526E-1,9.941579819E0,9.944059603E0
1.000926709E1,2.171486616E-1,-1.890329868E-1,9.893723488E0,9.897911470E0
1.001176917E1,2.027917206E-1,-1.363908947E-1,9.874580383E0,9.877604199E0
1.001427126E1,1.597209126E-1,-1.268195957E-1,9.951150894E0,9.953240583E0
1.001677339E1,1.836491376E-1,-1.603191197E-1,9.936794281E0,9.939784193E0
1.001927547E1,1.932204217E-1,-1.555334777E-1,9.922437668E0,9.925537470E0
1.002172547E1,1.884347796E-1,-1.603191197E-1,9.893723488E0,9.896816374E0
1.002417547E1,1.932204217E-1,-1.459621787E-1,9.912865639E0,9.915822924E0
1.002663709E1,1.836491376E-1,-1.555334777E-1,9.903294563E0,9.906218293E0
1.002909865E1,2.506481707E-1,-1.268195957E-1,9.917651176E0,9.921628524E0
1.003159688E1,2.027917206E-1,-1.363908947E-1,9.908080101E0,9.911093696E0
1.003409516E1,1.788634956E-1,-1.507478207E-1,9.884152412E0,9.886919943E0
1.003659339E1,1.740778536E-1,-1.555334777E-1,9.884152412E0,9.886908651E0
1.003909162E1,2.219343036E-1,-1.220339537E-1,9.908080101E0,9.911316684E0
1.004158985E1,2.315055877E-1,-1.411765367E-1,9.912865639E0,9.916573542E0
1.004408849E1,1.980060786E-1,-1.220339537E-1,9.912865639E0,9.915593974E0
1.004659636E1,1.597209126E-1,-1.172483116E-1,9.908080101E0,9.910061010E0
1.004910417E1,2.219343036E-1,-1.316052526E-1,9.927223206E0,9.930575781E0
1.005160282E1,1.645065546E-1,-1.316052526E-1,9.936794281E0,9.939027263E0
1.005410141E1,1.884347796E-1,-1.555334777E-1,9.932008743E0,9.935013639E0
1.005660006E1,1.932204217E-1,-1.651047617E-1,9.917651176E0,9.920907145E0
1.005909876E1,1.884347796E-1,-1.459621787E-1,9.927223206E0,9.930084249E0
1.006159740E1,2.315055877E-1,-1.316052526E-1,9.912865639E0,9.916441900E0
1.006409605E1,1.980060786E-1,-1.555334777E-1,9.888937950E0,9.892142885E0
1.006659469E1,1.836491376E-1,-1.172483116E-1,9.903294563E0,9.905691161E0
1.006909308E1,2.123630047E-1,-1.651047617E-1,9.893723488E0,9.897379556E0
1.007158016E1,1.836491376E-1,-1.268195957E-1,9.884152412E0,9.886671792E0
1.007407855E1,2.075773627E-1,-1.842473447E-1,9.912865639E0,9.916750507E0
1.007657693E1,2.123630047E-1,-1.316052526E-1,9.941579819E0,9.944718562E0
1.007907532E1,1.980060786E-1,-1.363908947E-1,9.932008743E0,9.934918548E0
1.008157370E1,1.788634956E-1,-1.507478207E-1,9.898509026E0,9.901272544E0
1.008407209E1,2.123630047E-1,-1.411765367E-1,9.965508461E0,9.968770624E0
1.008657047E1,1.740778536E-1,-1.698904037E-1,9.946365356E0,9.949339157E0
1.008906886E1,2.410768867E-1,-1.363908947E-1,9.903294563E0,9.907167292E0
1.009156771E1,2.027917206E-1,-1.363908947E-1,9.912865639E0,9.915877779E0
1.009407657E1,2.027917206E-1,-1.363908947E-1,9.908080101E0,9.911093696E0
1.009658542E1,1.740778536E-1,-1.555334777E-1,9.927223206E0,9.929967489E0
1.009908428E1,1.836491376E-1,-1.459621787E-1,9.893723488E0,9.896504252E0
1.010158308E1,1.692921966E-1,-1.890329868E-1,9.898509026E0,9.901761169E0
1.010408193E1,1.836491376E-1,-9.810572863E-2,9.927223206E0,9.929406443E0
1.010658079E1,1.836491376E-1,-1.651047617E-1,9.932008743E0,9.935078473E0
1.010907964E1,2.075773627E-1,-1.268195957E-1,9.941579819E0,9.944555338E0
1.011157849E1,2.171486616E-1,-1.555334777E-1,9.960722923E0,9.964303556E0
1.011407735E1,1.740778536E-1,-1.411765367E-1,9.888937950E0,9.891477528E0
1.011662735E1,2.123630047E-1,-1.459621787E-1,9.922437668E0,9.925783207E0
1.011917735E1,1.836491376E-1,-1.459621787E-1,9.898509026E0,9.901288446E0
1.012167928E1,1.884347796E-1,-1.507478207E-1,9.917651176E0,9.920586547E0
1.012420032E1,2.123630047E-1,-1.555334777E-1,9.908080101E0,9.911576060E0
1.012672131E1,1.645065546E-1,-1.268195957E-1,9.888937950E0,9.891119219E0
1.012922323E1,1.836491376E-1,-1.316052526E-1,9.859625816E0,9.862214162E0
1.013172521E1,1.884347796E-1,-1.076770201E-1,9.922437668E0,9.924810894E0
1.013422714E1,1.788634956E-1,-1.555334777E-1,9.936794281E0,9.939620888E0
1.013672912E1,1.884347796E-1,-1.411765367E-1,9.932008743E0,9.934799251E0
1.013923105E1,1.597209126E-1,-1.411765367E-1,9.936794281E0,9.939080549E0
1.014168105E1,1.597209126E-1,-1.651047617E-1,9.879366875E0,9.882037249E0
1.014413105E1,1.884347796E-1,-1.411765367E-1,9.874580383E0,9.877387115E0
1.014660230E1,2.362912297E-1,-1.555334777E-1,9.908080101E0,9.912117609E0
1.014907349E1,2.027917206E-1,-1.603191197E-1,9.874580383E0,9.877963578E0
1.015157204E1,1.740778536E-1,-1.411765367E-1,9.903294563E0,9.905830461E0
1.015407058E1,2.267199457E-1,-1.411765367E-1,9.917651176E0,9.921246777E0
1.015656907E1,2.075773627E-1,-1.555334777E-1,9.955936432E0,9.959314698E0
1.015906761E1,1.932204217E-1,-1.651047617E-1,9.917651176E0,9.920907145E0
1.016156615E1,1.836491376E-1,-1.459621787E-1,9.922437668E0,9.925210387E0
1.016406516E1,1.788634956E-1,-1.363908947E-1,9.903294563E0,9.905848668E0
1.016657500E1,1.932204217E-1,-1.411765367E-1,9.922437668E0,9.925322877E0
1.016908480E1,2.027917206E-1,-1.603191197E-1,9.965508461E0,9.968860797E0
1.017158381E1,1.884347796E-1,-1.459621787E-1,9.922437668E0,9.925300091E0
1.017408282E1,1.836491376E-1,-1.459621787E-1,9.888937950E0,9.891720060E0
1.017658183E1,1.836491376E-1,-1.651047617E-1,9.951150894E0,9.954214721E0
1.017908089E1,1.884347796E-1,-1.411765367E-1,9.893723488E0,9.896524791E0
1.018157990E1,2.171486616E-1,-1.363908947E-1,9.917651176E0,9.920965723E0
1.018407891E1,1.932204217E-1,-1.363908947E-1,9.893723488E0,9.896549958E0
1.018657797E1,1.884347796E-1,-1.411765367E-1,9.884152412E0,9.886956427E0
1.018907688E1,2.075773627E-1,-1.411765367E-1,9.922437668E0,9.925612749E0
1.019157339E1,1.932204217E-1,-1.316052526E-1,9.908080101E0,9.910837773E0
1.019406985E1,1.740778536E-1,-1.507478207E-1,9.917651176E0,9.920324232E0
1.019656876E1,2.075773627E-1,-1.076770201E-1,9.903294563E0,9.906055012E0
1.019906761E1,2.171486616E-1,-1.411765367E-1,9.898509026E0,9.901897055E0
1.020156652E1,2.027917206E-1,-1.316052526E-1,9.903294563E0,9.906244880E0
1.020406542E1,1.884347796E-1,-1.507478207E-1,9.898509026E0,9.901450071E0
1.020656433E1,2.219343036E-1,-1.794617027E-1,9.932008743E0,9.936108847E0
1.020906329E1,2.027917206E-1,-1.603191197E-1,9.917651176E0,9.921019683E0
1.021156219E1,2.075773627E-1,-1.698904037E-1,9.912865639E0,9.916494153E0
1.021411219E1,1.836491376E-1,-1.363908947E-1,9.927223206E0,9.929858511E0
1.021666219E1,2.123630047E-1,-1.316052526E-1,9.941579819E0,9.944718562E0
1.021918157E1,1.645065546E-1,-1.698904037E-1,9.912865639E0,9.915686074E0
1.022170094E1,1.692921966E-1,-1.698904037E-1,9.932008743E0,9.934904140E0
1.022422032E1,1.932204217E-1,-1.459621787E-1,9.884152412E0,9.887118286E0
1.022672261E1,1.836491376E-1,-1.268195957E-1,9.908080101E0,9.910593398E0
1.022922495E1,1.836491376E-1,-1.268195957E-1,9.936794281E0,9.939300317E0
1.023172724E1,1.597209126E-1,-1.459621787E-1,9.927223206E0,9.929580872E0
1.023422959E1,1.597209126E-1,-1.507478207E-1,9.903294563E0,9.905729599E0
1.023667959E1,2.267199457E-1,-1.172483116E-1,9.946365356E0,9.949639838E0
1.023912959E1,1.740778536E-1,-1.459621787E-1,9.893723488E0,9.896331265E0
1.024157959E1,1.836491376E-1,-1.411765367E-1,9.879366875E0,9.882082152E0
1.024407818E1,1.836491376E-1,-1.459621787E-1,9.951150894E0,9.953915616E0
1.024655740E1,1.788634956E-1,-1.507478207E-1,9.884152412E0,9.886919943E0
1.024905599E1,1.645065546E-1,-1.555334777E-1,9.927223206E0,9.929804310E0
1.025155459E1,2.123630047E-1,-1.316052526E-1,9.927223206E0,9.930366487E0
1.025405318E1,1.788634956E-1,-1.268195957E-1,9.917651176E0,9.920074607E0
1.025655178E1,1.836491376E-1,-1.459621787E-1,9.912865639E0,9.915641035E0
1.025905037E1,2.075773627E-1,-1.316052526E-1,9.912865639E0,9.915912135E0
1.026154922E1,1.501496136E-1,-1.746760458E-1,9.922437668E0,9.925110876E0
1.026405886E1,1.932204217E-1,-1.507478207E-1,9.951150894E0,9.954168130E0
1.026655771E1,1.788634956E-1,-1.220339537E-1,9.908080101E0,9.910445788E0
1.026905657E1,1.980060786E-1,-1.651047617E-1,9.898509026E0,9.901865830E0
1.027155542E1,1.884347796E-1,-1.268195957E-1,9.879366875E0,9.881977571E0
1.027405428E1,2.458625287E-1,-1.555334777E-1,9.922437668E0,9.926701784E0
1.027655313E1,1.980060786E-1,-1.651047617E-1,9.932008743E0,9.935354230E0
1.027905198E1,2.123630047E-1,-1.746760458E-1,9.922437668E0,9.926246977E0
1.028155084E1,1.788634956E-1,-9.810572863E-2,9.908080101E0,9.910180027E0
1.028404969E1,1.740778536E-1,-1.268195957E-1,9.927223206E0,9.929559249E0
1.028654818E1,1.645065546E-1,-1.363908947E-1,9.922437668E0,9.924738493E0
1.028903146E1,2.075773627E-1,-1.890329868E-1,9.941579819E0,9.945543279E0
1.029152995E1,1.932204217E-1,-1.651047617E-1,9.936794281E0,9.940043979E0
1.029402849E1,1.980060786E-1,-1.651047617E-1,9.879366875E0,9.882730181E0
1.029652698E1,1.980060786E-1,-1.411765367E-1,9.912865639E0,9.915848042E0
1.029902547E1,1.884347796E-1,-1.268195957E-1,9.922437668E0,9.925037035E0
1.030152396E1,1.884347796E-1,-1.363908947E-1,9.912865639E0,9.915594552E0
1.030402245E1,1.980060786E-1,-1.698904037E-1,9.951150894E0,9.954570472E0
1.030652099E1,1.740778536E-1,-1.698904037E-1,9.888937950E0,9.891929015E0
1.030901990E1,2.267199457E-1,-1.459621787E-1,9.941579819E0,9.945235854E0
1.031152803E1,1.453639716E-1,-1.124626622E-1,9.908080101E0,9.909784550E0
1.031403615E1,1.549352705E-1,-1.076770201E-1,9.903294563E0,9.905091745E0
1.031653506E1,1.980060786E-1,-1.651047617E-1,9.898509026E0,9.901865830E0
1.031903396E1,1.692921966E-1,-1.698904037E-1,9.912865639E0,9.915766625E0
1.032153287E1,1.884347796E-1,-1.651047617E-1,9.912865639E0,9.916031082E0
1.032403183E1,1.980060786E-1,-1.220339537E-1,9.927223206E0,9.929947596E0
1.032653073E1,2.362912297E-1,-1.411765367E-1,9.922437668E0,9.926254764E0
1.032902969E1,1.692921966E-1,-1.363908947E-1,9.941579819E0,9.943956537E0
1.033152860E1,1.836491376E-1,-1.507478207E-1,9.903294563E0,9.906144311E0
1.033407860E1,1.932204217E-1,-1.842473447E-1,9.941579819E0,9.945164177E0
1.033662860E1,2.458625287E-1,-9.332008660E-2,9.922437668E0,9.925921937E0
1.033913073E1,2.123630047E-1,-1.459621787E-1,9.946365356E0,9.949702850E0
1.034165407E1,1.932204217E-1,-1.220339537E-1,9.903294563E0,9.905931033E0
1.034417740E1,1.740778536E-1,-1.651047617E-1,9.908080101E0,9.910984511E0
1.034667954E1,1.740778536E-1,-1.172483116E-1,9.936794281E0,9.939010557E0
1.034918167E1,1.980060786E-1,-1.411765367E-1,9.917651176E0,9.920632141E0
1.035168381E1,1.836491376E-1,-1.459621787E-1,9.859625816E0,9.862416195E0
1.035418594E1,1.884347796E-1,-1.363908947E-1,9.932008743E0,9.934732398E0
1.035668808E1,1.932204217E-1,-1.411765367E-1,9.893723488E0,9.896617068E0
1.035913808E1,1.932204217E-1,-1.411765367E-1,9.912865639E0,9.915753633E0
1.036158808E1,1.884347796E-1,-1.363908947E-1,9.912865639E0,9.915594552E0
1.036406506E1,1.884347796E-1,-1.794617027E-1,9.888937950E0,9.892361091E0
1.036654204E1,2.075773627E-1,-1.316052526E-1,9.893723488E0,9.896775877E0
1.036901902E1,1.645065546E-1,-1.459621787E-1,9.879366875E0,9.881814469E0
1.037151761E1,2.075773627E-1,-1.316052526E-1,9.908080101E0,9.911128069E0
1.037401615E1,1.788634956E-1,-1.507478207E-1,9.927223206E0,9.929978733E0
1.037651474E1,1.932204217E-1,-1.555334777E-1,9.912865639E0,9.915968433E0
1.037901329E1,1.980060786E-1,-1.459621787E-1,9.893723488E0,9.896781084E0
1.038151183E1,1.549352705E-1,-1.459621787E-1,9.951150894E0,9.953427250E0
1.038400943E1,1.836491376E-1,-1.363908947E-1,9.888937950E0,9.891583456E0
1.038650704E1,1.836491376E-1,-1.028913707E-1,9.908080101E0,9.910316086E0
1.038900558E1,1.836491376E-1,-1.316052526E-1,9.888937950E0,9.891518626E0
1.039150402E1,1.980060786E-1,-1.459621787E-1,9.903294563E0,9.906349205E0
1.039400256E1,2.027917206E-1,-1.411765367E-1,9.908080101E0,9.911160708E0
1.039650110E1,2.075773627E-1,-1.603191197E-1,9.936794281E0,9.940255085E0
1.039899959E1,1.836491376E-1,-1.316052526E-1,9.903294563E0,9.905871499E0
1.040149813E1,2.219343036E-1,-1.268195957E-1,9.908080101E0,9.911376763E0
1.040399667E1,1.597209126E-1,-1.172483116E-1,9.912865639E0,9.914845592E0
1.040649521E1,1.836491376E-1,-1.268195957E-1,9.927223206E0,9.929731657E0
1.040899506E1,1.884347796E-1,-1.363908947E-1,9.898509026E0,9.901241895E0
1.041149360E1,1.932204217E-1,-1.076770201E-1,9.908080101E0,9.910548913E0
1.041399214E1,1.549352705E-1,-1.363908947E-1,9.941579819E0,9.943722477E0
1.041649068E1,2.171486616E-1,-1.316052526E-1,9.908080101E0,9.911333148E0
1.041898922E1,1.884347796E-1,-1.220339537E-1,9.927223206E0,9.929761353E0
1.042148782E1,1.501496136E-1,-1.220339537E-1,9.893723488E0,9.895615274E0
1.042398636E1,1.980060786E-1,-1.363908947E-1,9.903294563E0,9.906212803E0
1.042648490E1,1.692921966E-1,-1.507478207E-1,9.884152412E0,9.886751421E0
1.042898402E1,2.123630047E-1,-8.853443712E-2,9.903294563E0,9.905966868E0
1.043149547E1,2.123630047E-1,-1.363908947E-1,9.912865639E0,9.916078141E0
1.043400688E1,2.123630047E-1,-1.651047617E-1,9.936794281E0,9.940434508E0
1.043650599E1,1.932204217E-1,-1.363908947E-1,9.932008743E0,9.934824321E0
1.043900506E1,1.884347796E-1,-1.268195957E-1,9.898509026E0,9.901114675E0
1.044150417E1,1.980060786E-1,-1.172483116E-1,9.874580383E0,9.877261327E0
1.044400334E1,2.123630047E-1,-1.459621787E-1,9.903294563E0,9.906646567E0
1.044650245E1,1.932204217E-1,-1.220339537E-1,9.932008743E0,9.934637592E0
1.044900157E1,2.123630047E-1,-1.459621787E-1,9.888937950E0,9.892294819E0
1.045150068E1,2.027917206E-1,-1.555334777E-1,9.898509026E0,9.901807717E0
1.045405068E1,2.075773627E-1,-1.124626622E-1,9.903294563E0,9.906108187E0
1.045660068E1,2.458625287E-1,-1.794617027E-1,9.903294563E0,9.907971442E0
1.045912438E1,1.932204217E-1,-1.555334777E-1,9.893723488E0,9.896832284E0
1.046164813E1,1.884347796E-1,-1.316052526E-1,9.908080101E0,9.910745628E0
1.046417183E1,2.171486616E-1,-1.459621787E-1,9.917651176E0,9.921101923E0
1.046667459E1,1.788634956E-1,-1.363908947E-1,9.912865639E0,9.915417278E0
