"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.813593956E1,-2.503137827E0,6.448782444E0,6.621164799E0
1.814593108E1,-2.517503023E0,6.429628849E0,6.654683590E0
1.815595547E1,-2.503137827E0,6.448782444E0,6.659471989E0
1.816602213E1,-2.488772631E0,6.448782444E0,6.630741596E0
1.817602837E1,-2.507926226E0,6.439205647E0,6.640318394E0
1.818603332E1,-2.498349428E0,6.424840450E0,6.635529995E0
1.819605170E1,-2.469619036E0,6.453570843E0,6.635529995E0
1.820615340E1,-2.493561029E0,6.434417248E0,6.640318394E0
1.821613716E1,-2.507926226E0,6.453570843E0,6.616376400E0
1.822614455E1,-2.493561029E0,6.443994045E0,6.640318394E0
1.823616062E1,-2.512714624E0,6.429628849E0,6.669048786E0
1.824628546E1,-2.507926226E0,6.415263653E0,6.635529995E0
1.825624376E1,-2.503137827E0,6.439205647E0,6.630741596E0
1.826623483E1,-2.503137827E0,6.443994045E0,6.654683590E0
1.827625493E1,-2.483984232E0,6.410475254E0,6.645106792E0
1.828628669E1,-2.488772631E0,6.448782444E0,6.630741596E0
1.829633688E1,-2.488772631E0,6.424840450E0,6.645106792E0
1.830648606E1,-2.493561029E0,6.429628849E0,6.640318394E0
1.831643196E1,-2.493561029E0,6.400898457E0,6.630741596E0
1.832649794E1,-2.512714624E0,6.429628849E0,6.630741596E0
1.833653212E1,-2.493561029E0,6.443994045E0,6.654683590E0
1.834643983E1,-2.512714624E0,6.448782444E0,6.654683590E0
1.835646580E1,-2.498349428E0,6.439205647E0,6.621164799E0
1.836653972E1,-2.493561029E0,6.420052052E0,6.640318394E0
1.837652511E1,-2.488772631E0,6.448782444E0,6.649895191E0
1.838652489E1,-2.522291422E0,6.439205647E0,6.640318394E0
1.839668252E1,-2.503137827E0,6.429628849E0,6.625953197E0
1.840664252E1,-2.493561029E0,6.439205647E0,6.664260387E0
1.841662472E1,-2.498349428E0,6.443994045E0,6.640318394E0
1.842662807E1,-2.503137827E0,6.439205647E0,6.659471989E0
1.843671657E1,-2.522291422E0,6.410475254E0,6.635529995E0
1.844667714E1,-2.493561029E0,6.448782444E0,6.654683590E0
1.845675268E1,-2.522291422E0,6.429628849E0,6.659471989E0
1.846672903E1,-2.512714624E0,6.434417248E0,6.645106792E0
1.847678993E1,-2.512714624E0,6.434417248E0,6.645106792E0
1.848681185E1,-2.512714624E0,6.429628849E0,6.640318394E0
1.849692139E1,-2.498349428E0,6.410475254E0,6.635529995E0
1.850683086E1,-2.503137827E0,6.424840450E0,6.654683590E0
1.851684270E1,-2.488772631E0,6.429628849E0,6.640318394E0
1.852700965E1,-2.479195833E0,6.434417248E0,6.640318394E0
1.853690982E1,-2.493561029E0,6.434417248E0,6.635529995E0
1.854690399E1,-2.517503023E0,6.429628849E0,6.640318394E0
1.855695005E1,-2.498349428E0,6.434417248E0,6.625953197E0
1.856701483E1,-2.512714624E0,6.443994045E0,6.635529995E0
1.857704348E1,-2.498349428E0,6.443994045E0,6.635529995E0
1.858711800E1,-2.488772631E0,6.434417248E0,6.621164799E0
1.859704762E1,-2.507926226E0,6.448782444E0,6.640318394E0
1.860707280E1,-2.498349428E0,6.439205647E0,6.616376400E0
1.861727204E1,-2.507926226E0,6.443994045E0,6.654683590E0
1.862715992E1,-2.479195833E0,6.429628849E0,6.630741596E0
1.863733438E1,-2.517503023E0,6.434417248E0,6.654683590E0
1.864718964E1,-2.503137827E0,6.405686855E0,6.635529995E0
1.865720993E1,-2.498349428E0,6.453570843E0,6.640318394E0
1.866721849E1,-2.493561029E0,6.434417248E0,6.640318394E0
1.867727237E1,-2.483984232E0,6.429628849E0,6.645106792E0
1.868726100E1,-2.493561029E0,6.448782444E0,6.630741596E0
1.869741704E1,-2.512714624E0,6.439205647E0,6.649895191E0
1.870731924E1,-2.503137827E0,6.463147640E0,6.645106792E0
1.871733552E1,-2.498349428E0,6.443994045E0,6.659471989E0
1.872736450E1,-2.527079821E0,6.439205647E0,6.635529995E0
1.873748515E1,-2.503137827E0,6.410475254E0,6.654683590E0
1.874748396E1,-2.493561029E0,6.443994045E0,6.621164799E0
1.875756272E1,-2.512714624E0,6.434417248E0,6.645106792E0
1.876747174E1,-2.527079821E0,6.424840450E0,6.635529995E0
1.877751512E1,-2.498349428E0,6.420052052E0,6.654683590E0
1.878760993E1,-2.498349428E0,6.439205647E0,6.640318394E0
1.879755665E1,-2.483984232E0,6.434417248E0,6.621164799E0
1.880756879E1,-2.498349428E0,6.434417248E0,6.645106792E0
1.881761929E1,-2.503137827E0,6.453570843E0,6.649895191E0
1.882765577E1,-2.498349428E0,6.429628849E0,6.635529995E0
1.883765550E1,-2.503137827E0,6.434417248E0,6.630741596E0
1.884767896E1,-2.479195833E0,6.434417248E0,6.625953197E0
1.885772171E1,-2.503137827E0,6.443994045E0,6.640318394E0
1.886785808E1,-2.527079821E0,6.424840450E0,6.649895191E0
1.887776314E1,-2.503137827E0,6.434417248E0,6.635529995E0
1.888777512E1,-2.522291422E0,6.443994045E0,6.659471989E0
1.889789666E1,-2.512714624E0,6.453570843E0,6.621164799E0
1.890789573E1,-2.503137827E0,6.434417248E0,6.683413982E0
1.891785631E1,-2.493561029E0,6.424840450E0,6.649895191E0
1.892790775E1,-2.507926226E0,6.443994045E0,6.635529995E0
1.893789956E1,-2.474407434E0,6.429628849E0,6.611588001E0
1.894796747E1,-2.493561029E0,6.439205647E0,6.616376400E0
1.895802698E1,-2.503137827E0,6.448782444E0,6.635529995E0
1.896799733E1,-2.507926226E0,6.439205647E0,6.630741596E0
1.897799300E1,-2.493561029E0,6.415263653E0,6.640318394E0
1.898802634E1,-2.493561029E0,6.443994045E0,6.625953197E0
1.899805370E1,-2.522291422E0,6.434417248E0,6.645106792E0
1.900809903E1,-2.498349428E0,6.424840450E0,6.659471989E0
1.901808946E1,-2.503137827E0,6.458359241E0,6.625953197E0
1.902811236E1,-2.498349428E0,6.439205647E0,6.635529995E0
1.903820449E1,-2.503137827E0,6.420052052E0,6.664260387E0
1.904819417E1,-2.493561029E0,6.429628849E0,6.654683590E0
1.905818423E1,-2.498349428E0,6.434417248E0,6.635529995E0
1.906821191E1,-2.507926226E0,6.420052052E0,6.606799603E0
1.907828495E1,-2.503137827E0,6.434417248E0,6.635529995E0
1.908828882E1,-2.507926226E0,6.415263653E0,6.630741596E0
1.909829215E1,-2.488772631E0,6.429628849E0,6.645106792E0
1.910832022E1,-2.503137827E0,6.439205647E0,6.649895191E0
1.911834205E1,-2.493561029E0,6.448782444E0,6.635529995E0
1.912839512E1,-2.503137827E0,6.420052052E0,6.640318394E0
1.913840763E1,-2.503137827E0,6.424840450E0,6.630741596E0
1.914842656E1,-2.488772631E0,6.448782444E0,6.649895191E0
1.915843796E1,-2.493561029E0,6.448782444E0,6.630741596E0
1.916849509E1,-2.483984232E0,6.443994045E0,6.630741596E0
1.917849849E1,-2.488772631E0,6.439205647E0,6.630741596E0
1.918851504E1,-2.503137827E0,6.448782444E0,6.645106792E0
1.919854350E1,-2.507926226E0,6.424840450E0,6.640318394E0
1.920858382E1,-2.522291422E0,6.415263653E0,6.640318394E0
1.921861671E1,-2.522291422E0,6.448782444E0,6.635529995E0
1.922861105E1,-2.517503023E0,6.429628849E0,6.597222805E0
1.923877205E1,-2.507926226E0,6.448782444E0,6.630741596E0
1.924868963E1,-2.498349428E0,6.458359241E0,6.621164799E0
1.925870481E1,-2.493561029E0,6.443994045E0,6.640318394E0
1.926876875E1,-2.512714624E0,6.439205647E0,6.630741596E0
1.927884845E1,-2.512714624E0,6.434417248E0,6.645106792E0
1.928879087E1,-2.493561029E0,6.453570843E0,6.654683590E0
1.929882240E1,-2.479195833E0,6.439205647E0,6.630741596E0
1.930881084E1,-2.483984232E0,6.415263653E0,6.630741596E0
1.931883547E1,-2.503137827E0,6.434417248E0,6.587646008E0
1.932885832E1,-2.507926226E0,6.439205647E0,6.606799603E0
1.933892733E1,-2.512714624E0,6.443994045E0,6.630741596E0
1.934890859E1,-2.507926226E0,6.448782444E0,6.621164799E0
1.935904032E1,-2.498349428E0,6.443994045E0,6.625953197E0
1.936903920E1,-2.507926226E0,6.415263653E0,6.649895191E0
1.937898899E1,-2.512714624E0,6.424840450E0,6.640318394E0
1.938900357E1,-2.483984232E0,6.420052052E0,6.630741596E0
1.939902348E1,-2.483984232E0,6.415263653E0,6.635529995E0
1.940907480E1,-2.503137827E0,6.453570843E0,6.659471989E0
1.941908209E1,-2.498349428E0,6.448782444E0,6.630741596E0
1.942909733E1,-2.503137827E0,6.415263653E0,6.625953197E0
1.943914371E1,-2.512714624E0,6.434417248E0,6.625953197E0
1.944918681E1,-2.493561029E0,6.453570843E0,6.625953197E0
1.945926723E1,-2.483984232E0,6.420052052E0,6.630741596E0
1.946926193E1,-2.498349428E0,6.429628849E0,6.640318394E0
1.947930821E1,-2.483984232E0,6.434417248E0,6.659471989E0
1.948930152E1,-2.493561029E0,6.439205647E0,6.654683590E0
1.949927044E1,-2.507926226E0,6.434417248E0,6.611588001E0
1.950933786E1,-2.507926226E0,6.453570843E0,6.621164799E0
1.951930752E1,-2.498349428E0,6.429628849E0,6.621164799E0
1.952937650E1,-2.479195833E0,6.429628849E0,6.630741596E0
1.953936280E1,-2.512714624E0,6.424840450E0,6.621164799E0
1.954949369E1,-2.503137827E0,6.434417248E0,6.616376400E0
1.955946893E1,-2.517503023E0,6.463147640E0,6.649895191E0
1.956954443E1,-2.503137827E0,6.434417248E0,6.640318394E0
1.957958216E1,-2.479195833E0,6.434417248E0,6.630741596E0
1.958955598E1,-2.498349428E0,6.463147640E0,6.649895191E0
1.959959995E1,-2.527079821E0,6.434417248E0,6.649895191E0
1.960964212E1,-2.498349428E0,6.448782444E0,6.659471989E0
1.961958922E1,-2.503137827E0,6.429628849E0,6.625953197E0
1.962971580E1,-2.512714624E0,6.429628849E0,6.645106792E0
1.963974473E1,-2.483984232E0,6.448782444E0,6.659471989E0
1.964967434E1,-2.493561029E0,6.453570843E0,6.616376400E0
1.965967401E1,-2.488772631E0,6.434417248E0,6.640318394E0
1.966975319E1,-2.498349428E0,6.434417248E0,6.640318394E0
1.967978100E1,-2.507926226E0,6.443994045E0,6.592434406E0
1.968978261E1,-2.517503023E0,6.443994045E0,6.621164799E0
1.969978404E1,-2.503137827E0,6.448782444E0,6.645106792E0
1.970987142E1,-2.517503023E0,6.463147640E0,6.649895191E0
1.971982134E1,-2.507926226E0,6.443994045E0,6.640318394E0
1.972998646E1,-2.488772631E0,6.439205647E0,6.635529995E0
1.973994032E1,-2.498349428E0,6.439205647E0,6.654683590E0
1.974996139E1,-2.483984232E0,6.434417248E0,6.640318394E0
1.976002741E1,-2.512714624E0,6.448782444E0,6.635529995E0
1.977005810E1,-2.503137827E0,6.448782444E0,6.625953197E0
1.978003125E1,-2.507926226E0,6.439205647E0,6.649895191E0
1.979006116E1,-2.517503023E0,6.424840450E0,6.649895191E0
1.980008832E1,-2.507926226E0,6.424840450E0,6.654683590E0
1.981015691E1,-2.498349428E0,6.429628849E0,6.635529995E0
1.982013955E1,-2.503137827E0,6.429628849E0,6.625953197E0
1.983013037E1,-2.512714624E0,6.448782444E0,6.640318394E0
1.984019512E1,-2.503137827E0,6.439205647E0,6.630741596E0
1.985030040E1,-2.512714624E0,6.453570843E0,6.654683590E0
1.986024113E1,-2.507926226E0,6.443994045E0,6.649895191E0
1.987025842E1,-2.493561029E0,6.439205647E0,6.645106792E0
1.988033222E1,-2.493561029E0,6.429628849E0,6.621164799E0
1.989027305E1,-2.512714624E0,6.443994045E0,6.669048786E0
1.990031534E1,-2.522291422E0,6.458359241E0,6.621164799E0
1.991039570E1,-2.503137827E0,6.439205647E0,6.635529995E0
1.992042995E1,-2.493561029E0,6.448782444E0,6.645106792E0
1.993036728E1,-2.498349428E0,6.429628849E0,6.649895191E0
1.994037028E1,-2.512714624E0,6.439205647E0,6.630741596E0
1.995044629E1,-2.474407434E0,6.434417248E0,6.625953197E0
1.996042093E1,-2.503137827E0,6.439205647E0,6.664260387E0
1.997051020E1,-2.503137827E0,6.424840450E0,6.649895191E0
1.998052303E1,-2.527079821E0,6.434417248E0,6.649895191E0
1.999048476E1,-2.517503023E0,6.424840450E0,6.635529995E0
1.999048476E1,-2.531868219E0,6.396110058E0,6.649895191E0
2.000047091E1,-2.531868219E0,6.420052052E0,6.669048786E0
2.001041563E1,-2.527079821E0,6.420052052E0,6.688202381E0
2.002036967E1,-2.512714624E0,6.400898457E0,6.659471989E0
2.003037320E1,-2.522291422E0,6.405686855E0,6.664260387E0
2.004040743E1,-2.517503023E0,6.396110058E0,6.664260387E0
2.005049970E1,-2.512714624E0,6.415263653E0,6.654683590E0
2.006046858E1,-2.531868219E0,6.420052052E0,6.645106792E0
2.007048399E1,-2.522291422E0,6.405686855E0,6.645106792E0
2.008051397E1,-2.536656618E0,6.405686855E0,6.645106792E0
2.009053012E1,-2.522291422E0,6.405686855E0,6.664260387E0
2.010065121E1,-2.517503023E0,6.410475254E0,6.654683590E0
2.011062214E1,-2.517503023E0,6.405686855E0,6.659471989E0
2.012062829E1,-2.517503023E0,6.381744862E0,6.673837185E0
2.013065815E1,-2.541445017E0,6.405686855E0,6.645106792E0
2.014069822E1,-2.498349428E0,6.415263653E0,6.654683590E0
2.015068714E1,-2.507926226E0,6.405686855E0,6.669048786E0
2.016071852E1,-2.503137827E0,6.410475254E0,6.664260387E0
2.017075829E1,-2.517503023E0,6.405686855E0,6.673837185E0
2.018080768E1,-2.522291422E0,6.410475254E0,6.659471989E0
2.019082871E1,-2.527079821E0,6.420052052E0,6.669048786E0
2.020091022E1,-2.517503023E0,6.410475254E0,6.645106792E0
2.021091924E1,-2.522291422E0,6.415263653E0,6.673837185E0
2.022091517E1,-2.512714624E0,6.420052052E0,6.688202381E0
2.023092023E1,-2.498349428E0,6.405686855E0,6.659471989E0
2.024093853E1,-2.517503023E0,6.400898457E0,6.649895191E0
2.025105488E1,-2.531868219E0,6.415263653E0,6.654683590E0
2.026101636E1,-2.522291422E0,6.396110058E0,6.659471989E0
2.027107764E1,-2.531868219E0,6.410475254E0,6.664260387E0
2.028104602E1,-2.522291422E0,6.429628849E0,6.659471989E0
2.029106790E1,-2.517503023E0,6.396110058E0,6.659471989E0
2.030111418E1,-2.517503023E0,6.396110058E0,6.673837185E0
2.031116904E1,-2.522291422E0,6.405686855E0,6.654683590E0
2.032120320E1,-2.531868219E0,6.405686855E0,6.649895191E0
2.033118669E1,-2.531868219E0,6.415263653E0,6.664260387E0
2.034121106E1,-2.522291422E0,6.405686855E0,6.649895191E0
2.035121953E1,-2.517503023E0,6.396110058E0,6.659471989E0
2.036124366E1,-2.517503023E0,6.420052052E0,6.654683590E0
2.037130129E1,-2.507926226E0,6.420052052E0,6.645106792E0
2.038133668E1,-2.536656618E0,6.415263653E0,6.640318394E0
2.039133540E1,-2.522291422E0,6.405686855E0,6.654683590E0
2.040135885E1,-2.517503023E0,6.410475254E0,6.649895191E0
2.041139062E1,-2.503137827E0,6.400898457E0,6.669048786E0
2.042142379E1,-2.507926226E0,6.420052052E0,6.673837185E0
2.043147420E1,-2.522291422E0,6.415263653E0,6.659471989E0
2.044146182E1,-2.517503023E0,6.396110058E0,6.664260387E0
2.045151006E1,-2.531868219E0,6.396110058E0,6.669048786E0
2.046160498E1,-2.522291422E0,6.420052052E0,6.673837185E0
2.047163246E1,-2.517503023E0,6.376956463E0,6.688202381E0
2.048159135E1,-2.527079821E0,6.424840450E0,6.645106792E0
2.049160370E1,-2.531868219E0,6.439205647E0,6.659471989E0
2.050164577E1,-2.541445017E0,6.429628849E0,6.635529995E0
2.051164638E1,-2.536656618E0,6.396110058E0,6.654683590E0
2.052167261E1,-2.527079821E0,6.415263653E0,6.640318394E0
2.053169835E1,-2.527079821E0,6.429628849E0,6.673837185E0
2.054174880E1,-2.512714624E0,6.429628849E0,6.669048786E0
2.055176233E1,-2.531868219E0,6.396110058E0,6.678625584E0
2.056178413E1,-2.503137827E0,6.429628849E0,6.630741596E0
2.057182768E1,-2.512714624E0,6.420052052E0,6.649895191E0
2.058185405E1,-2.522291422E0,6.410475254E0,6.669048786E0
2.059197871E1,-2.527079821E0,6.424840450E0,6.683413982E0
2.060189709E1,-2.527079821E0,6.405686855E0,6.649895191E0
2.061191480E1,-2.512714624E0,6.400898457E0,6.688202381E0
2.062196572E1,-2.517503023E0,6.420052052E0,6.664260387E0
2.063202008E1,-2.527079821E0,6.405686855E0,6.664260387E0
2.064199823E1,-2.527079821E0,6.415263653E0,6.669048786E0
2.065203188E1,-2.517503023E0,6.405686855E0,6.654683590E0
2.066214358E1,-2.522291422E0,6.405686855E0,6.640318394E0
2.067210352E1,-2.517503023E0,6.424840450E0,6.625953197E0
2.068210320E1,-2.527079821E0,6.410475254E0,6.669048786E0
2.069214246E1,-2.507926226E0,6.415263653E0,6.645106792E0
2.070218072E1,-2.507926226E0,6.415263653E0,6.678625584E0
2.071230621E1,-2.551021814E0,6.400898457E0,6.678625584E0
2.072224335E1,-2.522291422E0,6.405686855E0,6.669048786E0
2.073225342E1,-2.512714624E0,6.415263653E0,6.635529995E0
2.074229950E1,-2.531868219E0,6.410475254E0,6.645106792E0
2.075230522E1,-2.527079821E0,6.396110058E0,6.664260387E0
2.076236056E1,-2.527079821E0,6.410475254E0,6.635529995E0
2.077237759E1,-2.503137827E0,6.415263653E0,6.654683590E0
2.078239702E1,-2.522291422E0,6.424840450E0,6.669048786E0
2.079241784E1,-2.527079821E0,6.410475254E0,6.688202381E0
2.080246142E1,-2.531868219E0,6.434417248E0,6.659471989E0
2.081246872E1,-2.493561029E0,6.396110058E0,6.654683590E0
2.082250233E1,-2.522291422E0,6.415263653E0,6.669048786E0
2.083253062E1,-2.527079821E0,6.400898457E0,6.645106792E0
2.084259448E1,-2.527079821E0,6.410475254E0,6.654683590E0
2.085258724E1,-2.507926226E0,6.424840450E0,6.630741596E0
2.086262180E1,-2.517503023E0,6.391321659E0,6.649895191E0
2.087265236E1,-2.522291422E0,6.415263653E0,6.654683590E0
2.088269186E1,-2.527079821E0,6.415263653E0,6.649895191E0
2.089270195E1,-2.531868219E0,6.420052052E0,6.659471989E0
2.090273195E1,-2.503137827E0,6.386533260E0,6.654683590E0
2.091275178E1,-2.522291422E0,6.405686855E0,6.649895191E0
2.092278417E1,-2.522291422E0,6.400898457E0,6.669048786E0
2.093280634E1,-2.522291422E0,6.420052052E0,6.635529995E0
2.094283894E1,-2.527079821E0,6.424840450E0,6.649895191E0
2.095286521E1,-2.517503023E0,6.424840450E0,6.649895191E0
2.096289355E1,-2.517503023E0,6.410475254E0,6.625953197E0
2.097291795E1,-2.522291422E0,6.415263653E0,6.635529995E0
2.098302882E1,-2.503137827E0,6.410475254E0,6.635529995E0
2.099298716E1,-2.498349428E0,6.415263653E0,6.678625584E0
2.100311772E1,-2.517503023E0,6.415263653E0,6.630741596E0
2.101304951E1,-2.527079821E0,6.420052052E0,6.645106792E0
2.102306638E1,-2.507926226E0,6.391321659E0,6.630741596E0
2.103309267E1,-2.512714624E0,6.405686855E0,6.659471989E0
2.104312681E1,-2.522291422E0,6.400898457E0,6.640318394E0
2.105315396E1,-2.522291422E0,6.410475254E0,6.645106792E0
2.106319424E1,-2.531868219E0,6.410475254E0,6.645106792E0
2.107320959E1,-2.507926226E0,6.424840450E0,6.645106792E0
2.108338277E1,-2.527079821E0,6.415263653E0,6.659471989E0
2.109328142E1,-2.512714624E0,6.410475254E0,6.635529995E0
2.110329351E1,-2.522291422E0,6.410475254E0,6.673837185E0
2.111333879E1,-2.517503023E0,6.415263653E0,6.654683590E0
2.112347244E1,-2.503137827E0,6.429628849E0,6.678625584E0
2.113339799E1,-2.503137827E0,6.396110058E0,6.645106792E0
2.114341331E1,-2.507926226E0,6.420052052E0,6.635529995E0
2.115344740E1,-2.512714624E0,6.424840450E0,6.625953197E0
2.116346328E1,-2.512714624E0,6.391321659E0,6.659471989E0
2.117348169E1,-2.546233416E0,6.400898457E0,6.640318394E0
2.118351385E1,-2.512714624E0,6.386533260E0,6.640318394E0
2.119359222E1,-2.507926226E0,6.424840450E0,6.635529995E0
2.120366002E1,-2.512714624E0,6.400898457E0,6.645106792E0
2.121360604E1,-2.522291422E0,6.424840450E0,6.630741596E0
2.122370186E1,-2.536656618E0,6.434417248E0,6.635529995E0
2.123378651E1,-2.527079821E0,6.429628849E0,6.640318394E0
2.124374151E1,-2.531868219E0,6.443994045E0,6.645106792E0
2.125376952E1,-2.522291422E0,6.434417248E0,6.664260387E0
2.126373890E1,-2.512714624E0,6.405686855E0,6.630741596E0
2.127383473E1,-2.522291422E0,6.439205647E0,6.654683590E0
2.128392072E1,-2.527079821E0,6.410475254E0,6.678625584E0
2.129382955E1,-2.517503023E0,6.410475254E0,6.664260387E0
2.130390452E1,-2.517503023E0,6.410475254E0,6.630741596E0
2.131393717E1,-2.522291422E0,6.429628849E0,6.649895191E0
2.132396830E1,-2.527079821E0,6.410475254E0,6.659471989E0
2.133400940E1,-2.527079821E0,6.410475254E0,6.640318394E0
2.134402811E1,-2.522291422E0,6.424840450E0,6.649895191E0
2.135412119E1,-2.522291422E0,6.424840450E0,6.645106792E0
2.136401856E1,-2.517503023E0,6.415263653E0,6.640318394E0
2.137408948E1,-2.522291422E0,6.405686855E0,6.649895191E0
2.138406195E1,-2.517503023E0,6.410475254E0,6.635529995E0
2.139407772E1,-2.507926226E0,6.410475254E0,6.621164799E0
2.140409642E1,-2.517503023E0,6.415263653E0,6.654683590E0
2.141412561E1,-2.527079821E0,6.424840450E0,6.664260387E0
2.142416618E1,-2.522291422E0,6.400898457E0,6.659471989E0
2.143418882E1,-2.531868219E0,6.415263653E0,6.640318394E0
2.144428291E1,-2.522291422E0,6.424840450E0,6.654683590E0
2.145423839E1,-2.503137827E0,6.400898457E0,6.654683590E0
2.146425885E1,-2.527079821E0,6.434417248E0,6.645106792E0
2.147435310E1,-2.522291422E0,6.400898457E0,6.664260387E0
2.148437868E1,-2.503137827E0,6.420052052E0,6.635529995E0
2.149440434E1,-2.503137827E0,6.410475254E0,6.645106792E0
2.150439926E1,-2.507926226E0,6.405686855E0,6.659471989E0
2.151440942E1,-2.517503023E0,6.415263653E0,6.635529995E0
2.152448511E1,-2.531868219E0,6.405686855E0,6.645106792E0
2.153451019E1,-2.507926226E0,6.420052052E0,6.645106792E0
2.154460996E1,-2.527079821E0,6.443994045E0,6.640318394E0
2.155452935E1,-2.517503023E0,6.391321659E0,6.659471989E0
2.156454800E1,-2.512714624E0,6.405686855E0,6.673837185E0
2.157463933E1,-2.541445017E0,6.434417248E0,6.649895191E0
2.158469641E1,-2.507926226E0,6.400898457E0,6.659471989E0
2.159467892E1,-2.531868219E0,6.405686855E0,6.640318394E0
2.160464910E1,-2.517503023E0,6.410475254E0,6.635529995E0
2.161467426E1,-2.531868219E0,6.415263653E0,6.649895191E0
2.162476590E1,-2.503137827E0,6.400898457E0,6.649895191E0
2.163477848E1,-2.527079821E0,6.434417248E0,6.649895191E0
2.164480794E1,-2.517503023E0,6.396110058E0,6.645106792E0
2.165482843E1,-2.517503023E0,6.405686855E0,6.664260387E0
2.166486216E1,-2.527079821E0,6.410475254E0,6.640318394E0
2.167490234E1,-2.527079821E0,6.410475254E0,6.688202381E0
2.168487010E1,-2.531868219E0,6.429628849E0,6.678625584E0
2.169494875E1,-2.531868219E0,6.424840450E0,6.659471989E0
2.170499076E1,-2.507926226E0,6.424840450E0,6.659471989E0
2.171504732E1,-2.522291422E0,6.396110058E0,6.659471989E0
2.172500584E1,-2.531868219E0,6.424840450E0,6.649895191E0
2.173502153E1,-2.527079821E0,6.405686855E0,6.669048786E0
2.174515451E1,-2.527079821E0,6.443994045E0,6.640318394E0
2.175508498E1,-2.522291422E0,6.424840450E0,6.635529995E0
2.176520899E1,-2.517503023E0,6.429628849E0,6.659471989E0
2.177518766E1,-2.512714624E0,6.410475254E0,6.645106792E0
2.178522169E1,-2.517503023E0,6.415263653E0,6.659471989E0
2.179518813E1,-2.512714624E0,6.405686855E0,6.664260387E0
2.180522581E1,-2.517503023E0,6.415263653E0,6.640318394E0
2.181530156E1,-2.512714624E0,6.415263653E0,6.669048786E0
2.182527880E1,-2.527079821E0,6.443994045E0,6.683413982E0
2.183530906E1,-2.512714624E0,6.410475254E0,6.630741596E0
2.184532905E1,-2.522291422E0,6.420052052E0,6.640318394E0
2.185538772E1,-2.498349428E0,6.400898457E0,6.616376400E0
2.186549409E1,-2.517503023E0,6.396110058E0,6.659471989E0
2.187549012E1,-2.517503023E0,6.424840450E0,6.659471989E0
2.188550085E1,-2.517503023E0,6.410475254E0,6.669048786E0
2.189560425E1,-2.527079821E0,6.400898457E0,6.645106792E0
2.190555878E1,-2.517503023E0,6.415263653E0,6.645106792E0
2.191563278E1,-2.522291422E0,6.429628849E0,6.630741596E0
2.192557126E1,-2.522291422E0,6.420052052E0,6.645106792E0
2.193566858E1,-2.512714624E0,6.410475254E0,6.683413982E0
2.194570290E1,-2.531868219E0,6.410475254E0,6.654683590E0
2.195565043E1,-2.522291422E0,6.420052052E0,6.659471989E0
2.196573914E1,-2.527079821E0,6.429628849E0,6.649895191E0
2.197579374E1,-2.527079821E0,6.410475254E0,6.678625584E0
2.198578064E1,-2.503137827E0,6.420052052E0,6.659471989E0
2.199580672E1,-2.517503023E0,6.429628849E0,6.625953197E0
2.200578444E1,-2.522291422E0,6.429628849E0,6.645106792E0
2.201588236E1,-2.527079821E0,6.405686855E0,6.688202381E0
2.202589714E1,-2.517503023E0,6.439205647E0,6.635529995E0
2.203586280E1,-2.512714624E0,6.415263653E0,6.645106792E0
2.204589756E1,-2.512714624E0,6.410475254E0,6.664260387E0
2.205592188E1,-2.536656618E0,6.410475254E0,6.640318394E0
2.206600788E1,-2.517503023E0,6.420052052E0,6.649895191E0
2.207604943E1,-2.517503023E0,6.429628849E0,6.678625584E0
2.208607260E1,-2.536656618E0,6.415263653E0,6.649895191E0
2.209610700E1,-2.512714624E0,6.415263653E0,6.659471989E0
2.210614561E1,-2.503137827E0,6.424840450E0,6.664260387E0
2.211615751E1,-2.507926226E0,6.410475254E0,6.659471989E0
2.212612506E1,-2.517503023E0,6.396110058E0,6.649895191E0
2.213626542E1,-2.517503023E0,6.410475254E0,6.654683590E0
2.214619214E1,-2.507926226E0,6.420052052E0,6.645106792E0
2.215631937E1,-2.507926226E0,6.415263653E0,6.630741596E0
2.216635681E1,-2.503137827E0,6.429628849E0,6.649895191E0
2.217635531E1,-2.522291422E0,6.420052052E0,6.630741596E0
2.218643775E1,-2.527079821E0,6.420052052E0,6.640318394E0
2.219643586E1,-2.522291422E0,6.410475254E0,6.669048786E0
2.220636770E1,-2.522291422E0,6.410475254E0,6.659471989E0
2.221642804E1,-2.498349428E0,6.396110058E0,6.678625584E0
2.222653835E1,-2.536656618E0,6.396110058E0,6.649895191E0
2.223649877E1,-2.527079821E0,6.405686855E0,6.664260387E0
2.224660259E1,-2.522291422E0,6.410475254E0,6.654683590E0
2.225651577E1,-2.527079821E0,6.424840450E0,6.649895191E0
2.226660715E1,-2.507926226E0,6.429628849E0,6.645106792E0
2.227661985E1,-2.531868219E0,6.420052052E0,6.673837185E0
2.228671566E1,-2.531868219E0,6.424840450E0,6.649895191E0
2.229670741E1,-2.536656618E0,6.415263653E0,6.645106792E0
2.230664500E1,-2.493561029E0,6.420052052E0,6.649895191E0
2.231678152E1,-2.527079821E0,6.429628849E0,6.707355976E0
2.232674988E1,-2.536656618E0,6.424840450E0,6.630741596E0
2.233671944E1,-2.512714624E0,6.420052052E0,6.645106792E0
2.234686150E1,-2.512714624E0,6.420052052E0,6.625953197E0
